,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:0qxLQ6opocOGyFnlXqJ53x,"Mc Davi, Mc Pedrinho, Mc Don Juan",Bipolar,GR6 Music,1,1,7,6768566,0qxLQ6opocOGyFnlXqJ53x,0.0,0.0,1.0,0.0
1,2,spotify:track:4wQUopWk9Ed7Ng5qpKN5qd,"Dj Guuga, DJ Ivis","Volta Bebê, Volta Neném",GR6 Music,2,2,9,6061259,4wQUopWk9Ed7Ng5qpKN5qd,0.0,0.0,1.0,0.0
2,3,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,3,18,5284406,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
3,4,spotify:track:4llr8mcoauwrHBtjGb7F9S,MC Kevin o Chris,Tipo Gin - Ao Vivo,MC Kevin o Chris,4,4,7,5100164,4llr8mcoauwrHBtjGb7F9S,0.296,0.033,0.937,0.03
4,5,spotify:track:5R9KPXQVeyqsHZoPLMgfNy,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,5,10,11,4615740,5R9KPXQVeyqsHZoPLMgfNy,0.8402,0.0,0.976,0.024
5,6,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,6,9,15,4502588,3HquWF2pZmWYu3WAEP9Heb,0.0,0.0,1.0,0.0
6,7,spotify:track:2QLbRVzixE282JSQjBz2DG,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),GR6 Music,3,5,10,4454338,2QLbRVzixE282JSQjBz2DG,-0.9766,0.106,0.894,0.0
7,8,spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,Essaéhit,2,6,14,4341959,2Gjt4rUHBUH0rMKpBg0hF4,0.9818,0.042,0.835,0.123
8,9,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,7,7,10,4261446,7IG7laqVpcvIIULrwWP5SA,-0.5267,0.03,0.952,0.018
9,10,spotify:track:4ZtFanR9U6ndgddUvNcjcG,Olivia Rodrigo,good 4 u,Olivia Rodrigo PS,7,8,4,4199101,4ZtFanR9U6ndgddUvNcjcG,0.9987,0.063,0.67,0.267
10,11,spotify:track:6HV630GY0GT3RN2efFRmbP,Jorge & Mateus,Troca,Som Livre,11,16,7,4147678,6HV630GY0GT3RN2efFRmbP,0.0,0.0,1.0,0.0
11,12,spotify:track:2SUPbyD77tJuOUbqbxct6l,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Sony Music Entertainment,7,12,16,3928759,2SUPbyD77tJuOUbqbxct6l,0.0,0.0,1.0,0.0
12,13,spotify:track:17UfXrL7Run3GyZJW4uRjC,Jorge & Mateus,Paradigmas,Som Livre,7,11,20,3869562,17UfXrL7Run3GyZJW4uRjC,-0.4871,0.052,0.919,0.029
13,14,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,1,13,19,3677790,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
14,15,spotify:track:7Kba4OaxQFQ1zlknQUpNqN,"Israel & Rodolffo, Wesley Safadão",Faz Amor Comigo Só Hoje - Ao Vivo,Som Livre,15,35,2,3576186,7Kba4OaxQFQ1zlknQUpNqN,0.9963,0.021,0.776,0.204
15,16,spotify:track:5AhnPqydkYbZAp4NkyJ7ED,"PEDRO SAMPAIO, Luísa Sonza",ATENÇÃO,WM Brazil,16,18,4,3573865,5AhnPqydkYbZAp4NkyJ7ED,-0.8787,0.102,0.823,0.075
16,17,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,14,30,3442871,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
17,18,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,15,34,3399587,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
18,19,spotify:track:3lJ8BcGM1ROQ1ufneU3Qya,Th CDM,Preta do Cabelo Cacheado,PHproduções,14,17,12,3140252,3lJ8BcGM1ROQ1ufneU3Qya,0.0,0.0,1.0,0.0
19,20,spotify:track:3ODFNdnvb3EwcXk6DI6tGA,Wesley Safadão,Passatempo,Som Livre,20,20,5,2991068,3ODFNdnvb3EwcXk6DI6tGA,-0.6189,0.017,0.983,0.0
20,21,spotify:track:1HoapWs5KcMzs8QYdgg9Kt,"Xand Avião, DJ Ivis, Mc Danny",Não Pode Se Apaixonar,Som Livre,11,19,15,2881789,1HoapWs5KcMzs8QYdgg9Kt,0.3313,0.021,0.964,0.015
21,22,spotify:track:5gTgQBtNP08fUijxpEgmzF,Matheus & Kauan,É Problema,Universal Music Ltda.,19,22,30,2790313,5gTgQBtNP08fUijxpEgmzF,-0.1591,0.015,0.971,0.013
22,23,spotify:track:7vCvUJyjMxRkPeo19nxmuk,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,5,23,28,2677637,7vCvUJyjMxRkPeo19nxmuk,0.0,0.0,1.0,0.0
23,24,spotify:track:1h4u5t0EJZki8ieNGwwFXc,Zé Vaqueiro,Volta Comigo BB,Sony Music Entertainment,22,26,14,2667899,1h4u5t0EJZki8ieNGwwFXc,0.782,0.0,0.968,0.032
24,25,spotify:track:0x0V1IID2Sj902k6LzuWds,Mc Livinho,Ela é Espetacular (Mulher Kama Sutra 2),Diamond,25,25,9,2664944,0x0V1IID2Sj902k6LzuWds,-0.8886,0.028,0.972,0.0
25,26,spotify:track:0e6NlGJxYlHvAN8SKxad7N,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,21,21,2651808,0e6NlGJxYlHvAN8SKxad7N,-0.7622,0.022,0.978,0.0
26,27,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,Marília Mendonça,Troca de Calçada,Som Livre,7,27,19,2538489,4AAIAVjSyiq1N7SXKkwXZe,0.0,0.0,1.0,0.0
27,28,spotify:track:0DlHQxrVijRqVUfuS6PKaY,"DENNIS, Xamã, LUDMILLA",Deixa de Onda (Porra Nenhuma),Sony Music Entertainment,17,31,20,2525918,0DlHQxrVijRqVUfuS6PKaY,0.0,0.0,1.0,0.0
28,29,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,15,32,11,2443015,67BtfxlNbhBmCDR2L2l8qd,-0.7321,0.096,0.801,0.102
29,30,spotify:track:5uztIMqjl5FTZSYDlOBJjV,Simone & Simaria,Foi Pá Pum,Universal Music Ltda.,13,28,28,2435719,5uztIMqjl5FTZSYDlOBJjV,0.9537,0.021,0.913,0.066
30,31,spotify:track:6AMTUbWihFZOwOeHxZN2Ge,Vitor Fernandes,Vou falar que não quero,Sua Música,29,34,15,2428024,6AMTUbWihFZOwOeHxZN2Ge,0.1531,0.038,0.927,0.035
31,32,spotify:track:0wRn3ggAY1fIupTaVigdza,"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",A Cara do Crime (Nós Incomoda),Mainstreet Records,32,66,2,2382185,0wRn3ggAY1fIupTaVigdza,-0.9856,0.056,0.944,0.0
32,33,spotify:track:2pBEAodCImE4LgbKAG4bfz,"Bruno & Marrone, Wesley Safadão",Último Beijo,Worldshow Promoções e Eventos,14,33,27,2362685,2pBEAodCImE4LgbKAG4bfz,0.9517,0.0,0.941,0.059
33,34,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,24,30,10,2357142,6HU7h9RYOaPRFeh0R3UeAr,0.9912,0.026,0.833,0.14
34,35,spotify:track:4Ls13Ag4SWnniiX4QLRltL,Vitor Fernandes,Acaso,Sua Música,13,36,18,2337935,4Ls13Ag4SWnniiX4QLRltL,0.25,0.0,0.991,0.009
35,36,spotify:track:3ydmNkAyYq0AKtG8sTfE9P,VMZ,Plutão,1023232 Records DK,36,52,3,2259070,3ydmNkAyYq0AKtG8sTfE9P,0.9388,0.014,0.942,0.044
36,37,spotify:track:6pQKUKBpwr6GhfhcFFFozo,"MC Zaquin, MC Rick",Não Nasceu pra Namorar,Funk Explode Records,37,69,13,2257101,6pQKUKBpwr6GhfhcFFFozo,-0.296,0.007,0.993,0.0
37,38,spotify:track:1EHFiKkrppC5kXImn8LFBr,Zé Vaqueiro,Cadê o Amor,Sony Music Entertainment,38,48,5,2241091,1EHFiKkrppC5kXImn8LFBr,0.9882,0.0,0.857,0.143
38,39,spotify:track:1mQOFRDoqI34LdN79PE0vH,MC Zaquin,Ô Moça,Funk Explode Records,25,39,19,2201835,1mQOFRDoqI34LdN79PE0vH,-0.8883,0.072,0.905,0.023
39,40,spotify:track:1a17gIb57XhPj2CMbqYABw,Hugo & Guilherme,Pingo de Dó - Ao Vivo,Som Livre,40,51,6,2147010,1a17gIb57XhPj2CMbqYABw,-0.9974,0.057,0.937,0.006
40,41,spotify:track:5glMxRMRHGBRj6bydBjoPM,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,WM Brazil,13,29,19,2011086,5glMxRMRHGBRj6bydBjoPM,-0.765,0.025,0.967,0.008
41,42,spotify:track:5wANPM4fQCJwkGd4rN57mH,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,25,42,22,1930518,5wANPM4fQCJwkGd4rN57mH,0.6398,0.114,0.772,0.114
42,43,spotify:track:1JHvLQWHUoYuapwQikeDuD,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,Som Livre,24,45,31,1896146,1JHvLQWHUoYuapwQikeDuD,0.9847,0.013,0.895,0.093
43,44,spotify:track:2bgTY4UwhfBYhGT4HUYStN,BTS,Butter,BIGHIT MUSIC,17,37,3,1867715,2bgTY4UwhfBYhGT4HUYStN,0.9954,0.052,0.769,0.179
44,45,spotify:track:5JCoSi02qi3jJeHdZXMmR8,Olivia Rodrigo,favorite crime,Olivia Rodrigo PS,45,58,3,1845876,5JCoSi02qi3jJeHdZXMmR8,0.2625,0.149,0.68,0.17
45,46,spotify:track:5CZ40GBx1sQ9agT82CLQCT,Olivia Rodrigo,traitor,Olivia Rodrigo PS,42,47,3,1844864,5CZ40GBx1sQ9agT82CLQCT,0.5759,0.165,0.657,0.178
46,47,spotify:track:6m187iACTSAZDYMaV0klqj,L7NNON,Freio da Blazer,Papatunes,38,50,18,1784213,6m187iACTSAZDYMaV0klqj,0.3736,0.024,0.945,0.031
47,48,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,6,46,25,1761558,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
