rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
14	spotify:track:2QCwoYDn4DRfjs4NhW2KpO	João Bosco e Gabriel, Humberto & Ronaldo	Alô Ex-Amor - Ao Vivo	João Bosco e Gabriel	14	16	13	2646221	2QCwoYDn4DRfjs4NhW2KpO
15	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	6	13	25	2613116	4zsiMjB0794HztyqUkD3Zi
16	spotify:track:3vu864xi5Xis9VfOsJpmXu	LUDMILLA	Rainha da Favela	WM Brazil	16	35	2	2573376	3vu864xi5Xis9VfOsJpmXu
17	spotify:track:7J3QMuDCSv56jRSiD9jFBF	Eric Land, Xand Avião	Cidade Inteira	Eric Land	6	9	20	2534635	7J3QMuDCSv56jRSiD9jFBF
18	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	18	23	14	2525019	1uA7fD01YlQr1Rm0oyNB4H
19	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	3	24	20	2403457	2fmeSswdyVq4wcqhY41UHk
20	spotify:track:59kRq8rb5uJCrSYYbGCk7o	MC Rogerinho	Só Você	MC Rogerinho	4	7	15	2390919	59kRq8rb5uJCrSYYbGCk7o
21	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	12	17	26	2390469	260n4ECk9j4IEvTAVBYojl
22	spotify:track:2ptHQBO7TQhEkXOeK9ST59	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	21	21	25	2306926	2ptHQBO7TQhEkXOeK9ST59
23	spotify:track:35mvY5S1H3J2QZyna3TFe0	Ariana Grande	positions	Republic Records	15	25	5	2284849	35mvY5S1H3J2QZyna3TFe0
24	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	24	40	3	2222679	0WlmiIK5qFQ4dAB4mCA4sI
25	spotify:track:4zGtfOglDBfVUypabBwIjQ	Mc Zaac, Anitta, Tyga	Desce Pro Play (PA PA PA)	Universal Music Ltda.	1	32	22	2128382	4zGtfOglDBfVUypabBwIjQ
26	spotify:track:6juD9PQwAPvuXYIAE2gjhO	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	18	46	2112183	6juD9PQwAPvuXYIAE2gjhO
27	spotify:track:1UF3sCkxXH4OE7ja83GRzj	Gusttavo Lima	Espetinho - Ao Vivo	Sony Music Entertainment	27	-1	1	2088649	1UF3sCkxXH4OE7ja83GRzj
28	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	28	28	14	2087715	5ra6CI0pEzqjxPEZeBz0d7
29	spotify:track:4saklk6nie3yiGePpBwUoc	BTS	Dynamite	BIGHIT MUSIC	17	90	14	2034732	4saklk6nie3yiGePpBwUoc
30	spotify:track:3KfyRuNdcCGsZb15sqrXDA	Mc Talibã, MC 3L	Um Sabadão Desse Uma Lua Dessa	FW MUSIC	30	42	6	2001605	3KfyRuNdcCGsZb15sqrXDA
31	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	24	30	27	1998746	3056x1XkmICnQmji68rrft
32	spotify:track:7jiGFTWeO3MmMN9dpHRjUZ	Leo Santana, Luísa Sonza	Século 21	Universal Music Ltda.	32	44	6	1990363	7jiGFTWeO3MmMN9dpHRjUZ
33	spotify:track:2R1OgezGfBMeiAcMpJ1EkH	Zé Vaqueiro	Letícia	Sony Music Entertainment	31	31	4	1977190	2R1OgezGfBMeiAcMpJ1EkH
34	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	34	-1	1	1944155	7qmnP8Woc47dLSrMD5MxL1
35	spotify:track:249gnXrbfmV8NG6jTEMSwD	BTS	Life Goes On	BIGHIT MUSIC	35	-1	1	1936503	249gnXrbfmV8NG6jTEMSwD
36	spotify:track:1GWUiFYLYEapxYHnASyOud	Wesley Safadão	Não Valeu	Som Livre	28	36	28	1824816	1GWUiFYLYEapxYHnASyOud
37	spotify:track:3Xuo5utyzk86BwlUHdTR2O	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	22	34	50	1818316	3Xuo5utyzk86BwlUHdTR2O
38	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	38	56	2	1810204	7EWXP47VlXKO3r7mNxuWHw
39	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	27	41	42	1802233	6UelLqGlWMcVH1E5c4H7lY
40	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	7	45	56	1790524	3J5Pu25BODMex4Jpy4l6FL
41	spotify:track:5JqZ3oqF00jkT81foAFvqg	Miley Cyrus, Dua Lipa	Prisoner (feat. Dua Lipa)	RCA Records Label	41	-1	1	1787623	5JqZ3oqF00jkT81foAFvqg
42	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	4	26	38	1785354	0RaIjuKU5hudMteEXwr4RS
43	spotify:track:08Sd5vVcIH3uKeAiaJdoYj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	17	37	38	1783538	08Sd5vVcIH3uKeAiaJdoYj
44	spotify:track:2Z8yfpFX0ZMavHkcIeHiO1	Shawn Mendes, Justin Bieber	Monster (Shawn Mendes & Justin Bieber)	Shawn Mendes LP4-5 PS/ Island	44	-1	1	1761598	2Z8yfpFX0ZMavHkcIeHiO1
45	spotify:track:4KLvGldnzUZU4xdELyWBom	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	8	27	51	1724779	4KLvGldnzUZU4xdELyWBom
46	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	5	19	22	1724591	12v6LfkX9YIR3uLefIAAYZ
47	spotify:track:4Y0gR2tYML083T6b2vhJrn	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	39	51	1715875	4Y0gR2tYML083T6b2vhJrn
48	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	25	53	47	1654801	0VjIjW4GlUZAMYd2vXMi3b
49	spotify:track:5gTgQBtNP08fUijxpEgmzF	Matheus & Kauan	É Problema	Universal Music Ltda.	49	74	2	1643189	5gTgQBtNP08fUijxpEgmzF
50	spotify:track:7e1VoRlNumuEkXlITMHKLE	Anitta, Myke Towers, Cardi B	Me Gusta (with Cardi B & Myke Towers)	Warner Records	3	20	10	1629755	7e1VoRlNumuEkXlITMHKLE
51	spotify:track:0eoMMLrWtXbLk64baeESkc	Marcos & Belutti, Jorge & Mateus	Tudo Indica (feat. Jorge & Mateus) - Ao Vivo	Sony Music Entertainment	44	52	11	1604663	0eoMMLrWtXbLk64baeESkc
52	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	38	43	1595498	4DngRKOpRPrkbzImUB0zgh
53	spotify:track:7benotyTvLY2vUsDKtxbiA	Gusttavo Lima	Café e Amor - Ao Vivo	Sony Music Entertainment	13	51	7	1558396	7benotyTvLY2vUsDKtxbiA
54	spotify:track:0in6Rc29qdyOkhKyYw4A84	Di Propósito	Manda Áudio	Sony Music Entertainment	53	57	23	1519752	0in6Rc29qdyOkhKyYw4A84
55	spotify:track:5OzvtpasMB3aPWpfVr0PsA	Luíza & Maurílio	Pode Sumir	Som Livre	55	64	26	1500136	5OzvtpasMB3aPWpfVr0PsA
56	spotify:track:28atBekPVlTdnU4M9Z7udd	Dilsinho, Luísa Sonza, Malibu	Não Vai Embora	Malibu Studios	27	29	29	1491490	28atBekPVlTdnU4M9Z7udd
57	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	58	46	1475653	3tc8Z4lGzOIwmIVftsxO6o
58	spotify:track:4vDC52DnSqAjec5Vh5yJEb	DJ Matt D, Mc Lipi, MC Lemos, Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS, Makalo	Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)	Satélite Funk	56	61	13	1467602	4vDC52DnSqAjec5Vh5yJEb
59	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	59	77	3	1460461	7lJoRyuNJtuiqTcKtuMuIR
60	spotify:track:01mKvmXQLhr3MEoiAEAcP2	Rennan da Penha, MC 2jhow	Talarica	Sony Music Entertainment	29	66	18	1456753	01mKvmXQLhr3MEoiAEAcP2
61	spotify:track:4Oun2ylbjFKMPTiaSbbCih	Cardi B, Megan Thee Stallion	WAP (feat. Megan Thee Stallion)	Atlantic/KSR	14	54	16	1448752	4Oun2ylbjFKMPTiaSbbCih
62	spotify:track:54OqGd3dmug64db0ZtOtF4	Japinha Conde	Romance Desapegado	Conde do Forró	42	46	11	1442784	54OqGd3dmug64db0ZtOtF4
63	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	8	22	26	1427219	5GAdMAL3tRJkVN1HtwohK2
64	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	62	51	1376821	3tv697PZNnaQN0Mn2zGhS5
65	spotify:track:1WTJdd2atKxhUrbvUHjNDt	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	21	63	40	1370401	1WTJdd2atKxhUrbvUHjNDt
66	spotify:track:5oI9blwsXC8AkTWw6wASY8	Matuê	Máquina do Tempo	Sony Music Entertainment	2	49	11	1352903	5oI9blwsXC8AkTWw6wASY8
67	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	16	47	34	1347225	5LpLYzpV0HWKI2DlPmNywg
68	spotify:track:3oqC4Ta40ft6NnTJwcUTdi	Rashid, Lukinhas, Emicida	Pipa Voada (feat. Emicida)	Sony Music Entertainment	43	73	38	1347009	3oqC4Ta40ft6NnTJwcUTdi
69	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	65	59	1328872	2PWjKmjyTZeDpmOUa3a5da
70	spotify:track:73uParILjIm5rcP0C2bpMF	BIN, Mainstreet, Mãolee	Marília Mendonça	Mainstreet Records	56	76	17	1328176	73uParILjIm5rcP0C2bpMF
71	spotify:track:2InUVOBY515umeuwdQtsQ4	Zé Neto & Cristiano	Esses Vícios	Som Livre	71	-1	1	1318564	2InUVOBY515umeuwdQtsQ4
72	spotify:track:3sGcETRMuAgcPgjDpIkgMn	Matuê	777-666	Sony Music Entertainment	4	55	11	1313186	3sGcETRMuAgcPgjDpIkgMn
73	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	15	67	60	1272970	2MOq63fxuFLYQM3CsDcFs1
74	spotify:track:6jcGoHrqfRW6fI2I6xtwBQ	MC Marks	Deus é por nós	WM Brazil	14	43	24	1233204	6jcGoHrqfRW6fI2I6xtwBQ
75	spotify:track:2enk2whIgJyoe0O9HRQZJV	Avine Vinny, Jorge	Seu Beijo Joga Sujo	Sony Music Entertainment	75	80	5	1225250	2enk2whIgJyoe0O9HRQZJV
76	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	2	72	56	1221138	3PfIrDoz19wz7qK7tYeu62
77	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	64	75	6	1207837	1ere9b9vDw2N3m9d4uiXxa
78	spotify:track:4koUrXFuoId1b6wrMF3laS	Mc Dricka	E Nós Tem um Charme Que É da Hora	Novo Império	56	96	19	1204250	4koUrXFuoId1b6wrMF3laS
79	spotify:track:5TU6HG6Ltm7ZYr3r5dZjsA	Zé Vaqueiro	Eu Tenho Medo	Sony Music Entertainment	79	88	5	1167595	5TU6HG6Ltm7ZYr3r5dZjsA
80	spotify:track:0hDphSo7vI7gCjEPpD6gu0	GIULIA BE	se essa vida fosse um filme	WM Brazil	21	50	19	1164004	0hDphSo7vI7gCjEPpD6gu0
81	spotify:track:7pDcS0EVMJR0YwjXmHcCRg	Luísa Sonza, Mc Zaac	TOMA	Universal Music Ltda.	14	48	17	1160253	7pDcS0EVMJR0YwjXmHcCRg
82	spotify:track:74mtYZvn0rZm4EKrQwmOoX	Gusttavo Lima	Tô Torcendo - Ao Vivo	Sony Music Entertainment	47	69	3	1149995	74mtYZvn0rZm4EKrQwmOoX
83	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	6	59	35	1147814	67mqU3FeErlvWwsxnMfvQo
84	spotify:track:1Nmcs8zk7LfcvHRgLtTM5J	Orochi, Papatinho	Amor de Fim de Noite	Mainstreet Records	36	108	55	1140319	1Nmcs8zk7LfcvHRgLtTM5J
85	spotify:track:54bFM56PmE4YLRnqpW6Tha	Billie Eilish	Therefore I Am	Darkroom/Interscope Records	60	60	2	1133212	54bFM56PmE4YLRnqpW6Tha
86	spotify:track:3tjFYV6RSFtuktYl3ZtYcq	24kGoldn, iann dior	Mood (feat. iann dior)	Records/Columbia	73	79	12	1119368	3tjFYV6RSFtuktYl3ZtYcq
87	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	2	78	36	1117954	2WlZuBDgLfT7Kc0admhFdg
88	spotify:track:566AZpR4FJErkhS3CmuaWu	DJ Matt D, MC Leozinho ZS, MC Vinny, Menor MC, MC Julio D.E.R., MC Lemos, Mc Dricka, Mc Livinho, Mc Diouro	Set 2.0: Homenagem aos Relíquias	GREE CASSUA	86	86	4	1098096	566AZpR4FJErkhS3CmuaWu
89	spotify:track:5PNvgiKSwMdjBsDsgFCFLX	Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion	Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix	Spinnin' Deep	21	81	34	1093978	5PNvgiKSwMdjBsDsgFCFLX
90	spotify:track:3QH8rQGNFX8VLbCgZ7uPTS	BTS	Fly To My Room	BIGHIT MUSIC	90	-1	1	1081105	3QH8rQGNFX8VLbCgZ7uPTS
91	spotify:track:6Teco2qa7OBfa7mjaMYSbO	Os Barões Da Pisadinha, Thiago Brava	Casa de Praia - Ao Vivo	Sony Music Entertainment	66	71	13	1080058	6Teco2qa7OBfa7mjaMYSbO
92	spotify:track:0GTPmh5G40joBg93vcSQNq	Alok, Ilkay Sencan, Tove Lo	Don't Say Goodbye (feat. Tove Lo)	Columbia/B1 Recordings	87	89	7	1070826	0GTPmh5G40joBg93vcSQNq
93	spotify:track:5NeBu4oKweDXIjhvYqtbLo	Tierry, Marília Mendonça	Hackearam-Me	WorkShow	93	-1	1	1067574	5NeBu4oKweDXIjhvYqtbLo
94	spotify:track:5aayWOEE7u7bxZ3r7dwIrX	IZA	Meu talismã	WM Brazil	94	109	61	1053744	5aayWOEE7u7bxZ3r7dwIrX
95	spotify:track:6Q9NH5cNBY58nJkp5Jbs9j	Manu Gavassi, Gloria Groove	Deve ser horrível dormir sem mim	Universal Music Ltda.	2	82	14	1040688	6Q9NH5cNBY58nJkp5Jbs9j
96	spotify:track:6NM06xgqxQ0HU5lxbt2JHi	Gusttavo Lima	Saudade Sua	Sony Music Entertainment	3	84	28	1040348	6NM06xgqxQ0HU5lxbt2JHi
97	spotify:track:1fWITNjgwmKEonjikQUaa1	MC Kevinho	Avançada	WM Brazil	71	87	15	1026439	1fWITNjgwmKEonjikQUaa1
98	spotify:track:0n2moJpAEWHwaPYYjkzMDl	BTS	Blue & Grey	BIGHIT MUSIC	98	-1	1	1023442	0n2moJpAEWHwaPYYjkzMDl
99	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	18	70	32	1020662	0SJtvFn4vqgJPscSbEPaql
100	spotify:track:5f5tMrP3ZZbNtiLIHKOQLS	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	11	85	39	1018339	5f5tMrP3ZZbNtiLIHKOQLS
101	spotify:track:3oe0vGmQxem3DcarYMuzu1	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	15	100	52	1006021	3oe0vGmQxem3DcarYMuzu1
102	spotify:track:7hxHWCCAIIxFLCzvDgnQHX	Internet Money, Gunna, Don Toliver, NAV	Lemonade (feat. Gunna, Don Toliver & NAV)	Internet Money Records/ TenThousand Projects	72	91	10	1000868	7hxHWCCAIIxFLCzvDgnQHX
103	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	5	92	36	999861	60wF0XnX7A0jVpDNA5v8vi
104	spotify:track:3S2iI46NmKyZsoxs2NByIP	Tarcísio do Acordeon, Vitor Fernandes	Nêga	Sua Música	104	126	6	996637	3S2iI46NmKyZsoxs2NByIP
105	spotify:track:767WBxhrD8kRfJ4cYZQO9G	Wesley Safadão	Confidencial	Som Livre	100	103	4	987123	767WBxhrD8kRfJ4cYZQO9G
106	spotify:track:2FVpOsjT1iquZ3SpCjZ9Ne	BTS	Telepathy	BIGHIT MUSIC	106	-1	1	980973	2FVpOsjT1iquZ3SpCjZ9Ne
107	spotify:track:4VfG3ntsNSyNr7lPZZyvTE	Gusttavo Lima	Tudo que Eu Queria - Ao Vivo	Sony Music Entertainment	34	97	5	974850	4VfG3ntsNSyNr7lPZZyvTE
108	spotify:track:25gD4PQjxCLnwIY2n23aEl	Vitão, Luísa Sonza	Flores	Universal Music Ltda.	2	93	24	969685	25gD4PQjxCLnwIY2n23aEl
109	spotify:track:5yaXBGNko8lmFSOvKWo99j	Matheus & Kauan	Então Toma - Ao Vivo	Universal Music Ltda.	41	98	33	963912	5yaXBGNko8lmFSOvKWo99j
110	spotify:track:6wDzwmywQ2X8O0FN1IQGol	Os Barões Da Pisadinha	Cabeça Voando	Sony Music Entertainment	78	101	24	960600	6wDzwmywQ2X8O0FN1IQGol
111	spotify:track:48CAeajgzcGJaVUSsXd7h0	Guilherme & Benuto, Israel & Rodolffo	Declaração pro Bar - Ao Vivo	Sony Music Entertainment	51	99	41	939897	48CAeajgzcGJaVUSsXd7h0
112	spotify:track:2cV8V9eV79HWJHD4jNQHqq	Leo Santana, MC Rogerinho, MC Kevinho	Só Você	Universal Music Ltda.	78	104	11	927141	2cV8V9eV79HWJHD4jNQHqq
113	spotify:track:54DmTIv86D3sYdiawjULQ0	BTS	Dis-ease	BIGHIT MUSIC	113	-1	1	926778	54DmTIv86D3sYdiawjULQ0
114	spotify:track:3bUDPTCStUeLcUgXgvepQh	GIULIA BE, Luan Santana	inesquecível	WM Brazil	95	105	7	921492	3bUDPTCStUeLcUgXgvepQh
115	spotify:track:07c9lzwx1IIm101PnB4BZu	MC Levin, Caverinha	É Só Botada	Master Gold	115	141	2	919154	07c9lzwx1IIm101PnB4BZu
116	spotify:track:5J4tK2FbXQEeC0AsfFgwpz	Yasmin Santos	Cuidado Que Eu Te Supero	Sony Music Entertainment	76	114	15	917020	5J4tK2FbXQEeC0AsfFgwpz
117	spotify:track:08LiZsFrLkWYtd20jeqWLh	Nandx710, Choji, David Gomes	Meu Lado da História	Nandx710	81	94	6	916134	08LiZsFrLkWYtd20jeqWLh
118	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	107	67	915958	3GmJxfnUDrIs1iCfKUELFz
119	spotify:track:62tcTmWpOcqFfZNWrheU1T	MC Mari, MC WS	Senta Concentrada (feat. MC WS)	Essa é Hit	108	115	4	910986	62tcTmWpOcqFfZNWrheU1T
120	spotify:track:3ndCsZfq8OVwwkz9mmZvUz	BTS	Stay	BIGHIT MUSIC	120	-1	1	910847	3ndCsZfq8OVwwkz9mmZvUz
121	spotify:track:4c9Py6O1NeuYKbJ8Ok7mTl	Alok, Vintage Culture, FAULHABER	Party On My Own	CONTROVERSIA	78	83	13	909906	4c9Py6O1NeuYKbJ8Ok7mTl
122	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	9	68	42	907839	7Ac3BmqTQoLdAt7HtZyfgN
123	spotify:track:0GrEqRHf5FioT1hOB8PBxZ	Marília Mendonça	Vira Homem	Som Livre	28	106	30	907084	0GrEqRHf5FioT1hOB8PBxZ
124	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	102	63	891510	1rgnBhdG2JDFTbYkYRZAku
125	spotify:track:1JHvLQWHUoYuapwQikeDuD	Jonas Esticado, Gusttavo Lima	Ele Não Tem	Som Livre	125	134	3	889181	1JHvLQWHUoYuapwQikeDuD
126	spotify:track:0C1cJj3ZNCS75sojrcMhZV	MC Ryan SP, Mc Kevin, Mc IG, MC Rick, Mc Brisola, Mc Davi, Dfideliz, Mc Dricka, Mc Vk, Mc Brinquedo, MC Paulin da Capital	Revoada do Tubarão	GR6 Music	105	113	8	877875	0C1cJj3ZNCS75sojrcMhZV
127	spotify:track:5U28PY9MekLyCBYtLHGQpe	Melim	Meu Abrigo	Universal Music Ltda.	3	116	131	863960	5U28PY9MekLyCBYtLHGQpe
128	spotify:track:2hqRWWmbHT9CTc5a4a9NVe	Marília Mendonça, Maiara & Maraisa	Uma Vida a Mais (Listen To Your Heart)	Som Livre	81	110	12	861657	2hqRWWmbHT9CTc5a4a9NVe
129	spotify:track:16uUeKOV7m51Vlx9oUIEvE	MC WM, Niack, MC's Jhowzinho & Kadinho	Separei	WM Brazil	129	-1	2	853625	16uUeKOV7m51Vlx9oUIEvE
130	spotify:track:39d68jIHbCiFdXWI6jmALW	Os Barões Da Pisadinha	Se Namorar Fosse Bom - Ao Vivo	Sony Music Entertainment	91	119	10	845540	39d68jIHbCiFdXWI6jmALW
131	spotify:track:3MkdA6vwF0ifRl86yzTlJW	Matuê	Kenny G	Sony Music Entertainment	7	112	64	843181	3MkdA6vwF0ifRl86yzTlJW
132	spotify:track:3rfPuNpqMHQKXIPoEF5iFB	João Gustavo e Murilo, Atitude 67	Qual é a do amor (feat. Atitude 67) - Ao vivo	WM Brazil	86	140	21	838027	3rfPuNpqMHQKXIPoEF5iFB
133	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	124	53	828717	4lKuzrdZrJuCAedbIslF3A
134	spotify:track:0AGS6ZRgzobrazmCi6pYMe	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	111	28	827800	0AGS6ZRgzobrazmCi6pYMe
135	spotify:track:3tu0GkIZwwkmILoD4HemBq	Raí Saia Rodada	Bebe e Vem Me Procurar	Som Livre	41	123	76	825849	3tu0GkIZwwkmILoD4HemBq
136	spotify:track:7Gk5OrMYaMRtT2JmgJVAfk	ANAVITÓRIA, Vitor Kley	Pupila	Universal Music Ltda.	16	125	73	822148	7Gk5OrMYaMRtT2JmgJVAfk
137	spotify:track:0N2cvvlyEw5NFc00E3FB0D	Dj Guuga, Mc Pierre	Cabaré	GR6 Music	109	121	24	812362	0N2cvvlyEw5NFc00E3FB0D
138	spotify:track:4G02O6Qd846OFww8HHQamh	Xamã, Agnes Nunes, Neo Beats	Escorpião	Bagua Records	127	127	2	812320	4G02O6Qd846OFww8HHQamh
139	spotify:track:2c80HnIOPMmQQVQllQEWb5	Matuê	É Sal	Sony Music Entertainment	10	117	11	808558	2c80HnIOPMmQQVQllQEWb5
140	spotify:track:1NFRjwcyR91yN0cLRm8263	Wesley Safadão	Vai Lá	Som Livre	80	120	24	804491	1NFRjwcyR91yN0cLRm8263
141	spotify:track:4cjowWOdLUKomiRwhWpRXJ	Tierry	Hb20	Tierry	93	132	11	795472	4cjowWOdLUKomiRwhWpRXJ
