,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,1,4,4922072,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
1,2,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,2,11,4204915,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
2,3,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,3,24,3,3610848,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
3,4,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,5,17,3520339,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
4,5,spotify:track:1vG3YuKRYqPwTmNmYgqkpg,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),5,-1,1,3456221,1vG3YuKRYqPwTmNmYgqkpg,-0.6808,0.023,0.977,0.0
5,6,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,3,9,3378951,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
6,7,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,1,6,20,3254402,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
7,8,spotify:track:2qD7VoDYcrAPY0cVEfpsR5,"Anitta, Marília Mendonça",Some que ele vem atrás,WM Brazil,2,4,7,3150922,2qD7VoDYcrAPY0cVEfpsR5,0.0,0.0,1.0,0.0
8,9,spotify:track:2RMOwSvOGQyy985Vx4VSGQ,"LUDMILLA, Topo La Maskara, Walshy Fire",Verdinha,WM Brazil,9,23,2,3089766,2RMOwSvOGQyy985Vx4VSGQ,-0.1431,0.049,0.917,0.034
9,10,spotify:track:5dKesZwp6deuhEeW8F1UEi,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Hit Contagiante,Tudo Nosso Produtora,2,8,20,3060064,5dKesZwp6deuhEeW8F1UEi,-0.9337,0.105,0.847,0.048
10,11,spotify:track:14kRWkCWBYfQqILflEcpSJ,"Lexa, PEDRO SAMPAIO",Chama Ela (feat. Pedro Sampaio),Som Livre,6,7,11,2973100,14kRWkCWBYfQqILflEcpSJ,-0.8593,0.038,0.962,0.0
11,12,spotify:track:72xB2J9ZeBl0Rzxq2XmzdY,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,2,10,58,2961537,72xB2J9ZeBl0Rzxq2XmzdY,0.0,0.0,1.0,0.0
12,13,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,9,29,2692244,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
13,14,spotify:track:1U3tv41tFRgOfbytpuYQrR,Zé Neto & Cristiano,Ferida Curada,Som Livre,6,11,21,2548567,1U3tv41tFRgOfbytpuYQrR,0.9682,0.0,0.91,0.09
14,15,spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Pk, PK Delas",Quando a vontade bater (Participação especial de PK Delas),WM Brazil,8,18,39,2506246,26WpOBpHiIMoBuMEIwtOCH,0.0,0.0,1.0,0.0
15,16,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn,"Matheus & Kauan, Jorge & Mateus",Quarta Cadeira - Ao Vivo,Universal Music Ltda.,10,17,38,2437737,5q0NlM6Pm8Pp3orq7zGiRn,0.0,0.0,1.0,0.0
16,17,spotify:track:4RC2nzqaQygxoVQOVv3XlT,"Leo Santana, Anitta",Contatinho - Ao Vivo,Universal Music Ltda.,6,13,14,2424414,4RC2nzqaQygxoVQOVv3XlT,0.8692,0.014,0.958,0.028
17,18,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,16,16,16,2403138,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
18,19,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,15,15,10,2402637,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
19,20,spotify:track:7HLU2aJTAQfSIgJ2dMASsP,"Mc Poze do Rodo, Dj Gabriel do Borel",To Voando Alto,Mc Poze do Rodo,20,21,3,2394712,7HLU2aJTAQfSIgJ2dMASsP,0.0,0.0,1.0,0.0
20,21,spotify:track:4k20Ie47EcWtS4wMBn8w8S,"LUDMILLA, Leo Santana",Invocada (Participação especial de Léo Santana) - Ao vivo,WM Brazil,11,12,20,2359421,4k20Ie47EcWtS4wMBn8w8S,0.0,0.0,1.0,0.0
21,22,spotify:track:6V43u5SCjkfMpxMAXRPifr,"MC JottaPê, DJ RD, MC M10",Sentou e Gostou,KondZilla,3,19,21,2356822,6V43u5SCjkfMpxMAXRPifr,0.9935,0.0,0.838,0.162
22,23,spotify:track:159ntSAEWJ9zIMOSXmQ530,Luan Santana,choque térmico - ao vivo,Som Livre,14,14,16,2334317,159ntSAEWJ9zIMOSXmQ530,0.8402,0.0,0.97,0.03
23,24,spotify:track:3MkdA6vwF0ifRl86yzTlJW,Matuê,Kenny G,Sony Music Entertainment,7,20,14,2243245,3MkdA6vwF0ifRl86yzTlJW,0.8732,0.048,0.888,0.064
24,25,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,32,52,2187904,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
25,26,spotify:track:7yYsyXQa2JgbyL9fkEiUNt,Pabllo Vittar,Amor de Que,Sony Music Entertainment,20,40,6,2154749,7yYsyXQa2JgbyL9fkEiUNt,0.995,0.032,0.792,0.176
26,27,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),27,31,13,2128209,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
27,28,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,23,28,6,2118425,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
28,29,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,29,56,2,2101872,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
29,30,spotify:track:31yFXM26dazFnWI2eoOM5R,"MC G15, Mc Livinho",Ela Vem,GR6 Music,21,26,25,2093647,31yFXM26dazFnWI2eoOM5R,-0.8299,0.032,0.968,0.0
30,31,spotify:track:5gvrBqNFFEWcxYPt3mamvJ,Luan Santana,quando a bad bater - ao vivo,Som Livre,1,22,24,2078723,5gvrBqNFFEWcxYPt3mamvJ,-0.9738,0.123,0.823,0.054
31,32,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,16,27,30,2037890,5fY9bVl1Wj4PIM3wnduWop,0.0,0.0,1.0,0.0
32,33,spotify:track:5MArTXEVyKBwoodjdy04fk,"Zé Felipe, Gusttavo Lima",Tiro Certo - Ao Vivo,Som Livre,24,25,26,2018090,5MArTXEVyKBwoodjdy04fk,0.9081,0.0,0.954,0.046
33,34,spotify:track:0CgMeXQiNYJxPVQ2EMJxdL,"Mc Livinho, Mc Pedrinho",Se Prepara 2,GR6 Music,34,63,8,1956301,0CgMeXQiNYJxPVQ2EMJxdL,0.0,0.0,1.0,0.0
34,35,spotify:track:4E6RdcCWMiHTu7zy1VTNDo,Marília Mendonça,Todo Mundo Vai Sofrer - Ao Vivo,Som Livre,1,35,30,1951980,4E6RdcCWMiHTu7zy1VTNDo,0.0,0.0,1.0,0.0
