,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Bola Rebola,Universal Music Ltda.,1,1,2,4499149,1OUPXna2MCgAt3VNmXJBtg,-0.8164,0.041,0.934,0.025
1,2,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,2,8,4008593,7FiIQXpIeLo3ITfGGpb8PB,0.5837,0.0,0.987,0.013
2,3,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,3,6,13,3525959,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
3,4,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,4,24,3455150,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
4,5,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,7,17,3407649,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
5,6,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,9,20,3052268,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
6,7,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,5,12,3048112,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
7,8,spotify:track:7G2XZhDNHo7SSDWSVxC0UT,"Anitta, MC Kevinho",Terremoto,WM Brazil,1,8,5,3024316,7G2XZhDNHo7SSDWSVxC0UT,-0.995,0.139,0.854,0.007
8,9,spotify:track:7wMAgaPiKzTNxpDWu2BPfk,Gabriel Diniz,Jenifer,Universal Music Ltda.,1,12,18,2948273,7wMAgaPiKzTNxpDWu2BPfk,-0.914,0.065,0.935,0.0
9,10,spotify:track:3Hb9kUdm4yf839Fle4RIdT,"MC L da Vinte, MC Gury",Parado no Bailão,Funk Explode,1,11,23,2907899,3Hb9kUdm4yf839Fle4RIdT,-0.9868,0.204,0.725,0.071
10,11,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,3,23,2833661,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
11,12,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,10,38,2800548,2qkNnJvQvhLiZ63X1L3eFz,0.8402,0.0,0.962,0.038
12,13,spotify:track:2caDAj0O4uD8OlJ8bap9nz,"LUDMILLA, Anitta",Favela chegou - Ao vivo,WM Brazil,13,150,2,2660389,2caDAj0O4uD8OlJ8bap9nz,0.0,0.0,1.0,0.0
13,14,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,12,17,25,2394817,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
14,15,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,14,17,2391665,0XEJ7eph2IWFYZc73Jm3n2,0.9517,0.0,0.924,0.076
15,16,spotify:track:2mJOngYlqgfdLMBSxPcJL3,"Jerry Smith, Wesley Safadão",Quem Tem o Dom,Start Music,16,16,6,2380644,2mJOngYlqgfdLMBSxPcJL3,-0.6667,0.053,0.906,0.041
16,17,spotify:track:7rLegaz7zKB6EtDNzcslKE,"MC Kevin o Chris, DENNIS",Medley da Gaiola - DENNIS Remix,Sony Music Entertainment,4,18,27,2298126,7rLegaz7zKB6EtDNzcslKE,-0.6458,0.012,0.988,0.0
17,18,spotify:track:2X8sssaxS5GReg6945B6RW,Wesley Safadão,Só Pra Castigar,Som Livre,4,19,25,2131843,2X8sssaxS5GReg6945B6RW,0.0,0.0,1.0,0.0
18,19,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,19,23,13,2096978,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
19,20,spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,Universal Music Ltda.,13,13,33,1999779,1qCLx3nX25NuhfPjM5E1qV,0.4939,0.0,0.985,0.015
20,21,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,17,21,19,1994687,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
21,22,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,22,32,2,1979004,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
22,23,spotify:track:5Wmg5LPPJnbMsKA9fthM3l,"Simone & Simaria, LUDMILLA",Qualidade De Vida - Ao Vivo,Universal Music Ltda.,8,15,8,1946571,5Wmg5LPPJnbMsKA9fthM3l,0.0,0.0,1.0,0.0
23,24,spotify:track:0kCqaybZgYcLYxzZymmBoc,Henrique & Juliano,"Quem Pegou, Pegou - Ao Vivo",Virgin Music Label And Artist Services (S&D),7,26,28,1928869,0kCqaybZgYcLYxzZymmBoc,0.9911,0.016,0.833,0.151
24,25,spotify:track:7D5F5BzIon5zhzQrOU2pdN,Marília Mendonça,Ciumeira - Ao Vivo,Som Livre,1,22,28,1904920,7D5F5BzIon5zhzQrOU2pdN,0.4215,0.008,0.977,0.015
25,26,spotify:track:7LPR6AdkOQR9WpEixCGNCk,"Lexa, MC Lan",Sapequinha,Som Livre,12,31,27,1880150,7LPR6AdkOQR9WpEixCGNCk,-0.7746,0.022,0.978,0.0
26,27,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,23,27,20,1854039,3mNmUjoDHYDYj08IaRPtg0,0.8541,0.0,0.967,0.033
27,28,spotify:track:6HtVFR6WAeJRgYtleNcEE8,Lexa,Só Depois do Carnaval,Som Livre,28,29,5,1842629,6HtVFR6WAeJRgYtleNcEE8,-0.6458,0.018,0.982,0.0
28,29,spotify:track:3o67Yt3Ua1qlSNV22zWUAn,"Maiara & Maraisa, Zé Neto & Cristiano",Traí Sim - Ao Vivo,Som Livre,18,25,14,1813201,3o67Yt3Ua1qlSNV22zWUAn,0.0,0.0,1.0,0.0
29,30,spotify:track:0EZuXcsnjEmGuRYdFdcctX,Marília Mendonça,Sem Sal - Ao Vivo,Som Livre,20,20,19,1813059,0EZuXcsnjEmGuRYdFdcctX,0.0,0.0,1.0,0.0
30,31,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,26,33,30,1664026,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
31,32,spotify:track:0PaAB17axL9hn88mHiw8g0,"Humberto & Ronaldo, Jerry Smith",Não Fala Não pra Mim,Humberto e Ronaldo,5,39,35,1628059,0PaAB17axL9hn88mHiw8g0,0.9794,0.0,0.928,0.072
