,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4u06FbRh6FvV2FQZkouzCw,Henrique & Juliano,Arranhão - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,1,7,7045673,4u06FbRh6FvV2FQZkouzCw,0.0,0.0,1.0,0.0
1,2,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,Sua Música,1,2,16,6181314,2kJRlOyrxsy7Ot3c5TZ8Q6,-0.8555,0.049,0.942,0.009
2,3,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,3,6,5,6165705,48Ll1C6qAnP2UjnopQDh4a,0.886,0.092,0.82,0.087
3,4,spotify:track:4P7IXYPAkinTdZrBF5bGWp,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,Som Livre,4,5,9,5940256,4P7IXYPAkinTdZrBF5bGWp,0.9581,0.0,0.915,0.085
4,5,spotify:track:2ookQf9qP2qiBuNFnNXyfl,John Amplificado,Chega E Senta - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,3,6,5770850,2ookQf9qP2qiBuNFnNXyfl,0.0,0.0,1.0,0.0
5,6,spotify:track:7aZusA4cWXz3Wv9e9uhavz,Matuê,Quer Voar,Sony Music Entertainment,2,4,7,5730652,7aZusA4cWXz3Wv9e9uhavz,-0.9655,0.099,0.84,0.061
6,7,spotify:track:5Yu1AOnIzC1tWRJ4U0uW7u,Zé Neto & Cristiano,Ela e Ela,Som Livre,7,8,4,5607862,5Yu1AOnIzC1tWRJ4U0uW7u,0.9953,0.016,0.78,0.204
7,8,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,8,16,9,5101070,5Z9KJZvQzH6PFmb8SNkxuk,0.9978,0.04,0.791,0.169
8,9,spotify:track:5SwyN9hzmWjBsINlif8li8,Gusttavo Lima,Ficha Limpa,Sony Music Entertainment,3,9,15,5040976,5SwyN9hzmWjBsINlif8li8,-0.9641,0.092,0.894,0.014
9,10,spotify:track:3agFBAMPiIvzfTh7a9Udm6,Gusttavo Lima,Nota de Repúdio - Ao Vivo,Sony Music Entertainment,10,13,3,4927995,3agFBAMPiIvzfTh7a9Udm6,0.89,0.0,0.958,0.042
10,11,spotify:track:50gPsfGHy5OnPauA9455DM,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,Sua Música,3,7,9,4886342,50gPsfGHy5OnPauA9455DM,0.7461,0.0,0.985,0.015
11,12,spotify:track:4PQdrXMDHDPl1RczrrlADd,Luan Santana,MORENA,Sony Music Entertainment,2,10,14,4728315,4PQdrXMDHDPl1RczrrlADd,-0.5514,0.032,0.952,0.016
12,13,spotify:track:1bWBG6IkMnDr3qvCKSvQT7,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,3,11,26,4504932,1bWBG6IkMnDr3qvCKSvQT7,0.8402,0.0,0.976,0.024
13,14,spotify:track:0FqVtQxRD3HsPltldG5v5M,João Gomes,Aquelas Coisas,Sua Música,3,12,15,4113765,0FqVtQxRD3HsPltldG5v5M,-0.8604,0.039,0.961,0.0
14,15,spotify:track:5F2xRvRFkxDvqdFtUNAEyw,"João Gomes, Vitor Fernandes",Se For Amor,Sua Música,4,17,13,3887297,5F2xRvRFkxDvqdFtUNAEyw,0.9977,0.012,0.768,0.22
15,16,spotify:track:2R9IrE42Mw4zdUXAEFNiZL,"Zé Felipe, Os Barões Da Pisadinha",Senta Danada,Som Livre,14,15,10,3776075,2R9IrE42Mw4zdUXAEFNiZL,0.802,0.014,0.945,0.04
