,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,1,1,5,4668124,2x8TNY9KwNvD19gVGs4WOP,0.7998,0.0,0.975,0.025
1,2,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,1,2,25,3436758,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
2,3,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,3,3,4,3196888,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
3,4,spotify:track:2H8ETIUEoN9YMf56X66bxd,"Anitta, LUDMILLA, Snoop Dogg, Papatinho",Onda diferente (feat. Papatinho),WM Brazil,4,4,2,2975277,2H8ETIUEoN9YMf56X66bxd,-0.31,0.086,0.827,0.087
4,5,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,5,9,31,2712698,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
5,6,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,6,8,24,2700988,5pRGXCDY0eT6R1QicAn7Uk,0.0,0.0,1.0,0.0
6,7,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,6,18,2560126,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
7,8,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,7,30,2528718,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
8,9,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,9,11,8,2513382,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
9,10,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Bola Rebola,Universal Music Ltda.,1,5,8,2505138,1OUPXna2MCgAt3VNmXJBtg,-0.8164,0.041,0.934,0.025
10,11,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,10,19,2377798,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
11,12,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,12,26,2301383,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
12,13,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,14,14,2207506,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
13,14,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,13,14,2134772,7FiIQXpIeLo3ITfGGpb8PB,0.5837,0.0,0.987,0.013
14,15,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,15,16,36,2128464,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
15,16,spotify:track:6PqUdUGS4h5aGY7YyEGXr8,"Alok, Felix Jaehn, The Vamps",All The Lies,Spinnin' Records,14,15,5,2069113,6PqUdUGS4h5aGY7YyEGXr8,0.9848,0.087,0.76,0.154
16,17,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,19,23,1959802,0XEJ7eph2IWFYZc73Jm3n2,0.9517,0.0,0.924,0.076
17,18,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,22,44,1935326,2qkNnJvQvhLiZ63X1L3eFz,0.8402,0.0,0.962,0.038
18,19,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,17,23,1891078,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
19,20,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,3,18,19,1818136,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
20,21,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,21,31,26,1772099,3mNmUjoDHYDYj08IaRPtg0,0.8541,0.0,0.967,0.033
21,22,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,21,29,1769414,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
22,23,spotify:track:5mFn4teAi2HMi7kRHliyFL,"Bruno & Marrone, Jorge & Mateus",Surto De Amor - Ao Vivo Em Uberlândia / 2018,Universal Music Ltda.,23,66,5,1705934,5mFn4teAi2HMi7kRHliyFL,0.9682,0.0,0.919,0.081
23,24,spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,Universal Music Ltda.,13,25,39,1678504,1qCLx3nX25NuhfPjM5E1qV,0.4939,0.0,0.985,0.015
