,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,5,6,8170892,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
1,2,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,1,1,7,7024305,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
2,3,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,2,18,5840919,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
3,4,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,4,22,5789493,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
4,5,spotify:track:27X3qzgB0Show6qfw5wNOK,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,3,10,5551612,27X3qzgB0Show6qfw5wNOK,-0.7622,0.022,0.978,0.0
5,6,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,5,6,16,5080871,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
6,7,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,4,8,29,4048710,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
7,8,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,6,7,13,4001571,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
8,9,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,4,10,18,3927504,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
9,10,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,9,15,3873307,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
