,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Bola Rebola,Universal Music Ltda.,1,1,3,3452800,1OUPXna2MCgAt3VNmXJBtg,-0.8164,0.041,0.934,0.025
1,2,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,2,9,2920354,7FiIQXpIeLo3ITfGGpb8PB,0.5837,0.0,0.987,0.013
2,3,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,4,25,2802215,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
3,4,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,11,24,2732765,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
4,5,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,7,13,2703172,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
5,6,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,6,21,2440010,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
6,7,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,3,3,14,2431646,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
7,8,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,5,18,2272660,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
8,9,spotify:track:7G2XZhDNHo7SSDWSVxC0UT,"Anitta, MC Kevinho",Terremoto,WM Brazil,1,8,6,2185637,7G2XZhDNHo7SSDWSVxC0UT,-0.995,0.139,0.854,0.007
9,10,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,10,14,26,2132612,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
10,11,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,12,39,2094969,2qkNnJvQvhLiZ63X1L3eFz,0.8402,0.0,0.962,0.038
11,12,spotify:track:2caDAj0O4uD8OlJ8bap9nz,"LUDMILLA, Anitta",Favela chegou - Ao vivo,WM Brazil,12,13,3,2045507,2caDAj0O4uD8OlJ8bap9nz,0.0,0.0,1.0,0.0
12,13,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,15,18,2009457,0XEJ7eph2IWFYZc73Jm3n2,0.9517,0.0,0.924,0.076
13,14,spotify:track:3Hb9kUdm4yf839Fle4RIdT,"MC L da Vinte, MC Gury",Parado no Bailão,Funk Explode,1,10,24,1970938,3Hb9kUdm4yf839Fle4RIdT,-0.9868,0.204,0.725,0.071
14,15,spotify:track:2mJOngYlqgfdLMBSxPcJL3,"Jerry Smith, Wesley Safadão",Quem Tem o Dom,Start Music,15,16,7,1938774,2mJOngYlqgfdLMBSxPcJL3,-0.6667,0.053,0.906,0.041
15,16,spotify:track:7wMAgaPiKzTNxpDWu2BPfk,Gabriel Diniz,Jenifer,Universal Music Ltda.,1,9,19,1917420,7wMAgaPiKzTNxpDWu2BPfk,-0.914,0.065,0.935,0.0
16,17,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,17,19,14,1892426,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
17,18,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,18,22,3,1874059,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
18,19,spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,Universal Music Ltda.,13,20,34,1867428,1qCLx3nX25NuhfPjM5E1qV,0.4939,0.0,0.985,0.015
19,20,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,17,21,20,1741005,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
20,21,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,38,9,1687541,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
21,22,spotify:track:7D5F5BzIon5zhzQrOU2pdN,Marília Mendonça,Ciumeira - Ao Vivo,Som Livre,1,25,29,1662952,7D5F5BzIon5zhzQrOU2pdN,0.4215,0.008,0.977,0.015
22,23,spotify:track:2X8sssaxS5GReg6945B6RW,Wesley Safadão,Só Pra Castigar,Som Livre,4,18,26,1658346,2X8sssaxS5GReg6945B6RW,0.0,0.0,1.0,0.0
23,24,spotify:track:13Rf6RaZT13TW4xLQR3MQr,"Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter",Poesia Acústica #6: Era uma Vez,Pineapple StormTV,18,39,11,1632145,13Rf6RaZT13TW4xLQR3MQr,-0.9606,0.033,0.948,0.018
24,25,spotify:track:0EZuXcsnjEmGuRYdFdcctX,Marília Mendonça,Sem Sal - Ao Vivo,Som Livre,20,30,20,1626959,0EZuXcsnjEmGuRYdFdcctX,0.0,0.0,1.0,0.0
25,26,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,9,36,8,1614230,6ocbgoVGwYJhOv1GgI9NsF,0.9983,0.057,0.694,0.249
26,27,spotify:track:0kCqaybZgYcLYxzZymmBoc,Henrique & Juliano,"Quem Pegou, Pegou - Ao Vivo",Virgin Music Label And Artist Services (S&D),7,24,29,1566304,0kCqaybZgYcLYxzZymmBoc,0.9911,0.016,0.833,0.151
27,28,spotify:track:3o67Yt3Ua1qlSNV22zWUAn,"Maiara & Maraisa, Zé Neto & Cristiano",Traí Sim - Ao Vivo,Som Livre,18,29,15,1552614,3o67Yt3Ua1qlSNV22zWUAn,0.0,0.0,1.0,0.0
28,29,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,23,27,21,1537262,3mNmUjoDHYDYj08IaRPtg0,0.8541,0.0,0.967,0.033
29,30,spotify:track:5Wmg5LPPJnbMsKA9fthM3l,"Simone & Simaria, LUDMILLA",Qualidade De Vida - Ao Vivo,Universal Music Ltda.,8,23,9,1519101,5Wmg5LPPJnbMsKA9fthM3l,0.0,0.0,1.0,0.0
30,31,spotify:track:7rLegaz7zKB6EtDNzcslKE,"MC Kevin o Chris, DENNIS",Medley da Gaiola - DENNIS Remix,Sony Music Entertainment,4,17,28,1484968,7rLegaz7zKB6EtDNzcslKE,-0.6458,0.012,0.988,0.0
31,32,spotify:track:5MMrkwK6AgNAsgHVdC7daZ,Dilsinho,Péssimo Negócio (Ao Vivo),Sony Music Entertainment,25,34,19,1480403,5MMrkwK6AgNAsgHVdC7daZ,0.0,0.0,1.0,0.0
32,33,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,26,31,31,1480291,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
33,34,spotify:track:28SWsF1IQxfc9bP5yua35K,"Lexa, Gloria Groove",Provocar,Som Livre,34,60,16,1404532,28SWsF1IQxfc9bP5yua35K,-0.2924,0.024,0.963,0.013
34,35,spotify:track:7LPR6AdkOQR9WpEixCGNCk,"Lexa, MC Lan",Sapequinha,Som Livre,12,26,28,1395753,7LPR6AdkOQR9WpEixCGNCk,-0.7746,0.022,0.978,0.0
35,36,spotify:track:4SBQSroThFQ98U29IwnJ2g,Gloria Groove,Coisa Boa,SB MUSIC,36,47,9,1355328,4SBQSroThFQ98U29IwnJ2g,-0.7599,0.021,0.979,0.0
36,37,spotify:track:5U28PY9MekLyCBYtLHGQpe,Melim,Meu Abrigo,Universal Music Ltda.,3,44,42,1312818,5U28PY9MekLyCBYtLHGQpe,0.9022,0.04,0.886,0.074
37,38,spotify:track:6HtVFR6WAeJRgYtleNcEE8,Lexa,Só Depois do Carnaval,Som Livre,28,28,6,1309569,6HtVFR6WAeJRgYtleNcEE8,-0.6458,0.018,0.982,0.0
38,39,spotify:track:0H8CBal2Dcu5Yc001VotZN,IZA,Dona de mim,WM Brazil,26,40,24,1250835,0H8CBal2Dcu5Yc001VotZN,0.0,0.0,1.0,0.0
39,40,spotify:track:4HTrlT5mmxPaZZKs4JSPeI,Mc Don Juan,To Gostando Tanto de Você,GR6 Music,33,33,15,1190126,4HTrlT5mmxPaZZKs4JSPeI,0.0,0.0,1.0,0.0
40,41,spotify:track:6zdrUt0j8guhZfcSF6X2Sb,"POCAH, MC Mirella",Quer mais?,WM Brazil,34,35,18,1119454,6zdrUt0j8guhZfcSF6X2Sb,0.846,0.0,0.974,0.026
41,42,spotify:track:3IdXfXbXcbEe3LP9ClIZw8,Yasmin Santos,Pronta pra Trair,Sony Music Entertainment,42,45,3,1115092,3IdXfXbXcbEe3LP9ClIZw8,0.0,0.0,1.0,0.0
