,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4qsOrxBv09HhNSpsgMRXdC,"Marília Mendonça, Maiara & Maraisa",Esqueça-Me Se For Capaz,Som Livre,1,20,4,7655703,4qsOrxBv09HhNSpsgMRXdC,0.0,0.0,1.0,0.0
1,2,spotify:track:053zWWZDziDJd3U94x8RuP,"Marília Mendonça, Maiara & Maraisa",Todo Mundo Menos Você,Som Livre,2,47,7,6551332,053zWWZDziDJd3U94x8RuP,0.3939,0.0,0.993,0.007
2,3,spotify:track:2RGIuYTsyyHoOCqW0krvNE,"Avine Vinny, Matheus Fernandes",Coração Cachorro,Sony Music Entertainment,1,1,7,6090782,2RGIuYTsyyHoOCqW0krvNE,0.0,0.0,1.0,0.0
3,4,spotify:track:2wG1R0uDFwyobcWzVssC1J,PEDRO SAMPAIO,GALOPA,WM Brazil,4,4,8,5876323,2wG1R0uDFwyobcWzVssC1J,-0.6808,0.032,0.96,0.008
4,5,spotify:track:4u06FbRh6FvV2FQZkouzCw,Henrique & Juliano,Arranhão - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,2,14,5430109,4u06FbRh6FvV2FQZkouzCw,0.0,0.0,1.0,0.0
5,6,spotify:track:4kGdnA7FzSVsXC29LPghej,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,Som Livre,3,3,8,5127764,4kGdnA7FzSVsXC29LPghej,-0.9081,0.045,0.955,0.0
6,7,spotify:track:4fSHADbZbhpZCT9oJpxwbP,"Paulo Pires, Mc Danny, Marcynho Sensação",Ameaça,Paulo Pires,7,19,4,4848737,4fSHADbZbhpZCT9oJpxwbP,-0.8299,0.028,0.972,0.0
7,8,spotify:track:0JdkDCdrhMOaeXjIZdeBXN,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Ela me Falou Que Quer Rave,Ritmo dos Fluxos Records,8,40,2,4484365,0JdkDCdrhMOaeXjIZdeBXN,0.9837,0.067,0.825,0.107
8,9,spotify:track:0DsPj89zlY3Us7xb5cXK5h,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",Tratto Entretenimentos,4,5,6,4483830,0DsPj89zlY3Us7xb5cXK5h,-0.9913,0.103,0.883,0.015
9,10,spotify:track:7xVSNhAUQhUIpwfR6lTOwA,Marina Sena,Por Supuesto,Alá Comunicação e Cultura,10,13,3,4246690,7xVSNhAUQhUIpwfR6lTOwA,-0.8957,0.055,0.933,0.011
10,11,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,2,7,12,4118711,48Ll1C6qAnP2UjnopQDh4a,0.886,0.092,0.82,0.087
11,12,spotify:track:2jwrYBGz7osKI31v50bS7b,Felipe Amorim,Putariazinha,OnePlay,9,9,7,3836666,2jwrYBGz7osKI31v50bS7b,0.0,0.0,1.0,0.0
12,13,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,Marília Mendonça,Troca de Calçada,Som Livre,7,120,41,3807331,4AAIAVjSyiq1N7SXKkwXZe,0.0,0.0,1.0,0.0
13,14,spotify:track:3agFBAMPiIvzfTh7a9Udm6,Gusttavo Lima,Nota de Repúdio - Ao Vivo,Sony Music Entertainment,4,6,10,3644083,3agFBAMPiIvzfTh7a9Udm6,0.89,0.0,0.958,0.042
14,15,spotify:track:7pvrsbBKUQI2QmA74WCJa5,Zé Neto & Cristiano,Ela e Ela,Som Livre,3,8,11,3566035,7pvrsbBKUQI2QmA74WCJa5,0.9953,0.016,0.78,0.204
15,16,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,Sua Música,1,10,23,3508850,2kJRlOyrxsy7Ot3c5TZ8Q6,-0.8555,0.049,0.942,0.009
16,17,spotify:track:2s9BO8c0co0PmgBiUoTT17,Gloria Groove,A QUEDA,SB Music,11,12,4,3464152,2s9BO8c0co0PmgBiUoTT17,-0.6776,0.013,0.987,0.0
17,18,spotify:track:5Q0ZnQjk4lQpScX7ujswun,Henrique & Juliano,A Maior Saudade - Ao Vivo,Virgin Music Label And Artist Services (S&D),11,11,10,3373742,5Q0ZnQjk4lQpScX7ujswun,0.8402,0.0,0.968,0.032
18,19,spotify:track:7aZusA4cWXz3Wv9e9uhavz,Matuê,Quer Voar,Sony Music Entertainment,2,15,14,3350106,7aZusA4cWXz3Wv9e9uhavz,-0.9655,0.099,0.84,0.061
19,20,spotify:track:4XiFqfUXyTwOChvMLKKi0T,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",Sem Sentimento,GR6 Music,13,18,12,3346703,4XiFqfUXyTwOChvMLKKi0T,-0.3382,0.019,0.966,0.014
20,21,spotify:track:28m65cMH7QXHzFnZSTtNHY,"Marília Mendonça, Maiara & Maraisa",Não Sei o Que Lá,Som Livre,21,132,6,3316693,28m65cMH7QXHzFnZSTtNHY,0.7452,0.018,0.952,0.03
21,22,spotify:track:6WxpU2F5gwTzwYsAalI6nI,"Marília Mendonça, Maiara & Maraisa",Motel Afrodite,Som Livre,22,-1,5,3197172,6WxpU2F5gwTzwYsAalI6nI,-0.4153,0.024,0.964,0.012
22,23,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,-1,64,3032781,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
