,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,5,4,4206921,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
1,2,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,1,1,13,3917704,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
2,3,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,3,10,3891957,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
3,4,spotify:track:5gvrBqNFFEWcxYPt3mamvJ,Luan Santana,quando a bad bater - ao vivo,Som Livre,1,2,17,3714547,5gvrBqNFFEWcxYPt3mamvJ,-0.9738,0.123,0.823,0.054
4,5,spotify:track:5dKesZwp6deuhEeW8F1UEi,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Hit Contagiante,Tudo Nosso Produtora,2,4,13,3495422,5dKesZwp6deuhEeW8F1UEi,-0.9337,0.105,0.847,0.048
5,6,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,6,22,3252469,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
6,7,spotify:track:14kRWkCWBYfQqILflEcpSJ,"Lexa, PEDRO SAMPAIO",Chama Ela (feat. Pedro Sampaio),Som Livre,7,10,4,3154091,14kRWkCWBYfQqILflEcpSJ,-0.8593,0.038,0.962,0.0
7,8,spotify:track:1U3tv41tFRgOfbytpuYQrR,Zé Neto & Cristiano,Ferida Curada,Som Livre,6,9,14,3040108,1U3tv41tFRgOfbytpuYQrR,0.9682,0.0,0.91,0.09
8,9,spotify:track:4RC2nzqaQygxoVQOVv3XlT,"Leo Santana, Anitta",Contatinho - Ao Vivo,Universal Music Ltda.,6,7,7,3016124,4RC2nzqaQygxoVQOVv3XlT,0.8692,0.014,0.958,0.028
9,10,spotify:track:72xB2J9ZeBl0Rzxq2XmzdY,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,2,8,51,2999251,72xB2J9ZeBl0Rzxq2XmzdY,0.0,0.0,1.0,0.0
10,11,spotify:track:4k20Ie47EcWtS4wMBn8w8S,"LUDMILLA, Leo Santana",Invocada (Participação especial de Léo Santana) - Ao vivo,WM Brazil,11,11,13,2923209,4k20Ie47EcWtS4wMBn8w8S,0.0,0.0,1.0,0.0
