,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,1,27,5380011,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
1,2,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,2,21,4342941,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
2,3,spotify:track:1X0MaGErD8rcspqQs9s2m0,Zé Felipe,Só Tem Eu,Som Livre,3,9,6,3716461,1X0MaGErD8rcspqQs9s2m0,0.9932,0.009,0.801,0.19
3,4,spotify:track:6WXglvTFRmjlHHhgjYMNif,"MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima",Ilusão (Cracolândia),GR6 Music,4,-1,1,3687478,6WXglvTFRmjlHHhgjYMNif,-0.9749,0.032,0.968,0.0
4,5,spotify:track:187Pge0WmJNoS73kaIORSE,"Douglas & Vinicius, MC Bruninho",Figurinha - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,3,18,3570492,187Pge0WmJNoS73kaIORSE,-0.5267,0.038,0.962,0.0
5,6,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,5,5,22,3473748,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
6,7,spotify:track:59kRq8rb5uJCrSYYbGCk7o,MC Rogerinho,Só Você,MC Rogerinho,4,4,14,3459335,59kRq8rb5uJCrSYYbGCk7o,0.0,0.0,1.0,0.0
7,8,spotify:track:1nDCZBI8MaHXI2f36dnQyG,Tierry,Rita,Tierry,8,11,9,3406046,1nDCZBI8MaHXI2f36dnQyG,-0.5267,0.023,0.977,0.0
8,9,spotify:track:7J3QMuDCSv56jRSiD9jFBF,"Eric Land, Xand Avião",Cidade Inteira,Eric Land,6,6,19,3327292,7J3QMuDCSv56jRSiD9jFBF,0.9943,0.0,0.84,0.16
9,10,spotify:track:42P3wMiPfXQM93TYZotuPQ,Gusttavo Lima,De Menina pra Mulher - Ao Vivo,Sony Music Entertainment,3,8,9,3218118,42P3wMiPfXQM93TYZotuPQ,0.9581,0.0,0.943,0.057
10,11,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,11,12,12,3054402,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
11,12,spotify:track:64I6t2tuUGnIlaDIzHJ6YI,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,Som Livre,4,10,19,3011702,64I6t2tuUGnIlaDIzHJ6YI,0.9186,0.0,0.96,0.04
12,13,spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,6,13,24,2864122,4zsiMjB0794HztyqUkD3Zi,0.0,0.0,1.0,0.0
13,14,spotify:track:3dPvQLKl42dMYWV4LWRTLK,Os Barões Da Pisadinha,Tá Rocheda,Sony Music Entertainment,7,14,42,2839555,3dPvQLKl42dMYWV4LWRTLK,-0.7959,0.036,0.964,0.0
14,15,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,Niack,1,7,19,2737241,4xWzZmX4K1yyrdtRfbUvjt,0.9811,0.01,0.945,0.046
15,16,spotify:track:2QCwoYDn4DRfjs4NhW2KpO,"João Bosco e Gabriel, Humberto & Ronaldo",Alô Ex-Amor - Ao Vivo,João Bosco e Gabriel,15,15,12,2730117,2QCwoYDn4DRfjs4NhW2KpO,0.0,0.0,1.0,0.0
16,17,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,12,16,25,2722496,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
17,18,spotify:track:6juD9PQwAPvuXYIAE2gjhO,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,17,45,2464540,6juD9PQwAPvuXYIAE2gjhO,0.9798,0.0,0.907,0.093
18,19,spotify:track:12v6LfkX9YIR3uLefIAAYZ,Mc Jacaré,Comprei um Lança,Mc Jacare / Los Pantchos,5,19,21,2401251,12v6LfkX9YIR3uLefIAAYZ,-0.8807,0.041,0.959,0.0
19,20,spotify:track:7e1VoRlNumuEkXlITMHKLE,"Anitta, Myke Towers, Cardi B",Me Gusta (with Cardi B & Myke Towers),Warner Records,3,18,9,2388472,7e1VoRlNumuEkXlITMHKLE,0.9925,0.101,0.75,0.15
20,21,spotify:track:2ptHQBO7TQhEkXOeK9ST59,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Som Livre,21,21,24,2267652,2ptHQBO7TQhEkXOeK9ST59,0.0,0.0,1.0,0.0
21,22,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,8,20,25,2249126,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
22,23,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,23,24,13,2243544,1uA7fD01YlQr1Rm0oyNB4H,0.8516,0.0,0.97,0.03
23,24,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,Pineapple StormTV,3,25,19,2202694,2fmeSswdyVq4wcqhY41UHk,0.0,0.0,1.0,0.0
24,25,spotify:track:35mvY5S1H3J2QZyna3TFe0,Ariana Grande,positions,Republic Records,15,27,4,2187864,35mvY5S1H3J2QZyna3TFe0,0.9912,0.053,0.795,0.152
25,26,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,4,23,37,2186163,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
26,27,spotify:track:4KLvGldnzUZU4xdELyWBom,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,8,22,50,2170884,4KLvGldnzUZU4xdELyWBom,-0.5267,0.021,0.979,0.0
27,28,spotify:track:5ra6CI0pEzqjxPEZeBz0d7,Hungria Hip Hop,Amor e Fé - Acústico,Hungria Hip Hop,28,28,13,2156775,5ra6CI0pEzqjxPEZeBz0d7,0.9895,0.008,0.923,0.069
28,29,spotify:track:28atBekPVlTdnU4M9Z7udd,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,Malibu Studios,27,29,28,2139153,28atBekPVlTdnU4M9Z7udd,-0.8105,0.02,0.98,0.0
29,30,spotify:track:3056x1XkmICnQmji68rrft,"Murilo Huff, Henrique & Juliano",Desejando Eu (Ao Vivo),Artinvox,24,26,26,2129354,3056x1XkmICnQmji68rrft,0.0,0.0,1.0,0.0
30,31,spotify:track:2R1OgezGfBMeiAcMpJ1EkH,Zé Vaqueiro,Letícia,Sony Music Entertainment,31,37,3,2119313,2R1OgezGfBMeiAcMpJ1EkH,0.7777,0.016,0.948,0.036
31,32,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,31,21,2016104,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
32,33,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,33,-1,1,2009903,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
33,34,spotify:track:3Xuo5utyzk86BwlUHdTR2O,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),22,32,49,1970640,3Xuo5utyzk86BwlUHdTR2O,-0.5267,0.018,0.982,0.0
34,35,spotify:track:3vu864xi5Xis9VfOsJpmXu,LUDMILLA,Rainha da Favela,WM Brazil,35,-1,1,1964753,3vu864xi5Xis9VfOsJpmXu,-0.9966,0.217,0.783,0.0
35,36,spotify:track:1GWUiFYLYEapxYHnASyOud,Wesley Safadão,Não Valeu,Som Livre,28,33,27,1958853,1GWUiFYLYEapxYHnASyOud,-0.9905,0.126,0.874,0.0
36,37,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,17,30,37,1948205,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
37,38,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,34,42,1915500,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
38,39,spotify:track:4Y0gR2tYML083T6b2vhJrn,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,35,50,1805989,4Y0gR2tYML083T6b2vhJrn,-0.6808,0.023,0.977,0.0
39,40,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,40,63,2,1802018,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
40,41,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,27,36,41,1798996,6UelLqGlWMcVH1E5c4H7lY,0.9584,0.0,0.912,0.088
41,42,spotify:track:3KfyRuNdcCGsZb15sqrXDA,"Mc Talibã, MC 3L",Um Sabadão Desse Uma Lua Dessa,FW MUSIC,42,50,5,1769565,3KfyRuNdcCGsZb15sqrXDA,0.0,0.0,1.0,0.0
42,43,spotify:track:6jcGoHrqfRW6fI2I6xtwBQ,MC Marks,Deus é por nós,WM Brazil,14,40,23,1752719,6jcGoHrqfRW6fI2I6xtwBQ,-0.5267,0.01,0.99,0.0
43,44,spotify:track:7jiGFTWeO3MmMN9dpHRjUZ,"Leo Santana, Luísa Sonza",Século 21,Universal Music Ltda.,44,71,5,1728154,7jiGFTWeO3MmMN9dpHRjUZ,-0.7088,0.022,0.978,0.0
44,45,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,7,39,55,1726190,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
45,46,spotify:track:54OqGd3dmug64db0ZtOtF4,Japinha Conde,Romance Desapegado,Conde do Forró,42,42,10,1715678,54OqGd3dmug64db0ZtOtF4,0.0,0.0,1.0,0.0
46,47,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,16,41,33,1709834,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
47,48,spotify:track:7pDcS0EVMJR0YwjXmHcCRg,"Luísa Sonza, Mc Zaac",TOMA,Universal Music Ltda.,14,45,16,1628401,7pDcS0EVMJR0YwjXmHcCRg,-0.9081,0.044,0.956,0.0
48,49,spotify:track:5oI9blwsXC8AkTWw6wASY8,Matuê,Máquina do Tempo,Sony Music Entertainment,2,44,10,1624150,5oI9blwsXC8AkTWw6wASY8,0.9982,0.009,0.786,0.204
49,50,spotify:track:0hDphSo7vI7gCjEPpD6gu0,GIULIA BE,se essa vida fosse um filme,WM Brazil,21,43,18,1576387,0hDphSo7vI7gCjEPpD6gu0,-0.296,0.008,0.992,0.0
50,51,spotify:track:7benotyTvLY2vUsDKtxbiA,Gusttavo Lima,Café e Amor - Ao Vivo,Sony Music Entertainment,13,38,6,1566755,7benotyTvLY2vUsDKtxbiA,-0.9284,0.038,0.949,0.013
51,52,spotify:track:0eoMMLrWtXbLk64baeESkc,"Marcos & Belutti, Jorge & Mateus",Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,Sony Music Entertainment,44,49,10,1545864,0eoMMLrWtXbLk64baeESkc,0.6808,0.013,0.962,0.025
