,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:1vG3YuKRYqPwTmNmYgqkpg,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,1,6,6594220,1vG3YuKRYqPwTmNmYgqkpg,-0.6808,0.023,0.977,0.0
1,2,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,3,8,4801071,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
2,3,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,2,2,6,4580050,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
3,4,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,4,9,4293089,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
4,5,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,5,14,3733978,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
5,6,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,6,16,3674468,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
6,7,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),7,8,18,3663284,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
7,8,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,7,9,7,3658945,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
8,9,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,7,22,3613501,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
9,10,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,10,-1,1,3378404,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
10,11,spotify:track:2qD7VoDYcrAPY0cVEfpsR5,"Anitta, Marília Mendonça",Some que ele vem atrás,WM Brazil,2,10,12,3173013,2qD7VoDYcrAPY0cVEfpsR5,0.0,0.0,1.0,0.0
11,12,spotify:track:2RMOwSvOGQyy985Vx4VSGQ,"LUDMILLA, Topo La Maskara, Walshy Fire",Verdinha,WM Brazil,9,11,7,3002327,2RMOwSvOGQyy985Vx4VSGQ,-0.1431,0.049,0.917,0.034
12,13,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,12,12,11,2980815,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
13,14,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,9,14,21,2941921,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
14,15,spotify:track:7vZqxuOvEwRHsGVaDykzpY,Os Parazim,Porta Mala,Os Parazim,15,18,4,2792307,7vZqxuOvEwRHsGVaDykzpY,-0.296,0.004,0.996,0.0
15,16,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,1,15,25,2786137,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
16,17,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,13,34,2719558,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
17,18,spotify:track:5dKesZwp6deuhEeW8F1UEi,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Hit Contagiante,Tudo Nosso Produtora,2,17,25,2697898,5dKesZwp6deuhEeW8F1UEi,-0.9337,0.105,0.847,0.048
18,19,spotify:track:14kRWkCWBYfQqILflEcpSJ,"Lexa, PEDRO SAMPAIO",Chama Ela (feat. Pedro Sampaio),Som Livre,6,19,16,2621693,14kRWkCWBYfQqILflEcpSJ,-0.8593,0.038,0.962,0.0
19,20,spotify:track:41L3O37CECZt3N7ziG2z7l,Justin Bieber,Yummy,RBMG/Def Jam,16,16,2,2577822,41L3O37CECZt3N7ziG2z7l,0.9986,0.008,0.736,0.256
20,21,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,15,20,15,2557187,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
21,22,spotify:track:2BU6XXSG8SqiptRuj6EiLA,Gustavo Mioto,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,17,23,8,2409957,2BU6XXSG8SqiptRuj6EiLA,0.8541,0.0,0.963,0.037
22,23,spotify:track:7HLU2aJTAQfSIgJ2dMASsP,"Mc Poze do Rodo, Dj Gabriel do Borel",To Voando Alto,Mc Poze do Rodo,20,21,8,2395636,7HLU2aJTAQfSIgJ2dMASsP,0.0,0.0,1.0,0.0
23,24,spotify:track:6lK3nCiigk34SGqEjpQoqO,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,19,26,13,2381776,6lK3nCiigk34SGqEjpQoqO,0.0,0.0,1.0,0.0
24,25,spotify:track:4RC2nzqaQygxoVQOVv3XlT,"Leo Santana, Anitta",Contatinho - Ao Vivo,Universal Music Ltda.,6,25,19,2377698,4RC2nzqaQygxoVQOVv3XlT,0.8692,0.014,0.958,0.028
25,26,spotify:track:1U3tv41tFRgOfbytpuYQrR,Zé Neto & Cristiano,Ferida Curada,Som Livre,6,22,26,2347436,1U3tv41tFRgOfbytpuYQrR,0.9682,0.0,0.91,0.09
26,27,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,27,125,3,2337455,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
