,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,1,2,5189318,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
1,2,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,2,8,3809100,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
2,3,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,4,26,2919651,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
3,4,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,6,23,2835187,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
4,5,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,5,31,2816092,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
5,6,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,10,26,2806039,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
6,7,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,6,8,15,2767886,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
7,8,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,8,9,18,2757386,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
8,9,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,5,11,16,2713197,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
9,10,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,3,4,2690510,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
10,11,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,3,7,8,2577933,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
11,12,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,12,31,2552568,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
12,13,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,13,15,31,2488592,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
13,14,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,9,16,22,2417833,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
14,15,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,2,13,16,2376569,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
15,16,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,7,17,36,2126184,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
16,17,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,17,42,18,2055954,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
17,18,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,18,24,6,1947878,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
18,19,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,11,23,19,1947353,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
19,20,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,19,36,1945750,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
20,21,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,16,20,14,1935313,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
21,22,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,18,22,12,1907013,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
22,23,spotify:track:3oe0vGmQxem3DcarYMuzu1,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,15,21,32,1906595,3oe0vGmQxem3DcarYMuzu1,0.0,0.0,1.0,0.0
23,24,spotify:track:0j1tGcJJfq1nIs4i5GoHXv,Luan Santana,ASAS,LS Music,18,18,4,1861628,0j1tGcJJfq1nIs4i5GoHXv,0.9584,0.0,0.935,0.065
24,25,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,25,27,27,1745284,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
25,26,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,21,33,20,1731542,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
26,27,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,28,39,1731181,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
27,28,spotify:track:5PNvgiKSwMdjBsDsgFCFLX,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Spinnin' Deep,21,25,14,1729742,5PNvgiKSwMdjBsDsgFCFLX,0.863,0.054,0.872,0.074
28,29,spotify:track:3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,14,14,2,1687517,3vAn0qZzdyuHamcrpkfiX3,0.9938,0.016,0.85,0.134
29,30,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),26,29,30,1684429,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
30,31,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,6,30,33,1670284,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
31,32,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,9,34,46,1638076,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
32,33,spotify:track:28atBekPVlTdnU4M9Z7udd,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,Malibu Studios,30,32,9,1630887,28atBekPVlTdnU4M9Z7udd,-0.8105,0.02,0.98,0.0
33,34,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,34,51,22,1612023,6UelLqGlWMcVH1E5c4H7lY,0.9584,0.0,0.912,0.088
34,35,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,18,31,17,1592987,7eJMfftS33KTjuF7lTsMCx,0.9925,0.033,0.859,0.108
35,36,spotify:track:0GrEqRHf5FioT1hOB8PBxZ,Marília Mendonça,Vira Homem,Som Livre,28,35,10,1590479,0GrEqRHf5FioT1hOB8PBxZ,0.6808,0.009,0.954,0.037
36,37,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,6,26,17,1588600,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
37,38,spotify:track:2ptHQBO7TQhEkXOeK9ST59,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Som Livre,38,53,5,1571046,2ptHQBO7TQhEkXOeK9ST59,0.0,0.0,1.0,0.0
38,39,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,39,47,1525894,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
39,40,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,37,43,1496906,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
40,41,spotify:track:4x8XaoLvpo6kd51PZD16RK,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,41,72,5,1480552,4x8XaoLvpo6kd51PZD16RK,0.0,0.0,1.0,0.0
