,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:0qxLQ6opocOGyFnlXqJ53x,"Mc Davi, Mc Pedrinho, Mc Don Juan",Bipolar,GR6 Music,1,3,4,7334265,0qxLQ6opocOGyFnlXqJ53x,0.0,0.0,1.0,0.0
1,2,spotify:track:4wQUopWk9Ed7Ng5qpKN5qd,"Dj Guuga, DJ Ivis","Volta Bebê, Volta Neném",GR6 Music,2,2,6,6731548,4wQUopWk9Ed7Ng5qpKN5qd,0.0,0.0,1.0,0.0
2,3,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,1,15,6681762,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
3,4,spotify:track:4llr8mcoauwrHBtjGb7F9S,MC Kevin o Chris,Tipo Gin - Ao Vivo,MC Kevin o Chris,4,6,4,6264270,4llr8mcoauwrHBtjGb7F9S,0.296,0.033,0.937,0.03
4,5,spotify:track:2QLbRVzixE282JSQjBz2DG,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),GR6 Music,3,5,7,5311210,2QLbRVzixE282JSQjBz2DG,-0.9766,0.106,0.894,0.0
5,6,spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,Essaéhit,2,4,11,5214185,2Gjt4rUHBUH0rMKpBg0hF4,0.9818,0.042,0.835,0.123
6,7,spotify:track:17UfXrL7Run3GyZJW4uRjC,Jorge & Mateus,Paradigmas,Som Livre,7,7,17,4503657,17UfXrL7Run3GyZJW4uRjC,-0.4871,0.052,0.919,0.029
7,8,spotify:track:2SUPbyD77tJuOUbqbxct6l,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Sony Music Entertainment,7,9,13,4503426,2SUPbyD77tJuOUbqbxct6l,0.0,0.0,1.0,0.0
8,9,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,1,8,16,4470984,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
9,10,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,10,10,12,4304492,3HquWF2pZmWYu3WAEP9Heb,0.0,0.0,1.0,0.0
10,11,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,12,27,4043104,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
11,12,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,9,13,7,4035865,7IG7laqVpcvIIULrwWP5SA,-0.5267,0.03,0.952,0.018
12,13,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,11,31,3998232,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
13,14,spotify:track:3lJ8BcGM1ROQ1ufneU3Qya,Th CDM,Preta do Cabelo Cacheado,PHproduções,14,15,9,3663956,3lJ8BcGM1ROQ1ufneU3Qya,0.0,0.0,1.0,0.0
14,15,spotify:track:5R9KPXQVeyqsHZoPLMgfNy,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,15,16,8,3541944,5R9KPXQVeyqsHZoPLMgfNy,0.8402,0.0,0.976,0.024
15,16,spotify:track:1HoapWs5KcMzs8QYdgg9Kt,"Xand Avião, DJ Ivis, Mc Danny",Não Pode Se Apaixonar,Som Livre,11,14,12,3429970,1HoapWs5KcMzs8QYdgg9Kt,0.3313,0.021,0.964,0.015
16,17,spotify:track:40zJaB3z53PGaxIkYyieBP,"Israel & Rodolffo, MC Matheuzinho",Só de Sacanagem - Ao Vivo,Som Livre,17,17,16,3189560,40zJaB3z53PGaxIkYyieBP,0.9274,0.029,0.864,0.106
17,18,spotify:track:5glMxRMRHGBRj6bydBjoPM,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,WM Brazil,13,21,16,3091265,5glMxRMRHGBRj6bydBjoPM,-0.765,0.025,0.967,0.008
