,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:5gvrBqNFFEWcxYPt3mamvJ,Luan Santana,quando a bad bater - ao vivo,Som Livre,1,1,11,4179172,5gvrBqNFFEWcxYPt3mamvJ,-0.9738,0.123,0.823,0.054
1,2,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,2,4,4,3744027,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
2,3,spotify:track:6V43u5SCjkfMpxMAXRPifr,"MC JottaPê, DJ RD, MC M10",Sentou e Gostou,KondZilla,3,6,10,3544572,6V43u5SCjkfMpxMAXRPifr,0.9935,0.0,0.838,0.162
3,4,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,2,16,3515673,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
4,5,spotify:track:72xB2J9ZeBl0Rzxq2XmzdY,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,2,3,45,3453256,72xB2J9ZeBl0Rzxq2XmzdY,0.0,0.0,1.0,0.0
5,6,spotify:track:5dKesZwp6deuhEeW8F1UEi,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Hit Contagiante,Tudo Nosso Produtora,4,5,7,3238826,5dKesZwp6deuhEeW8F1UEi,-0.9337,0.105,0.847,0.048
6,7,spotify:track:1U3tv41tFRgOfbytpuYQrR,Zé Neto & Cristiano,Ferida Curada,Som Livre,7,7,8,3146201,1U3tv41tFRgOfbytpuYQrR,0.9682,0.0,0.91,0.09
7,8,spotify:track:4E6RdcCWMiHTu7zy1VTNDo,Marília Mendonça,Todo Mundo Vai Sofrer - Ao Vivo,Som Livre,1,9,17,2890933,4E6RdcCWMiHTu7zy1VTNDo,0.0,0.0,1.0,0.0
8,9,spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Pk, PK Delas",Quando a vontade bater (Participação especial de PK Delas),WM Brazil,8,10,26,2853749,26WpOBpHiIMoBuMEIwtOCH,0.0,0.0,1.0,0.0
9,10,spotify:track:3MkdA6vwF0ifRl86yzTlJW,Matuê,Kenny G,Sony Music Entertainment,10,-1,1,2717628,3MkdA6vwF0ifRl86yzTlJW,0.8732,0.048,0.888,0.064
10,11,spotify:track:4mkagJJ8AM1hzeyrgAJc3x,MC Doni,Te Amo Sem Compromisso,BMG Rights Management (US) LLC,8,8,4,2696271,4mkagJJ8AM1hzeyrgAJc3x,0.8738,0.0,0.961,0.039
11,12,spotify:track:1nqaSoiLuqevDes4S18sO7,Gusttavo Lima,Milu,Gusttavo Lima,8,12,11,2660944,1nqaSoiLuqevDes4S18sO7,0.7783,0.063,0.86,0.077
12,13,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn,"Matheus & Kauan, Jorge & Mateus",Quarta Cadeira - Ao Vivo,Universal Music Ltda.,11,11,25,2642587,5q0NlM6Pm8Pp3orq7zGiRn,0.0,0.0,1.0,0.0
13,14,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,14,15,7,2488593,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
14,15,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,6,13,57,2404052,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
15,16,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,2,14,25,2402780,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
16,17,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,2,16,12,2372877,6v3KW9xbzN5yKLt9YKDYA2,0.9988,0.033,0.724,0.244
17,18,spotify:track:4lEw9Id7kLDSJ6KRdaenM9,Felipe Araújo,Espaçosa Demais - Ao Vivo,Universal Music Ltda.,13,19,49,2353072,4lEw9Id7kLDSJ6KRdaenM9,-0.8299,0.029,0.971,0.0
18,19,spotify:track:0WhDotK0QXigmsrlw0DxKK,"MC Kevin o Chris, Sodré",Evoluiu,ADpar,2,18,21,2233991,0WhDotK0QXigmsrlw0DxKK,-0.9001,0.056,0.929,0.015
19,20,spotify:track:51Fjme0JiitpyXKuyQiCDo,"Y2K, bbno$",Lalala,Columbia,20,29,3,2176425,51Fjme0JiitpyXKuyQiCDo,0.7481,0.099,0.775,0.126
20,21,spotify:track:2bbFhnxYjeb9jYEX2MDKLQ,MC Kevinho,Uma nora pra cada dia,WM Brazil,5,17,11,2156980,2bbFhnxYjeb9jYEX2MDKLQ,-0.5267,0.017,0.983,0.0
21,22,spotify:track:4gDvg62vG96w0qJaF6wzcd,"Diego & Victor Hugo, Zé Neto & Cristiano",A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Sony Music Entertainment,17,22,25,2087499,4gDvg62vG96w0qJaF6wzcd,0.0,0.0,1.0,0.0
22,23,spotify:track:4k20Ie47EcWtS4wMBn8w8S,"LUDMILLA, Leo Santana",Invocada (Participação especial de Léo Santana) - Ao vivo,WM Brazil,19,21,7,2070487,4k20Ie47EcWtS4wMBn8w8S,0.0,0.0,1.0,0.0
23,24,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,24,25,17,2054646,5fY9bVl1Wj4PIM3wnduWop,0.0,0.0,1.0,0.0
24,25,spotify:track:7Gk5OrMYaMRtT2JmgJVAfk,"ANAVITÓRIA, Vitor Kley",Pupila,Universal Music Ltda.,18,20,10,2040659,7Gk5OrMYaMRtT2JmgJVAfk,-0.5349,0.007,0.993,0.0
25,26,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,26,39,1997664,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
26,27,spotify:track:4jGzR5Vri06Y5T9SxM7m5P,"Xand Avião, Gusttavo Lima",Algo Mais (Amante) - Ao Vivo,Som Livre,14,23,17,1898573,4jGzR5Vri06Y5T9SxM7m5P,-0.9688,0.018,0.981,0.001
27,28,spotify:track:2KyXyTrp3kp1Fsg7B1osYD,"Yasmin Santos, Marília Mendonça","Para, Pensa e Volta - Ao Vivo",Sony Music Entertainment,24,24,11,1854568,2KyXyTrp3kp1Fsg7B1osYD,0.0,0.0,1.0,0.0
28,29,spotify:track:2YpeDb67231RjR0MgVLzsG,"Lil Nas X, Billy Ray Cyrus",Old Town Road - Remix,Columbia,11,30,22,1808964,2YpeDb67231RjR0MgVLzsG,0.7936,0.015,0.92,0.065
29,30,spotify:track:5MMrkwK6AgNAsgHVdC7daZ,Dilsinho,Péssimo Negócio (Ao Vivo),Sony Music Entertainment,18,35,45,1783061,5MMrkwK6AgNAsgHVdC7daZ,0.0,0.0,1.0,0.0
30,31,spotify:track:2qiqXQ2Suc253bR7k9AKVD,"MC Ysa, DJ 2F, DJ Anderson França, MK no Beat",Baile da Colômbia (Brega Funk) - Remix,STUDIO 22 PRODUÇÕES,27,27,6,1771381,2qiqXQ2Suc253bR7k9AKVD,-0.7959,0.03,0.97,0.0
31,32,spotify:track:33g4LmRrWddOvMLnynSktj,George Henrique & Rodrigo,Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019,Universal Music Ltda.,31,46,20,1682268,33g4LmRrWddOvMLnynSktj,0.0,0.0,1.0,0.0
32,33,spotify:track:3tU3UAasaDA9OixXGC3O33,"Mano Walter, Gustavo Mioto",Fingindo Maturidade - Ao Vivo,Som Livre,19,28,26,1681536,3tU3UAasaDA9OixXGC3O33,-0.296,0.009,0.991,0.0
33,34,spotify:track:3L2uyIJoJPjYkSETVNSPBQ,Maiara & Maraisa,Não Abro Mão - Ao Vivo,Som Livre,13,33,32,1610700,3L2uyIJoJPjYkSETVNSPBQ,0.0,0.0,1.0,0.0
34,35,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,34,40,1594659,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
35,36,spotify:track:6l1PdE7lQbodewVQh16GCM,"Projota, Vitão",Sei Lá,Universal Music Ltda.,29,31,20,1585862,6l1PdE7lQbodewVQh16GCM,0.0,0.0,1.0,0.0
36,37,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,6,36,29,1579307,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
37,38,spotify:track:5rwdmpN5eMWIIwK4R96vv1,Dynho Alves,Malemolência,GR6 Music,30,32,29,1532174,5rwdmpN5eMWIIwK4R96vv1,0.6412,0.0,0.982,0.018
38,39,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,38,35,1503311,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
39,40,spotify:track:1oQppEGTHYN53xfEaTz4ua,PEDRO SAMPAIO,VAI MENINA,WM Brazil,30,37,26,1496561,1oQppEGTHYN53xfEaTz4ua,-0.8402,0.062,0.938,0.0
40,41,spotify:track:3tA0vALUwrzkTgHcm9j6oJ,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,42,65,1461566,3tA0vALUwrzkTgHcm9j6oJ,0.8402,0.0,0.962,0.038
41,42,spotify:track:51MMC5DogGZAnHil5HQAXg,Post Malone,Circles,Republic Records,42,82,2,1456415,51MMC5DogGZAnHil5HQAXg,0.9686,0.041,0.858,0.1
42,43,spotify:track:49pu85144Xir6PgWjeyJhG,Guilherme & Benuto,Flor Que Se Cheira - Ao Vivo,Sony Music Entertainment,39,39,18,1440612,49pu85144Xir6PgWjeyJhG,-0.5707,0.035,0.965,0.0
43,44,spotify:track:01wavOnjFBNgdMWBFYIAP4,"Sorriso Maroto, Dilsinho",50 Vezes - Ao Vivo,Sony Music Entertainment,44,57,16,1432780,01wavOnjFBNgdMWBFYIAP4,0.8402,0.0,0.974,0.026
44,45,spotify:track:31yFXM26dazFnWI2eoOM5R,"MC G15, Mc Livinho",Ela Vem,GR6 Music,41,41,12,1406234,31yFXM26dazFnWI2eoOM5R,-0.8299,0.032,0.968,0.0
