,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:1vG3YuKRYqPwTmNmYgqkpg,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,1,7,6553188,1vG3YuKRYqPwTmNmYgqkpg,-0.6808,0.023,0.977,0.0
1,2,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,2,27,4,5246103,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
2,3,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,2,9,4849583,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
3,4,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,2,3,7,4461073,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
4,5,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,4,10,4127348,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
5,6,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,6,10,2,3636366,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
6,7,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),7,7,19,3613598,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
7,8,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,6,17,3602192,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
8,9,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,7,8,8,3552027,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
9,10,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,5,15,3551141,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
10,11,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,9,23,3387520,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
11,12,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,12,30,7,3327942,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
12,13,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,12,13,12,3015522,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
13,14,spotify:track:2qD7VoDYcrAPY0cVEfpsR5,"Anitta, Marília Mendonça",Some que ele vem atrás,WM Brazil,2,11,13,2922561,2qD7VoDYcrAPY0cVEfpsR5,0.0,0.0,1.0,0.0
14,15,spotify:track:2RMOwSvOGQyy985Vx4VSGQ,"LUDMILLA, Topo La Maskara, Walshy Fire",Verdinha,WM Brazil,9,12,8,2847363,2RMOwSvOGQyy985Vx4VSGQ,-0.1431,0.049,0.917,0.034
15,16,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,9,14,22,2826574,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
16,17,spotify:track:7vZqxuOvEwRHsGVaDykzpY,Os Parazim,Porta Mala,Os Parazim,15,15,5,2656572,7vZqxuOvEwRHsGVaDykzpY,-0.296,0.004,0.996,0.0
17,18,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,1,16,26,2647527,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
18,19,spotify:track:5dKesZwp6deuhEeW8F1UEi,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Hit Contagiante,Tudo Nosso Produtora,2,18,26,2572361,5dKesZwp6deuhEeW8F1UEi,-0.9337,0.105,0.847,0.048
19,20,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,17,35,2560633,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
20,21,spotify:track:14kRWkCWBYfQqILflEcpSJ,"Lexa, PEDRO SAMPAIO",Chama Ela (feat. Pedro Sampaio),Som Livre,6,19,17,2512144,14kRWkCWBYfQqILflEcpSJ,-0.8593,0.038,0.962,0.0
21,22,spotify:track:2BU6XXSG8SqiptRuj6EiLA,Gustavo Mioto,Com ou Sem Mim - Ao Vivo,Gustavo Mioto,17,22,9,2492354,2BU6XXSG8SqiptRuj6EiLA,0.8541,0.0,0.963,0.037
22,23,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,15,21,16,2483649,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
23,24,spotify:track:034Wtb0MsgU2kIT7PWdi4c,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),24,28,2,2464786,034Wtb0MsgU2kIT7PWdi4c,0.9798,0.0,0.907,0.093
24,25,spotify:track:6lK3nCiigk34SGqEjpQoqO,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,19,24,14,2345723,6lK3nCiigk34SGqEjpQoqO,0.0,0.0,1.0,0.0
25,26,spotify:track:1U3tv41tFRgOfbytpuYQrR,Zé Neto & Cristiano,Ferida Curada,Som Livre,6,26,27,2263222,1U3tv41tFRgOfbytpuYQrR,0.9682,0.0,0.91,0.09
26,27,spotify:track:4RC2nzqaQygxoVQOVv3XlT,"Leo Santana, Anitta",Contatinho - Ao Vivo,Universal Music Ltda.,6,25,20,2241757,4RC2nzqaQygxoVQOVv3XlT,0.8692,0.014,0.958,0.028
27,28,spotify:track:6e8X0VVUO6BIZMnDvICDOR,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),28,31,6,2234984,6e8X0VVUO6BIZMnDvICDOR,-0.5267,0.018,0.982,0.0
28,29,spotify:track:7HLU2aJTAQfSIgJ2dMASsP,"Mc Poze do Rodo, Dj Gabriel do Borel",To Voando Alto,Mc Poze do Rodo,20,23,9,2200182,7HLU2aJTAQfSIgJ2dMASsP,0.0,0.0,1.0,0.0
29,30,spotify:track:72xB2J9ZeBl0Rzxq2XmzdY,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,2,29,64,2131784,72xB2J9ZeBl0Rzxq2XmzdY,0.0,0.0,1.0,0.0
30,31,spotify:track:5FFpRbsH9WDYNoLauRAHpj,"MC Kevinho, Dadá Boladão, MC JottaPê",Paredão,WM Brazil,31,48,5,2041542,5FFpRbsH9WDYNoLauRAHpj,-0.9581,0.059,0.941,0.0
31,32,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn,"Matheus & Kauan, Jorge & Mateus",Quarta Cadeira - Ao Vivo,Universal Music Ltda.,10,34,44,2029216,5q0NlM6Pm8Pp3orq7zGiRn,0.0,0.0,1.0,0.0
32,33,spotify:track:5MArTXEVyKBwoodjdy04fk,"Zé Felipe, Gusttavo Lima",Tiro Certo - Ao Vivo,Som Livre,20,32,32,2028381,5MArTXEVyKBwoodjdy04fk,0.9081,0.0,0.954,0.046
33,34,spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Pk, PK Delas",Quando a vontade bater (Participação especial de PK Delas),WM Brazil,8,35,45,2028294,26WpOBpHiIMoBuMEIwtOCH,0.0,0.0,1.0,0.0
34,35,spotify:track:41L3O37CECZt3N7ziG2z7l,Justin Bieber,Yummy,RBMG/Def Jam,16,20,3,1999689,41L3O37CECZt3N7ziG2z7l,0.9986,0.008,0.736,0.256
35,36,spotify:track:4k20Ie47EcWtS4wMBn8w8S,"LUDMILLA, Leo Santana",Invocada (Participação especial de Léo Santana) - Ao vivo,WM Brazil,11,33,26,1984489,4k20Ie47EcWtS4wMBn8w8S,0.0,0.0,1.0,0.0
36,37,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,16,36,36,1961177,5fY9bVl1Wj4PIM3wnduWop,0.0,0.0,1.0,0.0
