,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4qsOrxBv09HhNSpsgMRXdC,"Marília Mendonça, Maiara & Maraisa",Esqueça-Me Se For Capaz,Som Livre,1,1,5,8006147,4qsOrxBv09HhNSpsgMRXdC,0.0,0.0,1.0,0.0
1,2,spotify:track:053zWWZDziDJd3U94x8RuP,"Marília Mendonça, Maiara & Maraisa",Todo Mundo Menos Você,Som Livre,2,2,8,6832324,053zWWZDziDJd3U94x8RuP,0.3939,0.0,0.993,0.007
2,3,spotify:track:2RGIuYTsyyHoOCqW0krvNE,"Avine Vinny, Matheus Fernandes",Coração Cachorro,Sony Music Entertainment,1,3,8,6756365,2RGIuYTsyyHoOCqW0krvNE,0.0,0.0,1.0,0.0
3,4,spotify:track:4fSHADbZbhpZCT9oJpxwbP,"Paulo Pires, Mc Danny, Marcynho Sensação",Ameaça,Paulo Pires,4,7,5,6699089,4fSHADbZbhpZCT9oJpxwbP,-0.8299,0.028,0.972,0.0
4,5,spotify:track:2wG1R0uDFwyobcWzVssC1J,PEDRO SAMPAIO,GALOPA,WM Brazil,4,4,9,6371668,2wG1R0uDFwyobcWzVssC1J,-0.6808,0.032,0.96,0.008
5,6,spotify:track:0JdkDCdrhMOaeXjIZdeBXN,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Ela me Falou Que Quer Rave,Ritmo dos Fluxos Records,6,8,3,5927253,0JdkDCdrhMOaeXjIZdeBXN,0.9837,0.067,0.825,0.107
6,7,spotify:track:4kGdnA7FzSVsXC29LPghej,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,Som Livre,3,6,9,5874552,4kGdnA7FzSVsXC29LPghej,-0.9081,0.045,0.955,0.0
7,8,spotify:track:4u06FbRh6FvV2FQZkouzCw,Henrique & Juliano,Arranhão - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,5,15,5773168,4u06FbRh6FvV2FQZkouzCw,0.0,0.0,1.0,0.0
8,9,spotify:track:0DsPj89zlY3Us7xb5cXK5h,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",Tratto Entretenimentos,4,9,7,4739201,0DsPj89zlY3Us7xb5cXK5h,-0.9913,0.103,0.883,0.015
9,10,spotify:track:3YvE7uo4ffseBoJPh8IhHp,"Marília Mendonça, Maiara & Maraisa",Presepada,Som Livre,10,28,2,4324684,3YvE7uo4ffseBoJPh8IhHp,0.0,0.017,0.972,0.011
10,11,spotify:track:7xVSNhAUQhUIpwfR6lTOwA,Marina Sena,Por Supuesto,Alá Comunicação e Cultura,10,10,4,4308161,7xVSNhAUQhUIpwfR6lTOwA,-0.8957,0.055,0.933,0.011
11,12,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,2,11,13,4242988,48Ll1C6qAnP2UjnopQDh4a,0.886,0.092,0.82,0.087
