rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	1	6	4767587	5F8ffc8KWKNawllr5WsW0r
2	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	3	15	4066848	3Uq45ipGutypFPmETfaoaH
3	spotify:track:2qD7VoDYcrAPY0cVEfpsR5	Anitta, Marília Mendonça	Some que ele vem atrás	WM Brazil	3	87	2	4053084	2qD7VoDYcrAPY0cVEfpsR5
4	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	2	12	4047123	3GmJxfnUDrIs1iCfKUELFz
5	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	2	5	15	3600154	5dKesZwp6deuhEeW8F1UEi
6	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	6	6	6	3516109	14kRWkCWBYfQqILflEcpSJ
7	spotify:track:5gvrBqNFFEWcxYPt3mamvJ	Luan Santana	quando a bad bater - ao vivo	Som Livre	1	4	19	3494270	5gvrBqNFFEWcxYPt3mamvJ
8	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	8	9	4	3373797	2PWjKmjyTZeDpmOUa3a5da
9	spotify:track:4RC2nzqaQygxoVQOVv3XlT	Leo Santana, Anitta	Contatinho - Ao Vivo	Universal Music Ltda.	6	8	9	3137987	4RC2nzqaQygxoVQOVv3XlT
10	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	7	24	3127021	6QwFUcPc5nhsqZuhXUYtV7
11	spotify:track:1U3tv41tFRgOfbytpuYQrR	Zé Neto & Cristiano	Ferida Curada	Som Livre	6	10	16	3081748	1U3tv41tFRgOfbytpuYQrR
12	spotify:track:4k20Ie47EcWtS4wMBn8w8S	LUDMILLA, Leo Santana	Invocada (Participação especial de Léo Santana) - Ao vivo	WM Brazil	11	12	15	3073849	4k20Ie47EcWtS4wMBn8w8S
13	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	11	53	2931202	72xB2J9ZeBl0Rzxq2XmzdY
14	spotify:track:6V43u5SCjkfMpxMAXRPifr	MC JottaPê, DJ RD, MC M10	Sentou e Gostou	KondZilla	3	13	16	2893457	6V43u5SCjkfMpxMAXRPifr
15	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	10	14	33	2768999	5q0NlM6Pm8Pp3orq7zGiRn
16	spotify:track:26WpOBpHiIMoBuMEIwtOCH	Pk, PK Delas	Quando a vontade bater (Participação especial de PK Delas)	WM Brazil	8	16	34	2700375	26WpOBpHiIMoBuMEIwtOCH
17	spotify:track:3MkdA6vwF0ifRl86yzTlJW	Matuê	Kenny G	Sony Music Entertainment	7	17	9	2578226	3MkdA6vwF0ifRl86yzTlJW
18	spotify:track:52vPpP2gEYaBROIS77J38P	Vitão, Anitta	Complicado	Universal Music Ltda.	13	15	5	2548580	52vPpP2gEYaBROIS77J38P
19	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	16	18	25	2410695	5fY9bVl1Wj4PIM3wnduWop
20	spotify:track:29caulxU0jxucdVIyhSJTc	Pabllo Vittar	Amor de Que	Sony Music Entertainment	20	-1	1	2291762	29caulxU0jxucdVIyhSJTc
21	spotify:track:1owErGXMkNVCgCmCjI1vRL	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	16	20	8	2251978	1owErGXMkNVCgCmCjI1vRL
22	spotify:track:6X0XdIcgwfVa9orJnDMQB0	Pabllo Vittar, Psirico	Parabéns	Sony Music Entertainment	22	42	3	2216128	6X0XdIcgwfVa9orJnDMQB0
23	spotify:track:7Gk5OrMYaMRtT2JmgJVAfk	ANAVITÓRIA, Vitor Kley	Pupila	Universal Music Ltda.	16	21	18	2188186	7Gk5OrMYaMRtT2JmgJVAfk
24	spotify:track:4jGzR5Vri06Y5T9SxM7m5P	Xand Avião, Gusttavo Lima	Algo Mais (Amante) - Ao Vivo	Som Livre	14	22	25	2143552	4jGzR5Vri06Y5T9SxM7m5P
25	spotify:track:1G60NjxeOS7veR1EXuKPaW	Gustavo Mioto	Fake News - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	24	25	27	2114245	1G60NjxeOS7veR1EXuKPaW
26	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	26	28	3	2047980	1AfNdxHdE4OLcnQUyC6j3i
27	spotify:track:4E6RdcCWMiHTu7zy1VTNDo	Marília Mendonça	Todo Mundo Vai Sofrer - Ao Vivo	Som Livre	1	23	25	2004409	4E6RdcCWMiHTu7zy1VTNDo
28	spotify:track:4lEw9Id7kLDSJ6KRdaenM9	Felipe Araújo	Espaçosa Demais - Ao Vivo	Universal Music Ltda.	13	24	57	1996131	4lEw9Id7kLDSJ6KRdaenM9
29	spotify:track:3RbXsVQr4jeTxvT35Hssq3	Marília Mendonça	Bebi Liguei - Ao Vivo	Som Livre	2	27	47	1919056	3RbXsVQr4jeTxvT35Hssq3
30	spotify:track:33g4LmRrWddOvMLnynSktj	George Henrique & Rodrigo	Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019	Universal Music Ltda.	17	26	28	1918873	33g4LmRrWddOvMLnynSktj
31	spotify:track:2kOmW169C7UV4SZDN9u0YO	Dj Guuga, Mc Livinho	Vidrado Em Você	GR6 Music	29	29	18	1858532	2kOmW169C7UV4SZDN9u0YO
32	spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg	Dua Lipa	Don't Start Now	Warner Records	32	-1	1	1837405	6WrI0LAC5M1Rw2MnX2ZvEg
33	spotify:track:31yFXM26dazFnWI2eoOM5R	MC G15, Mc Livinho	Ela Vem	GR6 Music	32	33	20	1828899	31yFXM26dazFnWI2eoOM5R
34	spotify:track:3NnW2EqJxvHYrRy3upaznl	MC Kevin o Chris, POCAH	Resenha lá em casa	WM Brazil	34	35	18	1821752	3NnW2EqJxvHYrRy3upaznl
35	spotify:track:159ntSAEWJ9zIMOSXmQ530	Luan Santana	choque térmico - ao vivo	Som Livre	31	34	11	1816037	159ntSAEWJ9zIMOSXmQ530
36	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	36	38	11	1804222	1uryupl9hqVZYurJwH4G9k
37	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	37	49	5	1748469	2MOq63fxuFLYQM3CsDcFs1
38	spotify:track:1xyVMQx51Kab6eLVtE6twx	Lauana Prado, Maiara & Maraisa	Cobaia	Universal Music Ltda.	6	32	65	1734709	1xyVMQx51Kab6eLVtE6twx
39	spotify:track:2KyXyTrp3kp1Fsg7B1osYD	Yasmin Santos, Marília Mendonça	Para, Pensa e Volta - Ao Vivo	Sony Music Entertainment	21	37	19	1731673	2KyXyTrp3kp1Fsg7B1osYD
40	spotify:track:4mkagJJ8AM1hzeyrgAJc3x	MC Doni	Te Amo Sem Compromisso	BMG Rights Management (US) LLC	8	31	12	1731586	4mkagJJ8AM1hzeyrgAJc3x
41	spotify:track:6sRLrSetyIwIKhW1eMlUNP	Matheus & Kauan, Marília Mendonça	Vou Ter Que Superar - Ao Vivo	Universal Music Ltda.	2	30	33	1708518	6sRLrSetyIwIKhW1eMlUNP
42	spotify:track:2qiqXQ2Suc253bR7k9AKVD	MC Ysa, DJ 2F, DJ Anderson França, MK no Beat	Baile da Colômbia (Brega Funk) - Remix	STUDIO 22 PRODUÇÕES	24	39	14	1696192	2qiqXQ2Suc253bR7k9AKVD
43	spotify:track:4gDvg62vG96w0qJaF6wzcd	Diego & Victor Hugo, Zé Neto & Cristiano	A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília	Sony Music Entertainment	17	36	33	1679680	4gDvg62vG96w0qJaF6wzcd
44	spotify:track:59WWulo1LM0njpIkcduCMn	Atitude 67	Tão Linda	Universal Music Ltda.	40	44	14	1666537	59WWulo1LM0njpIkcduCMn
45	spotify:track:0J6cINt02c8UQqDG7vLShY	Melim	Gelo	Universal Music Ltda.	45	48	11	1659306	0J6cINt02c8UQqDG7vLShY
46	spotify:track:6i9ToXS6CAfjpp8veBklg1	Vitão	Café	Universal Music Ltda.	38	45	35	1608760	6i9ToXS6CAfjpp8veBklg1
47	spotify:track:6v3KW9xbzN5yKLt9YKDYA2	Shawn Mendes, Camila Cabello	Señorita	Island Records	2	40	20	1604187	6v3KW9xbzN5yKLt9YKDYA2
48	spotify:track:6hrV6KYL9zM8vFAbOSxFHY	Israel & Rodolffo	Também Sei Fazer Falta - Ao Vivo	Som Livre	42	46	16	1588190	6hrV6KYL9zM8vFAbOSxFHY
