,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,1,12,7670975,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
1,2,spotify:track:4wQUopWk9Ed7Ng5qpKN5qd,"Dj Guuga, DJ Ivis","Volta Bebê, Volta Neném",GR6 Music,2,6,3,7161223,4wQUopWk9Ed7Ng5qpKN5qd,0.0,0.0,1.0,0.0
2,3,spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,Essaéhit,2,2,8,6262424,2Gjt4rUHBUH0rMKpBg0hF4,0.9818,0.042,0.835,0.123
3,4,spotify:track:2QLbRVzixE282JSQjBz2DG,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),GR6 Music,3,3,4,6010778,2QLbRVzixE282JSQjBz2DG,-0.9766,0.106,0.894,0.0
4,5,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,1,4,13,5307360,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
5,6,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,5,28,4971854,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
6,7,spotify:track:2SUPbyD77tJuOUbqbxct6l,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Sony Music Entertainment,7,8,10,4651228,2SUPbyD77tJuOUbqbxct6l,0.0,0.0,1.0,0.0
7,8,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,7,24,4594291,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
8,9,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,9,11,4,4552656,7IG7laqVpcvIIULrwWP5SA,-0.5267,0.03,0.952,0.018
9,10,spotify:track:17UfXrL7Run3GyZJW4uRjC,Jorge & Mateus,Paradigmas,Som Livre,7,9,14,4486701,17UfXrL7Run3GyZJW4uRjC,-0.4871,0.052,0.919,0.029
10,11,spotify:track:1HoapWs5KcMzs8QYdgg9Kt,"Xand Avião, DJ Ivis, Mc Danny",Não Pode Se Apaixonar,Som Livre,11,12,9,4142323,1HoapWs5KcMzs8QYdgg9Kt,0.3313,0.021,0.964,0.015
11,12,spotify:track:0e6NlGJxYlHvAN8SKxad7N,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,13,15,3626993,0e6NlGJxYlHvAN8SKxad7N,-0.7622,0.022,0.978,0.0
12,13,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,5,10,22,3596212,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
13,14,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,14,18,9,3496026,3HquWF2pZmWYu3WAEP9Heb,0.0,0.0,1.0,0.0
14,15,spotify:track:000RW47rhEkSqjgTrZx7YX,Jorge & Mateus,Lance Individual,Som Livre,4,17,24,3435653,000RW47rhEkSqjgTrZx7YX,-0.9034,0.047,0.953,0.0
15,16,spotify:track:5glMxRMRHGBRj6bydBjoPM,"PEDRO SAMPAIO, Daniel Caon, Wesley Safadão",FALA MAL DE MIM,WM Brazil,13,15,13,3254647,5glMxRMRHGBRj6bydBjoPM,-0.765,0.025,0.967,0.008
16,17,spotify:track:0DlHQxrVijRqVUfuS6PKaY,"DENNIS, Xamã, LUDMILLA",Deixa de Onda (Porra Nenhuma),Sony Music Entertainment,17,21,14,3220912,0DlHQxrVijRqVUfuS6PKaY,0.0,0.0,1.0,0.0
17,18,spotify:track:3lJ8BcGM1ROQ1ufneU3Qya,Th CDM,Preta do Cabelo Cacheado,PHproduções,18,33,6,3211279,3lJ8BcGM1ROQ1ufneU3Qya,0.0,0.0,1.0,0.0
18,19,spotify:track:1Cqg0nJOZRyvltkof8tjqA,Simone & Simaria,Foi Pá Pum,"UMG Recordings, Inc.",13,22,22,3154637,1Cqg0nJOZRyvltkof8tjqA,0.9537,0.021,0.913,0.066
19,20,spotify:track:67BtfxlNbhBmCDR2L2l8qd,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,15,25,5,3127256,67BtfxlNbhBmCDR2L2l8qd,-0.7321,0.096,0.801,0.102
20,21,spotify:track:40zJaB3z53PGaxIkYyieBP,"Israel & Rodolffo, MC Matheuzinho",Só de Sacanagem - Ao Vivo,Som Livre,21,26,13,3118735,40zJaB3z53PGaxIkYyieBP,0.9274,0.029,0.864,0.106
21,22,spotify:track:4Ls13Ag4SWnniiX4QLRltL,Vitor Fernandes,Acaso,Sua Música,13,14,12,3085070,4Ls13Ag4SWnniiX4QLRltL,0.25,0.0,0.991,0.009
22,23,spotify:track:5gTgQBtNP08fUijxpEgmzF,Matheus & Kauan,É Problema,Universal Music Ltda.,19,23,24,3011864,5gTgQBtNP08fUijxpEgmzF,-0.1591,0.015,0.971,0.013
23,24,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,Marília Mendonça,Troca de Calçada,Som Livre,7,19,13,2979448,4AAIAVjSyiq1N7SXKkwXZe,0.0,0.0,1.0,0.0
24,25,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,4,20,35,2920165,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
25,26,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,6,16,19,2843415,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
26,27,spotify:track:2pBEAodCImE4LgbKAG4bfz,"Bruno & Marrone, Wesley Safadão",Último Beijo,Worldshow Promoções e Eventos,14,24,21,2799482,2pBEAodCImE4LgbKAG4bfz,0.9517,0.0,0.941,0.059
27,28,spotify:track:5R9KPXQVeyqsHZoPLMgfNy,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,28,36,5,2740850,5R9KPXQVeyqsHZoPLMgfNy,0.8402,0.0,0.976,0.024
28,29,spotify:track:6AMTUbWihFZOwOeHxZN2Ge,Vitor Fernandes,Vou falar que não quero,Sua Música,29,30,9,2623301,6AMTUbWihFZOwOeHxZN2Ge,0.1531,0.038,0.927,0.035
29,30,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,31,21,2512156,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
30,31,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,29,25,2497604,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
31,32,spotify:track:56F3ngwk3a42aLY0o5QgBF,Gusttavo Lima,Fala Comigo - Ao Vivo,Sony Music Entertainment,23,28,12,2476326,56F3ngwk3a42aLY0o5QgBF,0.8948,0.0,0.948,0.052
32,33,spotify:track:1mQOFRDoqI34LdN79PE0vH,MC Zaquin,Ô Moça,Funk Explode Records,25,32,13,2457158,1mQOFRDoqI34LdN79PE0vH,-0.8883,0.072,0.905,0.023
33,34,spotify:track:2N2MrTCpwNQdbvlk0Kmz3c,Zé Vaqueiro,Volta Comigo BB,Sony Music Entertainment,34,42,8,2371707,2N2MrTCpwNQdbvlk0Kmz3c,0.782,0.0,0.968,0.032
34,35,spotify:track:4iJyoBOLtHqaGxP12qzhQI,"Justin Bieber, Daniel Caesar, Giveon",Peaches (feat. Daniel Caesar & Giveon),RBMG/Def Jam,33,37,6,2317407,4iJyoBOLtHqaGxP12qzhQI,0.9907,0.046,0.838,0.117
35,36,spotify:track:1JHvLQWHUoYuapwQikeDuD,"Jonas Esticado, Gusttavo Lima",Ele Não Tem,Som Livre,24,34,25,2313009,1JHvLQWHUoYuapwQikeDuD,0.9847,0.013,0.895,0.093
36,37,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,3,27,18,2254235,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
37,38,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,14,35,36,2192138,1uA7fD01YlQr1Rm0oyNB4H,0.8516,0.0,0.97,0.03
