,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2RGIuYTsyyHoOCqW0krvNE,"Avine Vinny, Matheus Fernandes",Coração Cachorro,Sony Music Entertainment,1,9,3,7722898,2RGIuYTsyyHoOCqW0krvNE,0.0,0.0,1.0,0.0
1,2,spotify:track:4u06FbRh6FvV2FQZkouzCw,Henrique & Juliano,Arranhão - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,1,10,7125314,4u06FbRh6FvV2FQZkouzCw,0.0,0.0,1.0,0.0
2,3,spotify:track:4kGdnA7FzSVsXC29LPghej,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,Som Livre,3,6,4,6127456,4kGdnA7FzSVsXC29LPghej,-0.9081,0.045,0.955,0.0
3,4,spotify:track:3agFBAMPiIvzfTh7a9Udm6,Gusttavo Lima,Nota de Repúdio - Ao Vivo,Sony Music Entertainment,4,4,6,5798591,3agFBAMPiIvzfTh7a9Udm6,0.89,0.0,0.958,0.042
4,5,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,2,2,8,5696362,48Ll1C6qAnP2UjnopQDh4a,0.886,0.092,0.82,0.087
5,6,spotify:track:7pvrsbBKUQI2QmA74WCJa5,Zé Neto & Cristiano,Ela e Ela,Som Livre,3,3,7,5622036,7pvrsbBKUQI2QmA74WCJa5,0.9953,0.016,0.78,0.204
6,7,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,Sua Música,1,5,19,5369872,2kJRlOyrxsy7Ot3c5TZ8Q6,-0.8555,0.049,0.942,0.009
7,8,spotify:track:2ixi9HWJw5lnLDmRMsiCS5,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,Som Livre,4,7,12,4928442,2ixi9HWJw5lnLDmRMsiCS5,0.9581,0.0,0.915,0.085
8,9,spotify:track:0DsPj89zlY3Us7xb5cXK5h,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",Tratto Entretenimentos,9,82,2,4724020,0DsPj89zlY3Us7xb5cXK5h,-0.9913,0.103,0.883,0.015
9,10,spotify:track:7aZusA4cWXz3Wv9e9uhavz,Matuê,Quer Voar,Sony Music Entertainment,2,8,10,4404259,7aZusA4cWXz3Wv9e9uhavz,-0.9655,0.099,0.84,0.061
10,11,spotify:track:2ookQf9qP2qiBuNFnNXyfl,John Amplificado,Chega E Senta - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,11,9,4402389,2ookQf9qP2qiBuNFnNXyfl,0.0,0.0,1.0,0.0
11,12,spotify:track:5Q0ZnQjk4lQpScX7ujswun,Henrique & Juliano,A Maior Saudade - Ao Vivo,Virgin Music Label And Artist Services (S&D),12,14,6,4311012,5Q0ZnQjk4lQpScX7ujswun,0.8402,0.0,0.968,0.032
12,13,spotify:track:5SwyN9hzmWjBsINlif8li8,Gusttavo Lima,Ficha Limpa,Sony Music Entertainment,3,13,18,4261447,5SwyN9hzmWjBsINlif8li8,-0.9641,0.092,0.894,0.014
13,14,spotify:track:50gPsfGHy5OnPauA9455DM,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,Sua Música,3,12,12,4242978,50gPsfGHy5OnPauA9455DM,0.7461,0.0,0.985,0.015
14,15,spotify:track:1bWBG6IkMnDr3qvCKSvQT7,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,3,16,29,4227658,1bWBG6IkMnDr3qvCKSvQT7,0.8402,0.0,0.976,0.024
15,16,spotify:track:4XiFqfUXyTwOChvMLKKi0T,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",Sem Sentimento,GR6 Music,16,18,8,3951385,4XiFqfUXyTwOChvMLKKi0T,-0.3382,0.019,0.966,0.014
16,17,spotify:track:2jwrYBGz7osKI31v50bS7b,Felipe Amorim,Putariazinha,OnePlay,17,36,3,3865462,2jwrYBGz7osKI31v50bS7b,0.0,0.0,1.0,0.0
17,18,spotify:track:4PQdrXMDHDPl1RczrrlADd,Luan Santana,MORENA,Sony Music Entertainment,2,15,17,3855289,4PQdrXMDHDPl1RczrrlADd,-0.5514,0.032,0.952,0.016
18,19,spotify:track:1wdhj1r7aeWVDUl9d18YKu,Matheus & Kauan,Expectativa x Realidade,Universal Music Ltda.,15,19,15,3829612,1wdhj1r7aeWVDUl9d18YKu,-0.4767,0.034,0.966,0.0
19,20,spotify:track:3ua3rqwBNmeGeQfcKnA3bT,"Doode, Teto, Matuê",Groupies,Sony Music Entertainment,10,10,3,3675124,3ua3rqwBNmeGeQfcKnA3bT,0.7896,0.059,0.868,0.073
20,21,spotify:track:5F2xRvRFkxDvqdFtUNAEyw,"João Gomes, Vitor Fernandes",Se For Amor,Sua Música,4,24,16,3501620,5F2xRvRFkxDvqdFtUNAEyw,0.9977,0.012,0.768,0.22
21,22,spotify:track:1tYJnXtKLoWVIL4lZOouQG,"Tayrone, Marília Mendonça",Cê Tá Preparada - Ao Vivo,Universal Music Ltda.,20,20,13,3429745,1tYJnXtKLoWVIL4lZOouQG,-0.7622,0.022,0.978,0.0
22,23,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,8,17,12,3409159,5Z9KJZvQzH6PFmb8SNkxuk,0.9978,0.04,0.791,0.169
23,24,spotify:track:79Wou8NwYEFzTyDQudjENF,Diego & Victor Hugo,Desbloqueado - Ao Vivo,Sony Music Entertainment,17,21,22,3378510,79Wou8NwYEFzTyDQudjENF,0.0,0.0,1.0,0.0
24,25,spotify:track:0FqVtQxRD3HsPltldG5v5M,João Gomes,Aquelas Coisas,Sua Música,3,23,18,3319131,0FqVtQxRD3HsPltldG5v5M,-0.8604,0.039,0.961,0.0
25,26,spotify:track:6fe5D0ivKnpXFMAnoSRjah,"Vitor e Luan, Henrique & Juliano",Localiza Aí BB,Vitor & Luan,20,22,35,3269252,6fe5D0ivKnpXFMAnoSRjah,-0.5267,0.021,0.979,0.0
26,27,spotify:track:2R9IrE42Mw4zdUXAEFNiZL,"Zé Felipe, Os Barões Da Pisadinha",Senta Danada,Som Livre,14,25,13,3242659,2R9IrE42Mw4zdUXAEFNiZL,0.802,0.014,0.945,0.04
27,28,spotify:track:1hs2hRwPfyFLoYIf6jY1W7,"Os Barões Da Pisadinha, Maiara & Maraisa",Zero Saudade - Ao Vivo,Sony Music Entertainment,9,26,21,3080015,1hs2hRwPfyFLoYIf6jY1W7,0.7088,0.016,0.954,0.03
28,29,spotify:track:1tdDDOJRdbo1Uz47D1k62G,Dan Ventura,Passinho Debochado,Dan Ventura,27,28,8,2946784,1tdDDOJRdbo1Uz47D1k62G,-0.7149,0.047,0.953,0.0
29,30,spotify:track:2jPACjKR21inTnWeo3eHla,"Sidoka, Intactoz Corp.","Louis V, Menina Linda",Intactoz,30,30,4,2884434,2jPACjKR21inTnWeo3eHla,0.2057,0.0,0.996,0.004
30,31,spotify:track:6pQKUKBpwr6GhfhcFFFozo,"MC Zaquin, MC Rick",Não Nasceu pra Namorar,Funk Explode Records,5,29,31,2854959,6pQKUKBpwr6GhfhcFFFozo,-0.296,0.007,0.993,0.0
31,32,spotify:track:2wG1R0uDFwyobcWzVssC1J,PEDRO SAMPAIO,GALOPA,WM Brazil,32,70,4,2734840,2wG1R0uDFwyobcWzVssC1J,-0.6808,0.032,0.96,0.008
32,33,spotify:track:6Lrzxd7ST5oQ6FYKXKH7Ia,"Matheus & Kauan, Zé Vaqueiro",Vagabundo,Universal Music Ltda.,24,32,21,2724815,6Lrzxd7ST5oQ6FYKXKH7Ia,0.6808,0.02,0.943,0.037
33,34,spotify:track:53BkPZwlaLbW77uV9BnJkl,"Mc Poze do Rodo, Mainstreet, Ajaxx",Eu Fiz o Jogo Virar,Mainstreet Records,22,27,6,2656845,53BkPZwlaLbW77uV9BnJkl,-0.8481,0.037,0.963,0.0
34,35,spotify:track:6H1OZfzhdwK4lmaPnOLJ0b,"Marília Mendonça, Maiara & Maraisa",Todo Mundo Menos Você,Som Livre,35,35,3,2648013,6H1OZfzhdwK4lmaPnOLJ0b,0.3939,0.0,0.993,0.007
35,36,spotify:track:4DWKtQVURjepn8uzBgmwuv,Mc Kevin,Doutora 3,GR6 Music,28,31,21,2636801,4DWKtQVURjepn8uzBgmwuv,-0.9274,0.057,0.943,0.0
36,37,spotify:track:41pFFOnh1glVNIlrWOpBjb,"Brisa Star, Thiago Jhonathan (TJ)",Se Joga no Passinho,Brisa Star,10,33,16,2583150,41pFFOnh1glVNIlrWOpBjb,-0.9413,0.065,0.935,0.0
37,38,spotify:track:452LVnTBjXYW3guqe3xiqI,Zé Neto & Cristiano,Vamo Tomar Uma,Som Livre,38,42,7,2564838,452LVnTBjXYW3guqe3xiqI,-0.4098,0.056,0.912,0.032
38,39,spotify:track:6T6SDJszPbuMCBpSm3aS3G,Japãozin,Carinha de Neném,Sua Música Records,39,58,3,2472957,6T6SDJszPbuMCBpSm3aS3G,0.0,0.0,1.0,0.0
39,40,spotify:track:3jSG8oE8doxDxmpe5GlFee,Mari Fernandez,"Não, Não Vou",Sony Music Entertainment,1,38,19,2465982,3jSG8oE8doxDxmpe5GlFee,0.7303,0.013,0.96,0.026
40,41,spotify:track:0wRn3ggAY1fIupTaVigdza,"Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats",A Cara do Crime (Nós Incomoda),Mainstreet Records,17,34,20,2459620,0wRn3ggAY1fIupTaVigdza,-0.9856,0.056,0.944,0.0
41,42,spotify:track:6RMYuqlTn8777j5arY9zhC,"Brisa Star, Zé Vaqueiro",Cena de Amor,Sony Music Entertainment,37,39,11,2403111,6RMYuqlTn8777j5arY9zhC,0.9982,0.018,0.728,0.254
42,43,spotify:track:3eq6zwPwN5SAw0rZxNHI22,Gusttavo Lima,Não Me Arranha - Ao Vivo,Sony Music Entertainment,43,-1,1,2373269,3eq6zwPwN5SAw0rZxNHI22,0.0,0.0,1.0,0.0
43,44,spotify:track:3ibiPPqHxdmX4nNp4kNHE9,Wesley Safadão,Passatempo,Som Livre,17,37,23,2348530,3ibiPPqHxdmX4nNp4kNHE9,-0.6189,0.017,0.983,0.0
44,45,spotify:track:6HV630GY0GT3RN2efFRmbP,Jorge & Mateus,Troca,Som Livre,7,44,25,2313375,6HV630GY0GT3RN2efFRmbP,0.0,0.0,1.0,0.0
45,46,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,6,40,33,2270647,3HquWF2pZmWYu3WAEP9Heb,0.0,0.0,1.0,0.0
46,47,spotify:track:685gjMmRjwLFrtCWtF2sXo,Henrique & Juliano,Rasteira - Ao Vivo,Virgin Music Label And Artist Services (S&D),47,50,4,2204524,685gjMmRjwLFrtCWtF2sXo,-0.4871,0.011,0.989,0.0
47,48,spotify:track:5PjdY0CKGZdEuoNab3yDmX,"The Kid LAROI, Justin Bieber",STAY (with Justin Bieber),Columbia,30,41,14,2085160,5PjdY0CKGZdEuoNab3yDmX,0.6182,0.077,0.848,0.075
48,49,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,45,36,2079513,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
49,50,spotify:track:1jwEnLN5hMOwotwXfchUaf,"MD Chefe, DomLaike, Offlei Sounds",Rei Lacoste,OFFLEI SOUNDS,34,46,11,1936207,1jwEnLN5hMOwotwXfchUaf,0.1531,0.068,0.855,0.076
50,51,spotify:track:4gvrJnKCKIPiacNsWVQwEU,"CKay, Dj Yo!, AX'EL",love nwantiti (feat. Dj Yo! & AX'EL) - Remix,WM South Africa,48,48,4,1920171,4gvrJnKCKIPiacNsWVQwEU,-0.9702,0.097,0.85,0.053
51,52,spotify:track:07Kp3cAQRY0iPp4ATMoehM,"Mad Dogz, Mari Fernandez",Ficante Fiel,WM Brazil,52,62,12,1909643,07Kp3cAQRY0iPp4ATMoehM,0.0,0.0,1.0,0.0
52,53,spotify:track:7Ls0AYtBWAJtt7iORFc6zC,"Mc Frog, DJ Lucas Beat",Não Quer Chifre,Mídia Hits Produtora,52,56,10,1817158,7Ls0AYtBWAJtt7iORFc6zC,0.0,0.0,1.0,0.0
53,54,spotify:track:7gMWTBRgB5CZdNDSuweCyr,"Costa Gold, Kawe, André Nine",Se Essa Bunda,Som Livre,9,43,11,1793768,7gMWTBRgB5CZdNDSuweCyr,-0.9542,0.031,0.963,0.007
54,55,spotify:track:5ItttPiqUksUE240dJ9DT6,"Israel & Rodolffo, Wesley Safadão",Faz Amor Comigo Só Hoje,Som Livre,5,52,20,1783329,5ItttPiqUksUE240dJ9DT6,0.9963,0.021,0.776,0.204
55,56,spotify:track:4jMrV2f00zM9ifqJal3CcG,Zé Vaqueiro,Fim da Noite,Sony Music Entertainment,45,47,8,1780078,4jMrV2f00zM9ifqJal3CcG,-0.926,0.07,0.921,0.008
56,57,spotify:track:6AQqsFYtCQi9m7MJcMjGup,"Xand Avião, Zé Vaqueiro",Superação Digital,Som Livre,57,65,8,1761023,6AQqsFYtCQi9m7MJcMjGup,0.6792,0.0,0.979,0.021
57,58,spotify:track:62d4BfCTUHdOsARRETHLDz,MC Rogerinho,Mete a Louca,Rogerinho,58,83,2,1731975,62d4BfCTUHdOsARRETHLDz,0.0,0.0,1.0,0.0
58,59,spotify:track:3CUPWFarYwA0HJQqzje4UD,Vitinho Imperador,Volta Rapariga,Vitinho Imperador,18,51,15,1707838,3CUPWFarYwA0HJQqzje4UD,0.0,0.0,1.0,0.0
59,60,spotify:track:6m84TzSTM5nbwZxIxkYHz6,Jorge & Mateus,Namorando Com Saudade,Som Livre,60,60,17,1695787,6m84TzSTM5nbwZxIxkYHz6,-0.5803,0.017,0.983,0.0
60,61,spotify:track:3QKv1RIrWsLTA63oxscVrZ,João Gomes,Meu Bem,Sua Música,58,61,7,1624804,3QKv1RIrWsLTA63oxscVrZ,0.6124,0.0,0.976,0.024
61,62,spotify:track:3Wrjm47oTz2sjIgck11l5e,Måneskin,Beggin',RCA Records Label,11,54,17,1621940,3Wrjm47oTz2sjIgck11l5e,0.9993,0.061,0.651,0.288
62,63,spotify:track:73ghohUx3BscZn4hQbD35X,"Guilherme & Benuto, Os Barões Da Pisadinha",Faxina (Ao Vivo No Casa Filtr),Sony Music Entertainment,42,49,10,1605840,73ghohUx3BscZn4hQbD35X,0.0,0.0,1.0,0.0
63,64,spotify:track:7vCvUJyjMxRkPeo19nxmuk,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,5,67,46,1600116,7vCvUJyjMxRkPeo19nxmuk,0.0,0.0,1.0,0.0
64,65,spotify:track:7kwOvJqT8zHXQ4NYUZQ6W2,Gustavo Mioto,Não Parei De Sofrer,Universal Music Ltda.,62,72,16,1599070,7kwOvJqT8zHXQ4NYUZQ6W2,0.0,0.0,1.0,0.0
65,66,spotify:track:1QiZYlh3oZg3zgn8eS99aB,João Gomes,Mete Um Block Nele,Sua Música,33,68,16,1552543,1QiZYlh3oZg3zgn8eS99aB,-0.959,0.064,0.936,0.0
66,67,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,6,57,28,1548127,7IG7laqVpcvIIULrwWP5SA,-0.5267,0.03,0.952,0.018
67,68,spotify:track:142YjJNOuXjzeSDnB1ujw1,MC Levin,Sua amiga deu,WM Brazil,63,63,5,1510108,142YjJNOuXjzeSDnB1ujw1,0.0,0.0,1.0,0.0
68,69,spotify:track:1SC5rEoYDGUK4NfG82494W,Lil Nas X,MONTERO (Call Me By Your Name),Columbia,15,53,29,1508358,1SC5rEoYDGUK4NfG82494W,-0.7321,0.096,0.801,0.102
69,70,spotify:track:6Vgn3IEUkWs3d6og029Gtm,Teto,Mustang Preto,Sony Music Entertainment,70,-1,1,1505798,6Vgn3IEUkWs3d6og029Gtm,0.941,0.043,0.871,0.086
70,71,spotify:track:2aqqXrjrPdRHU9uSeRmL3C,"Mc Pepeu, DJ Swat",Menina Se Prepara,Doug Filmes,34,64,16,1492634,2aqqXrjrPdRHU9uSeRmL3C,-0.9816,0.025,0.968,0.007
71,72,spotify:track:0qxLQ6opocOGyFnlXqJ53x,"Mc Davi, Mc Pedrinho, Mc Don Juan",Bipolar,GR6 Music,1,55,25,1490124,0qxLQ6opocOGyFnlXqJ53x,0.0,0.0,1.0,0.0
72,73,spotify:track:297PAlIk1PSDeZFkdC4WIe,Marcynho Sensação,Viela,FPS Music Digital,60,66,10,1477154,297PAlIk1PSDeZFkdC4WIe,-0.9641,0.037,0.955,0.008
73,74,spotify:track:2YBKO08Wkc3eP5JdUSwng8,João Gomes,Eu Tenho a Senha,Sua Música,23,71,17,1466329,2YBKO08Wkc3eP5JdUSwng8,0.5216,0.006,0.981,0.014
74,75,spotify:track:3ZBVlZVOynUEw2Aphgt2cN,Zé Vaqueiro,Metade de um Abraço,Sony Music Entertainment,75,87,2,1465864,3ZBVlZVOynUEw2Aphgt2cN,-0.7059,0.025,0.968,0.006
75,76,spotify:track:6vnKRiOjUjYT59xl4awHTx,Guilherme & Benuto,Sigilo - Ao Vivo,Sony Music Entertainment,41,75,30,1408329,6vnKRiOjUjYT59xl4awHTx,0.4753,0.024,0.928,0.047
76,77,spotify:track:6Aw11M9NT2tBeEj3mPKrjy,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,73,52,1407250,6Aw11M9NT2tBeEj3mPKrjy,0.0,0.0,1.0,0.0
77,78,spotify:track:6Uj1ctrBOjOas8xZXGqKk4,Doja Cat,Woman,Kemosabe Records/RCA Records,48,59,10,1359333,6Uj1ctrBOjOas8xZXGqKk4,0.951,0.053,0.852,0.095
78,79,spotify:track:6oVNrpMWlzS6UkQuuM8zHU,"BIN, LUDMILLA, Mainstreet, Dallass",Apê 1001,Mainstreet Records,39,69,18,1299104,6oVNrpMWlzS6UkQuuM8zHU,0.9569,0.05,0.893,0.058
79,80,spotify:track:17UfXrL7Run3GyZJW4uRjC,Jorge & Mateus,Paradigmas,Som Livre,7,76,38,1294822,17UfXrL7Run3GyZJW4uRjC,-0.4871,0.052,0.919,0.029
80,81,spotify:track:3Vi5XqYrmQgOYBajMWSvCi,Doja Cat,Need to Know,Kemosabe Records/RCA Records,50,77,14,1266204,3Vi5XqYrmQgOYBajMWSvCi,0.9816,0.12,0.695,0.185
81,82,spotify:track:5UmwpS5SHeaKNCA7bGpJRe,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Sony Music Entertainment,7,88,34,1234608,5UmwpS5SHeaKNCA7bGpJRe,0.0,0.0,1.0,0.0
