,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:0NBgyml7T0IvUNbXIkcSpH,"Xamã, Gustah, Neo Beats",Malvadão 3,Bagua Records,1,5,5,10076114,0NBgyml7T0IvUNbXIkcSpH,-0.8963,0.038,0.954,0.008
1,2,spotify:track:1c4htMHiolERc0YJvZNdlc,"George Henrique & Rodrigo, Marília Mendonça",Vai Lá Em Casa Hoje,Worldshow Promoções e Eventos,1,1,11,7746327,1c4htMHiolERc0YJvZNdlc,0.0,0.0,1.0,0.0
2,3,spotify:track:5VTjBl3ddZEiG2LrH4VzyR,"Zé Felipe, Mc Danny",Toma Toma Vapo Vapo,Som Livre,3,3,8,7298027,5VTjBl3ddZEiG2LrH4VzyR,0.5267,0.018,0.961,0.021
3,4,spotify:track:4qsOrxBv09HhNSpsgMRXdC,"Marília Mendonça, Maiara & Maraisa",Esqueça-Me Se For Capaz,Som Livre,1,2,12,6880947,4qsOrxBv09HhNSpsgMRXdC,0.0,0.0,1.0,0.0
4,5,spotify:track:3IMLoeLerS7TMpKjxUgAhx,Henrique & Juliano,Arranhão - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,4,22,6178515,3IMLoeLerS7TMpKjxUgAhx,0.0,0.0,1.0,0.0
5,6,spotify:track:4fSHADbZbhpZCT9oJpxwbP,"Paulo Pires, Mc Danny, Marcynho Sensação",Ameaça,Paulo Pires,4,7,12,6115128,4fSHADbZbhpZCT9oJpxwbP,-0.8299,0.028,0.972,0.0
6,7,spotify:track:3YvE7uo4ffseBoJPh8IhHp,"Marília Mendonça, Maiara & Maraisa",Presepada,Som Livre,3,6,9,6012401,3YvE7uo4ffseBoJPh8IhHp,0.0,0.017,0.972,0.011
7,8,spotify:track:72g37RoelSnovZakG5MwnF,"Mari Fernandez, Marcynho Sensação",Parada Louca,Sony Music Entertainment,8,8,8,6009016,72g37RoelSnovZakG5MwnF,-0.932,0.049,0.951,0.0
8,9,spotify:track:6nkoWsFZeFt5dUdNmlIceh,Gusttavo Lima,Bloqueado - Ao Vivo,Sony Music Entertainment,9,9,6,5736822,6nkoWsFZeFt5dUdNmlIceh,0.0,0.0,1.0,0.0
9,10,spotify:track:2wG1R0uDFwyobcWzVssC1J,PEDRO SAMPAIO,GALOPA,WM Brazil,4,10,16,5588309,2wG1R0uDFwyobcWzVssC1J,-0.6808,0.032,0.96,0.008
10,11,spotify:track:2RGIuYTsyyHoOCqW0krvNE,"Avine Vinny, Matheus Fernandes",Coração Cachorro,Sony Music Entertainment,1,11,15,5122490,2RGIuYTsyyHoOCqW0krvNE,0.0,0.0,1.0,0.0
11,12,spotify:track:0yL7K9MzC20uBesZTPY81r,"DJ Matt D, Menor MC, MC GP, Vulgo FK",Pandora,GREE CASSUA,12,19,5,5113957,0yL7K9MzC20uBesZTPY81r,-0.6154,0.022,0.969,0.009
12,13,spotify:track:3ITkrUvAA6gzxer2UIom3P,Jorge & Mateus,Molhando o Volante,Som Livre,13,13,4,4929757,3ITkrUvAA6gzxer2UIom3P,-0.8095,0.039,0.961,0.0
13,14,spotify:track:0JdkDCdrhMOaeXjIZdeBXN,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Ela me Falou Que Quer Rave,Ritmo dos Fluxos Records,6,17,10,4595030,0JdkDCdrhMOaeXjIZdeBXN,0.9837,0.067,0.825,0.107
14,15,spotify:track:053zWWZDziDJd3U94x8RuP,"Marília Mendonça, Maiara & Maraisa",Todo Mundo Menos Você,Som Livre,2,12,15,4555934,053zWWZDziDJd3U94x8RuP,0.3939,0.0,0.993,0.007
15,16,spotify:track:14JKzKrJbPDflw8XyATMey,Henrique & Juliano,A Maior Saudade - Ao Vivo,Virgin Music Label And Artist Services (S&D),10,14,18,4352177,14JKzKrJbPDflw8XyATMey,0.8402,0.0,0.968,0.032
16,17,spotify:track:4kGdnA7FzSVsXC29LPghej,"Zé Felipe, Marcynho Sensação",Revoada No Colchão,Som Livre,3,18,16,4347923,4kGdnA7FzSVsXC29LPghej,-0.9081,0.045,0.955,0.0
17,18,spotify:track:7pvrsbBKUQI2QmA74WCJa5,Zé Neto & Cristiano,Ela e Ela,Som Livre,3,16,19,4240068,7pvrsbBKUQI2QmA74WCJa5,0.9953,0.016,0.78,0.204
18,19,spotify:track:7ARoqP7G8UYW8SyYPyPp7k,"Anitta, PEDRO SAMPAIO",NO CHÃO NOVINHA,WM Brazil,11,20,4,4118913,7ARoqP7G8UYW8SyYPyPp7k,-0.8741,0.08,0.89,0.03
19,20,spotify:track:6qdJZIjxrPaJjaGqlXFLSs,Gusttavo Lima,Nota de Repúdio - Ao Vivo,Sony Music Entertainment,4,15,18,3985853,6qdJZIjxrPaJjaGqlXFLSs,0.89,0.0,0.958,0.042
20,21,spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6,João Gomes,Meu Pedaço de Pecado,Sua Música,1,21,31,3866181,2kJRlOyrxsy7Ot3c5TZ8Q6,-0.8555,0.049,0.942,0.009
21,22,spotify:track:1tYJnXtKLoWVIL4lZOouQG,"Tayrone, Marília Mendonça",Cê Tá Preparada - Ao Vivo,Universal Music Ltda.,20,22,25,3714499,1tYJnXtKLoWVIL4lZOouQG,-0.7622,0.022,0.978,0.0
22,23,spotify:track:2jwrYBGz7osKI31v50bS7b,Felipe Amorim,Putariazinha,OnePlay,9,26,15,3496924,2jwrYBGz7osKI31v50bS7b,0.0,0.0,1.0,0.0
23,24,spotify:track:1bWBG6IkMnDr3qvCKSvQT7,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,3,24,41,3479198,1bWBG6IkMnDr3qvCKSvQT7,0.8402,0.0,0.976,0.024
24,25,spotify:track:1wdhj1r7aeWVDUl9d18YKu,Matheus & Kauan,Expectativa x Realidade,Universal Music Ltda.,15,25,27,3403193,1wdhj1r7aeWVDUl9d18YKu,-0.4767,0.034,0.966,0.0
25,26,spotify:track:2ixi9HWJw5lnLDmRMsiCS5,Zé Neto & Cristiano,Você Beberia Ou Não Beberia?,Som Livre,4,23,24,3209377,2ixi9HWJw5lnLDmRMsiCS5,0.9581,0.0,0.915,0.085
26,27,spotify:track:50gPsfGHy5OnPauA9455DM,"Tarcísio do Acordeon, Marcynho Sensação",Rolê,Sua Música,3,27,24,3151723,50gPsfGHy5OnPauA9455DM,0.7461,0.0,0.985,0.015
27,28,spotify:track:0tM4J8aID6qYZOE3e14sCj,Henrique & Juliano,Acordo - Ao Vivo,Virgin Music Label And Artist Services (S&D),28,28,11,2938312,0tM4J8aID6qYZOE3e14sCj,-0.5267,0.015,0.985,0.0
28,29,spotify:track:2PZmUFZGlUqkYJL0s0Cl6C,Israel & Rodolffo,Dar uma Namorada - Ao Vivo,Som Livre,29,37,7,2911193,2PZmUFZGlUqkYJL0s0Cl6C,0.6966,0.0,0.965,0.035
29,30,spotify:track:1d7AtPeraWVsvI4U1YTHt1,Max e Luan,Vestido Coladinho,Max e Luan,30,34,14,2906863,1d7AtPeraWVsvI4U1YTHt1,0.0,0.0,1.0,0.0
30,31,spotify:track:7xVSNhAUQhUIpwfR6lTOwA,Marina Sena,Por Supuesto,Alá Comunicação e Cultura,10,31,11,2858548,7xVSNhAUQhUIpwfR6lTOwA,-0.8957,0.055,0.933,0.011
31,32,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,2,33,20,2853196,48Ll1C6qAnP2UjnopQDh4a,0.886,0.092,0.82,0.087
32,33,spotify:track:5emL18Je5WuruMhWr0gj4w,Wesley Safadão,Eu Já Tava Bem - Ao Vivo,Som Livre,33,52,5,2831111,5emL18Je5WuruMhWr0gj4w,0.9728,0.0,0.911,0.089
33,34,spotify:track:0DsPj89zlY3Us7xb5cXK5h,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)",Tratto Entretenimentos,4,30,14,2818268,0DsPj89zlY3Us7xb5cXK5h,-0.9913,0.103,0.883,0.015
34,35,spotify:track:77rIMl1WIrLf4ZDKFYZ4ji,"Clayton & Romário, Jorge & Mateus",Água Nos Zói - Ao Vivo,Virgin Music Label And Artist Services (S&D),35,44,12,2727319,77rIMl1WIrLf4ZDKFYZ4ji,0.0,0.0,1.0,0.0
35,36,spotify:track:6fe5D0ivKnpXFMAnoSRjah,"Vitor e Luan, Henrique & Juliano",Localiza Aí BB,Vitor & Luan,20,32,47,2688799,6fe5D0ivKnpXFMAnoSRjah,-0.5267,0.021,0.979,0.0
36,37,spotify:track:2R9IrE42Mw4zdUXAEFNiZL,"Zé Felipe, Os Barões Da Pisadinha",Senta Danada,Som Livre,14,35,25,2645438,2R9IrE42Mw4zdUXAEFNiZL,0.802,0.014,0.945,0.04
37,38,spotify:track:28m65cMH7QXHzFnZSTtNHY,"Marília Mendonça, Maiara & Maraisa",Não Sei o Que Lá,Som Livre,21,36,14,2635059,28m65cMH7QXHzFnZSTtNHY,0.7452,0.018,0.952,0.03
38,39,spotify:track:6T6SDJszPbuMCBpSm3aS3G,Japãozin,Carinha de Neném,Sua Música Records,25,39,15,2540032,6T6SDJszPbuMCBpSm3aS3G,0.0,0.0,1.0,0.0
39,40,spotify:track:2xebCnKCjYWBhJ4Ai8hO5E,"Mc Davi, MC Marks, MC Ryan SP, Mc Kevin, Mc Don Juan, MC Hariel, MC G15, Mc Phe Cachorrera, Gaab, MC Menor da VG, MC Kapela",Set dos Casados,GR6 Music,35,40,13,2520848,2xebCnKCjYWBhJ4Ai8hO5E,-0.8299,0.019,0.972,0.009
40,41,spotify:track:17QN5kFprJqHdHLMj7hz4s,Gusttavo Lima,Ficha Limpa - Ao Vivo,Sony Music Entertainment,3,29,30,2457406,17QN5kFprJqHdHLMj7hz4s,-0.9641,0.092,0.894,0.014
41,42,spotify:track:2AQJRDfQJbfgmTf5e62Czl,"Matuê, L7NNON",Sem Dó,Sony Music Entertainment,42,-1,1,2412620,2AQJRDfQJbfgmTf5e62Czl,-0.8591,0.042,0.932,0.026
42,43,spotify:track:2s9BO8c0co0PmgBiUoTT17,Gloria Groove,A QUEDA,SB Music,11,49,12,2384724,2s9BO8c0co0PmgBiUoTT17,-0.6776,0.013,0.987,0.0
43,44,spotify:track:7aZusA4cWXz3Wv9e9uhavz,Matuê,Quer Voar,Sony Music Entertainment,2,46,22,2370217,7aZusA4cWXz3Wv9e9uhavz,-0.9655,0.099,0.84,0.061
44,45,spotify:track:0FqVtQxRD3HsPltldG5v5M,João Gomes,Aquelas Coisas,Sua Música,3,38,30,2360221,0FqVtQxRD3HsPltldG5v5M,-0.8604,0.039,0.961,0.0
45,46,spotify:track:79Wou8NwYEFzTyDQudjENF,Diego & Victor Hugo,Desbloqueado - Ao Vivo,Sony Music Entertainment,17,43,34,2320444,79Wou8NwYEFzTyDQudjENF,0.0,0.0,1.0,0.0
46,47,spotify:track:4XiFqfUXyTwOChvMLKKi0T,"DG e Batidão Stronda, Felipe Amorim, Mc Danny",Sem Sentimento,GR6 Music,13,42,20,2300339,4XiFqfUXyTwOChvMLKKi0T,-0.3382,0.019,0.966,0.014
47,48,spotify:track:4PQdrXMDHDPl1RczrrlADd,Luan Santana,MORENA,Sony Music Entertainment,2,41,29,2253888,4PQdrXMDHDPl1RczrrlADd,-0.5514,0.032,0.952,0.016
48,49,spotify:track:62d4BfCTUHdOsARRETHLDz,MC Rogerinho,Mete a Louca,Rogerinho,27,48,14,2170788,62d4BfCTUHdOsARRETHLDz,0.0,0.0,1.0,0.0
49,50,spotify:track:7HjZD0NPC1hzFpjUjo45GR,"Mc Poze do Rodo, Filipe Ret, Mainstreet, Ajaxx",Me Sinto Abençoado,Mainstreet Records,50,62,4,2035981,7HjZD0NPC1hzFpjUjo45GR,-0.9612,0.051,0.949,0.0
50,51,spotify:track:6WxpU2F5gwTzwYsAalI6nI,"Marília Mendonça, Maiara & Maraisa",Motel Afrodite,Som Livre,14,45,13,2023665,6WxpU2F5gwTzwYsAalI6nI,-0.4153,0.024,0.964,0.012
51,52,spotify:track:4AAIAVjSyiq1N7SXKkwXZe,Marília Mendonça,Troca de Calçada,Som Livre,7,47,49,2022498,4AAIAVjSyiq1N7SXKkwXZe,0.0,0.0,1.0,0.0
52,53,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,51,48,2015165,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
53,54,spotify:track:452LVnTBjXYW3guqe3xiqI,Zé Neto & Cristiano,Vamo Tomar Uma,Som Livre,38,59,19,1939457,452LVnTBjXYW3guqe3xiqI,-0.4098,0.056,0.912,0.032
54,55,spotify:track:3hycwch1V1aCbKGlcfKg0I,"Mc Delux, DJ MT7","Deu Meia Noite, Eu Sumi, Geral Soltando Fogos",Club da DZ7 / Baile da DZ7,55,65,7,1883440,3hycwch1V1aCbKGlcfKg0I,0.0,0.0,1.0,0.0
55,56,spotify:track:6Lrzxd7ST5oQ6FYKXKH7Ia,"Matheus & Kauan, Zé Vaqueiro",Vagabundo,Universal Music Ltda.,24,53,33,1872975,6Lrzxd7ST5oQ6FYKXKH7Ia,0.6808,0.02,0.943,0.037
56,57,spotify:track:6m84TzSTM5nbwZxIxkYHz6,Jorge & Mateus,Namorando Com Saudade,Som Livre,39,50,29,1854446,6m84TzSTM5nbwZxIxkYHz6,-0.5803,0.017,0.983,0.0
57,58,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,"Lil Nas X, Jack Harlow",INDUSTRY BABY (feat. Jack Harlow),Columbia,8,70,24,1852295,5Z9KJZvQzH6PFmb8SNkxuk,0.9978,0.04,0.791,0.169
58,59,spotify:track:1QmupixsVNc0osesKXraZC,"Kaio Viana, MC CJ",Formosa,Universal Music Ltda.,59,84,3,1833181,1QmupixsVNc0osesKXraZC,-0.91,0.041,0.943,0.016
59,60,spotify:track:1r9xUipOqoNwggBpENDsvJ,"Imagine Dragons, JID, Arcane, League of Legends",Enemy (with JID) - from the series Arcane League of Legends,KIDinaKORNER/Interscope Records,39,63,10,1829096,1r9xUipOqoNwggBpENDsvJ,0.8825,0.065,0.843,0.091
60,61,spotify:track:2ookQf9qP2qiBuNFnNXyfl,John Amplificado,Chega E Senta - Ao Vivo,Virgin Music Label And Artist Services (S&D),1,54,21,1823125,2ookQf9qP2qiBuNFnNXyfl,0.0,0.0,1.0,0.0
61,62,spotify:track:5F2xRvRFkxDvqdFtUNAEyw,"João Gomes, Vitor Fernandes",Se For Amor,Sua Música,4,56,28,1789126,5F2xRvRFkxDvqdFtUNAEyw,0.9977,0.012,0.768,0.22
62,63,spotify:track:6ve9hbVnSgJ0vrsRpj18OH,Gusttavo Lima,Não Me Arranha - Ao Vivo,Sony Music Entertainment,24,55,13,1769542,6ve9hbVnSgJ0vrsRpj18OH,0.0,0.0,1.0,0.0
63,64,spotify:track:7xi4XR5EIOU6OHdIydLMjT,"Murilo Huff, Jorge",Uma Ex (Ao Vivo),Artinvox,58,60,48,1649958,7xi4XR5EIOU6OHdIydLMjT,0.0,0.0,1.0,0.0
64,65,spotify:track:1TyxXIXVVpHwhKaF73z8nw,Henrique & Juliano,Rasteira - Ao Vivo,Virgin Music Label And Artist Services (S&D),46,57,16,1638122,1TyxXIXVVpHwhKaF73z8nw,-0.4871,0.011,0.989,0.0
65,66,spotify:track:2342lPAZ9zddhgAQEiLx4V,"Luísa Sonza, Mariah Angeliq",ANACONDA *o* ~~~,Universal Music Ltda.,66,92,4,1631397,2342lPAZ9zddhgAQEiLx4V,0.0,0.0,1.0,0.0
66,67,spotify:track:3Ox3DxqqRCEEVCPnENVx3g,"Mc Th, DJ Tacinho, Dj Terrorista, Medellin","Calma Bb, Tá nos Melhores Amigos",MC TH OFICIAL,67,72,5,1629710,3Ox3DxqqRCEEVCPnENVx3g,0.0,0.0,1.0,0.0
67,68,spotify:track:49GdoM9fiTXVOx1a6JTokJ,Melody,Assalto Perigoso,Melody,68,88,6,1572007,49GdoM9fiTXVOx1a6JTokJ,0.0,0.0,1.0,0.0
68,69,spotify:track:07Kp3cAQRY0iPp4ATMoehM,"Mad Dogz, Mari Fernandez",Ficante Fiel,WM Brazil,52,67,24,1567025,07Kp3cAQRY0iPp4ATMoehM,0.0,0.0,1.0,0.0
69,70,spotify:track:1hs2hRwPfyFLoYIf6jY1W7,"Os Barões Da Pisadinha, Maiara & Maraisa",Zero Saudade - Ao Vivo,Sony Music Entertainment,9,64,33,1561112,1hs2hRwPfyFLoYIf6jY1W7,0.7088,0.016,0.954,0.03
70,71,spotify:track:7rglLriMNBPAyuJOMGwi39,"Elton John, Dua Lipa, PNAU",Cold Heart - PNAU Remix,EMI,71,86,17,1554756,7rglLriMNBPAyuJOMGwi39,0.9803,0.027,0.868,0.105
