,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,Niack,1,1,10,5239636,4xWzZmX4K1yyrdtRfbUvjt,0.9811,0.01,0.945,0.046
1,2,spotify:track:5oI9blwsXC8AkTWw6wASY8,Matuê,Máquina do Tempo,Sony Music Entertainment,2,-1,1,4794016,5oI9blwsXC8AkTWw6wASY8,0.9982,0.009,0.786,0.204
2,3,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,2,2,12,4498188,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
3,4,spotify:track:3sGcETRMuAgcPgjDpIkgMn,Matuê,777-666,Sony Music Entertainment,4,-1,1,4390172,3sGcETRMuAgcPgjDpIkgMn,-0.8625,0.04,0.952,0.008
4,5,spotify:track:71FrGl0XcpL3VId65tB5mg,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,4,4,18,3915292,71FrGl0XcpL3VId65tB5mg,0.8555,0.0,0.898,0.102
5,6,spotify:track:12v6LfkX9YIR3uLefIAAYZ,Mc Jacaré,Comprei um Lança,Mc Jacare / Los Pantchos,5,5,12,3514930,12v6LfkX9YIR3uLefIAAYZ,-0.8807,0.041,0.959,0.0
6,7,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,3,12,3453884,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
7,8,spotify:track:64I6t2tuUGnIlaDIzHJ6YI,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,Som Livre,4,7,10,3406639,64I6t2tuUGnIlaDIzHJ6YI,0.9186,0.0,0.96,0.04
8,9,spotify:track:5T6mY3sQbvVfLnertXdoST,Matuê,Cogulândia,Sony Music Entertainment,9,-1,1,3277642,5T6mY3sQbvVfLnertXdoST,0.9848,0.0,0.891,0.109
9,10,spotify:track:2c80HnIOPMmQQVQllQEWb5,Matuê,É Sal,Sony Music Entertainment,10,-1,1,3219389,2c80HnIOPMmQQVQllQEWb5,-0.5106,0.038,0.934,0.028
10,11,spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,6,6,15,3162556,4zsiMjB0794HztyqUkD3Zi,0.0,0.0,1.0,0.0
11,12,spotify:track:2XymTaHTrQWDEuSyhfZvqF,Matuê,Antes,Sony Music Entertainment,12,-1,1,3131949,2XymTaHTrQWDEuSyhfZvqF,-0.3736,0.025,0.959,0.016
12,13,spotify:track:3dPvQLKl42dMYWV4LWRTLK,Os Barões Da Pisadinha,Tá Rocheda,Sony Music Entertainment,13,13,33,2932560,3dPvQLKl42dMYWV4LWRTLK,-0.7959,0.036,0.964,0.0
13,14,spotify:track:59kRq8rb5uJCrSYYbGCk7o,MC Rogerinho,Só Você,MC Rogerinho,14,20,5,2920864,59kRq8rb5uJCrSYYbGCk7o,0.0,0.0,1.0,0.0
14,15,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,8,10,16,2907345,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
15,16,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,8,36,2859624,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
16,17,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,9,18,2826496,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
17,18,spotify:track:0bV0LtjtZH76gD0ujPYS3n,Matuê,Gorilla Roxo,Sony Music Entertainment,18,-1,1,2786094,0bV0LtjtZH76gD0ujPYS3n,0.5267,0.0,0.989,0.011
18,19,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,8,11,41,2734028,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
19,20,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,4,12,28,2724366,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
20,21,spotify:track:7pDcS0EVMJR0YwjXmHcCRg,"Luísa Sonza, Mc Zaac",TOMA,Universal Music Ltda.,14,26,7,2677677,7pDcS0EVMJR0YwjXmHcCRg,-0.9081,0.044,0.956,0.0
21,22,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,17,17,6,2652943,4Oun2ylbjFKMPTiaSbbCih,0.6808,0.05,0.875,0.075
22,23,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,Pineapple StormTV,3,14,10,2638492,2fmeSswdyVq4wcqhY41UHk,0.0,0.0,1.0,0.0
23,24,spotify:track:187Pge0WmJNoS73kaIORSE,"Douglas & Vinicius, MC Bruninho",Figurinha - Ao Vivo,Virgin Music Label And Artist Services (S&D),21,21,9,2571451,187Pge0WmJNoS73kaIORSE,-0.5267,0.038,0.962,0.0
24,25,spotify:track:3AV1KI22k1jGMz792lDrj1,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,25,32,13,2533773,3AV1KI22k1jGMz792lDrj1,0.0,0.0,1.0,0.0
25,26,spotify:track:6jcGoHrqfRW6fI2I6xtwBQ,MC Marks,Deus é por nós,WM Brazil,14,18,14,2491821,6jcGoHrqfRW6fI2I6xtwBQ,-0.5267,0.01,0.99,0.0
26,27,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,16,33,2447341,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
27,28,spotify:track:6Q9NH5cNBY58nJkp5Jbs9j,"Manu Gavassi, Gloria Groove",Deve ser horrível dormir sem mim,Universal Music Ltda.,2,15,4,2426472,6Q9NH5cNBY58nJkp5Jbs9j,0.8534,0.011,0.956,0.033
28,29,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,16,19,16,2417304,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
29,30,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,6,22,25,2327926,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
30,31,spotify:track:0hDphSo7vI7gCjEPpD6gu0,GIULIA BE,se essa vida fosse um filme,WM Brazil,21,29,9,2321821,0hDphSo7vI7gCjEPpD6gu0,-0.296,0.008,0.992,0.0
