,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,1,14,7503929,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
1,2,spotify:track:4wQUopWk9Ed7Ng5qpKN5qd,"Dj Guuga, DJ Ivis","Volta Bebê, Volta Neném",GR6 Music,2,2,5,7092529,4wQUopWk9Ed7Ng5qpKN5qd,0.0,0.0,1.0,0.0
2,3,spotify:track:0qxLQ6opocOGyFnlXqJ53x,"Mc Davi, Mc Pedrinho, Mc Don Juan",Bipolar,GR6 Music,3,12,3,7066481,0qxLQ6opocOGyFnlXqJ53x,0.0,0.0,1.0,0.0
3,4,spotify:track:2Gjt4rUHBUH0rMKpBg0hF4,"Malu, DJ Lucas Beat",Disco Arranhado - Funk Remix,Essaéhit,2,3,10,5478724,2Gjt4rUHBUH0rMKpBg0hF4,0.9818,0.042,0.835,0.123
4,5,spotify:track:2QLbRVzixE282JSQjBz2DG,"Alok, Mc Don Juan, Dj GBR",Liberdade (Quando o Grave Bate Forte),GR6 Music,3,4,6,5444576,2QLbRVzixE282JSQjBz2DG,-0.9766,0.106,0.894,0.0
5,6,spotify:track:4llr8mcoauwrHBtjGb7F9S,MC Kevin o Chris,Tipo Gin - Ao Vivo,MC Kevin o Chris,6,16,3,5387115,4llr8mcoauwrHBtjGb7F9S,0.296,0.033,0.937,0.03
6,7,spotify:track:17UfXrL7Run3GyZJW4uRjC,Jorge & Mateus,Paradigmas,Som Livre,7,8,16,4860181,17UfXrL7Run3GyZJW4uRjC,-0.4871,0.052,0.919,0.029
7,8,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,1,5,15,4782240,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
8,9,spotify:track:2SUPbyD77tJuOUbqbxct6l,"Os Barões Da Pisadinha, Jorge",Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,Sony Music Entertainment,7,7,12,4655758,2SUPbyD77tJuOUbqbxct6l,0.0,0.0,1.0,0.0
9,10,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,10,11,11,4550314,3HquWF2pZmWYu3WAEP9Heb,0.0,0.0,1.0,0.0
10,11,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,6,30,4529765,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
11,12,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,9,26,4340375,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
12,13,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,9,10,6,4267700,7IG7laqVpcvIIULrwWP5SA,-0.5267,0.03,0.952,0.018
13,14,spotify:track:1HoapWs5KcMzs8QYdgg9Kt,"Xand Avião, DJ Ivis, Mc Danny",Não Pode Se Apaixonar,Som Livre,11,13,11,3751670,1HoapWs5KcMzs8QYdgg9Kt,0.3313,0.021,0.964,0.015
