rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:57zQSScHq19ztrMnjWCPBI","Niack","Na Raba Toma Tapão","Niack / Ritmo dos Fluxos",1,1,25,"642898"
2,"spotify:track:2WlZuBDgLfT7Kc0admhFdg","Luísa Sonza","BRABA","Universal Music Ltda.",1,5,83,"389802"
3,"spotify:track:60wF0XnX7A0jVpDNA5v8vi","Vytinho NG, Bianca","Tudo no Sigilo","Vytinho Ng",3,8,83,"367760"
4,"spotify:track:67mqU3FeErlvWwsxnMfvQo","MC Du Black, Delacruz","Tudo Aconteceu","Universal Music Ltda.",4,12,75,"363311"
5,"spotify:track:3Ghyp3X5Ua9ypHnBIgOObI","Henrique & Juliano","Liberdade Provisória - Live - Ibirapuera / 2019","Virgin Music Label And Artist Services (S&D)",1,2,186,"357283"
6,"spotify:track:7o9LwQmTuIDm4LyyHFIWul","Henrique & Juliano","Volta Por Baixo - Ao Vivo","Virgin Music Label And Artist Services (S&D)",4,4,151,"338941"
7,"spotify:track:4DngRKOpRPrkbzImUB0zgh","Matheus & Kauan","Litrão - Ao Vivo Em Recife / 2020","Universal Music Ltda.",3,6,130,"338838"
8,"spotify:track:7Ac3BmqTQoLdAt7HtZyfgN","DENNIS, Mc Don Juan","Te Prometo","Sony Music Entertainment",8,13,122,"337350"
9,"spotify:track:3tc8Z4lGzOIwmIVftsxO6o","Marília Mendonça","Graveto - Ao Vivo","Som Livre",3,7,151,"328226"
10,"spotify:track:3tv697PZNnaQN0Mn2zGhS5","Gusttavo Lima","A Gente Fez Amor - Ao Vivo","Sony Music Entertainment",1,3,186,"325655"
11,"spotify:track:0RaIjuKU5hudMteEXwr4RS","Jorge & Mateus","Ranking","Som Livre",5,9,95,"321419"
12,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",1,18,221,"315644"
13,"spotify:track:3WjSkl7VDWY1prwJw7dSG0","Zé Neto & Cristiano","Barzinho Aleatório - Ao Vivo","Som Livre",11,11,186,"293741"
14,"spotify:track:3J5Pu25BODMex4Jpy4l6FL","Luíza & Maurílio, Zé Neto & Cristiano","S de Saudade","Som Livre",6,10,221,"292664"
15,"spotify:track:24Yi9hE78yPEbZ4kxyoXAI","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",8,24,102,"287258"
16,"spotify:track:7ju97lgwC2rKQ6wwsf9no9","Lady Gaga, Ariana Grande","Rain On Me (with Ariana Grande)","Interscope",1,30,18,"272406"
17,"spotify:track:6NM06xgqxQ0HU5lxbt2JHi","Gusttavo Lima","Saudade Sua","Sony Music Entertainment",2,14,25,"263916"
18,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",13,33,92,"261772"
19,"spotify:track:5LpLYzpV0HWKI2DlPmNywg","Wesley Safadão, Zé Neto & Cristiano","Despedida - Ao Vivo","Som Livre",15,15,67,"244924"
20,"spotify:track:0SJtvFn4vqgJPscSbEPaql","Maiara & Maraisa, Dilsinho","Libera Ela - Ao Vivo","Som Livre",16,16,53,"241777"
21,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",17,38,164,"236621"
22,"spotify:track:146Vb458Y5RbqEa0fYFPzm","Felipe Araújo","Mentira - Ao Vivo","Universal Music Ltda.",11,17,189,"235955"
23,"spotify:track:23zmMwD99ROi9yhxqMxWil","João Bosco & Vinicius, Matheus","Segunda Taça - Ao Vivo","João Bosco & Vinicius",20,20,109,"223266"
24,"spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF","Gustavo Mioto","Com Ou Sem Mim - Ao Vivo","Universal Music Ltda.",5,23,200,"222004"
25,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",5,36,260,"219038"
26,"spotify:track:466cKvZn1j45IpxDdYZqdA","Drake","Toosie Slide","OVO",23,43,67,"215304"
27,"spotify:track:2PWjKmjyTZeDpmOUa3a5da","Jorge & Mateus","Cheirosa - Ao Vivo","Som Livre",3,19,242,"213186"
28,"spotify:track:4lKuzrdZrJuCAedbIslF3A","PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro","SENTADÃO","WM Brazil",2,28,200,"211096"
29,"spotify:track:2MOq63fxuFLYQM3CsDcFs1","GIULIA BE","menina solta","WM Brazil",10,41,245,"208841"
30,"spotify:track:4p8pEdPYOQLzJUKYrLOacy","WC no Beat, PEDRO SAMPAIO, FP do Trem Bala","BALANÇA (feat. Pedro Sampaio)","Sony Music Entertainment",8,34,130,"208304"
31,"spotify:track:1uryupl9hqVZYurJwH4G9k","Guilherme & Benuto","3 Batidas - Ao Vivo","Sony Music Entertainment",8,21,289,"201472"
32,"spotify:track:4j2bK4fnc2s6GyVmhJsJhk","Henrique & Juliano","Briga Feia - Ao Vivo","Virgin Music Label And Artist Services (S&D)",22,22,179,"201439"
33,"spotify:track:0GrEqRHf5FioT1hOB8PBxZ","Marília Mendonça","Vira Homem","Som Livre",22,31,39,"199426"
34,"spotify:track:3GmJxfnUDrIs1iCfKUELFz","Marília Mendonça","Supera - Ao Vivo","Som Livre",1,25,298,"198467"
35,"spotify:track:1Nmcs8zk7LfcvHRgLtTM5J","Orochi, Papatinho","Amor de Fim de Noite","Mainstreet Records",26,45,205,"197092"
36,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Warner Records",8,48,75,"192795"
37,"spotify:track:2PqPSf3gtTED79rWGwVtYg","Diego & Victor Hugo","Áudio - Ao Vivo em Brasília","Sony Music Entertainment",23,29,332,"188434"
38,"spotify:track:2Ou6UYuUbNyqwXxRDSeFRf","Maiara & Maraisa","Aí Eu Bebo - Ao Vivo","Som Livre",13,26,235,"187708"
39,"spotify:track:63SHcJzckFykS8faA5zojY","MC Ingryd, DJ Henrique da VK","Vem Me Satisfazer","MC Ingryd",4,37,188,"186207"
40,"spotify:track:5PNvgiKSwMdjBsDsgFCFLX","Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion","Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix","Spinnin' Deep",12,39,67,"184254"
41,"spotify:track:28atBekPVlTdnU4M9Z7udd","Dilsinho, Luísa Sonza, Malibu","Não Vai Embora","Malibu Studios",36,47,32,"183288"
42,"spotify:track:2Q9TaUXNM4mNSCgJjbmsJe","Zé Neto & Cristiano","Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","Som Livre",4,27,193,"181895"
43,"spotify:track:6nI98wtHOJAYSASq22TCYu","Luan Santana","água com açúcar - ao vivo","Som Livre",3,32,85,"176055"
44,"spotify:track:08Sd5vVcIH3uKeAiaJdoYj","Lauana Prado","Viva Voz - Ao Vivo Em São Paulo / 2019","Universal Music Ltda.",33,42,95,"166874"
45,"spotify:track:3oqC4Ta40ft6NnTJwcUTdi","Rashid, Lukinhas, Emicida","Pipa Voada (feat. Emicida)","Sony Music Entertainment",39,53,93,"166869"
46,"spotify:track:5yaXBGNko8lmFSOvKWo99j","Matheus & Kauan","Então Toma - Ao Vivo","Universal Music Ltda.",36,40,60,"166731"
47,"spotify:track:5n8Y78Pl5q8lqS7sJP61qw","Diego & Arnaldo","Relógio Parado (Ao Vivo)","Sony Music Entertainment",32,35,236,"164231"
48,"spotify:track:1AfNdxHdE4OLcnQUyC6j3i","MC JottaPê, MC Kekel, MC Kevinho","Eterna Sacanagem","KondZilla Records",19,46,235,"161851"
49,"spotify:track:1IWNylpZ477gIVUDpJL66u","Lady Gaga, BLACKPINK","Sour Candy (with BLACKPINK)","Interscope",1,57,12,"160035"
50,"spotify:track:6QwFUcPc5nhsqZuhXUYtV7","Jorge & Mateus","Tijolão - Ao Vivo","Som Livre",1,44,382,"150813"
51,"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","Roddy Ricch","The Box","Atlantic Records",26,69,150,"141953"
52,"spotify:track:5fY9bVl1Wj4PIM3wnduWop","Marília Mendonça","Serenata - Ao Vivo","Som Livre",14,49,389,"133313"
53,"spotify:track:7DmZMqXYgQ1oI3z3bGUEbi","GIULIA BE","(não) era amor","WM Brazil",40,87,63,"131434"
54,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",54,89,285,"131390"
55,"spotify:track:2uhBCMHwS3SATOHIgM2KPF","Zé Neto & Cristiano","Textão - Ao Vivo","Som Livre",44,52,102,"123831"
56,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",46,108,118,"122955"
57,"spotify:track:39Yp9wwQiSRIDOvrVg7mbk","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS","Cactus Jack / Epic",13,94,46,"122324"
58,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",55,99,31,"121882"
59,"spotify:track:4HUZBG98TYbxSR9V1V2DWS","Thiaguinho MT, Mila, JS o Mão de Ouro","Tudo Ok","Sony Music Entertainment",1,59,162,"119096"
60,"spotify:track:5q0NlM6Pm8Pp3orq7zGiRn","Matheus & Kauan, Jorge & Mateus","Quarta Cadeira - Ao Vivo","Universal Music Ltda.",9,54,445,"118770"
61,"spotify:track:7sYAS4CpbV90oSemgaEQat","Alok, Dynoro","On & On","Columbia/B1 Recordings",51,92,199,"118733"
62,"spotify:track:3VQF7gLCASQQ3lQkOnFBhz","Mila, MC JottaPê","O Amor Que Tu Perdeu","KondZilla",61,66,45,"118648"
63,"spotify:track:17Ryox5vWKp92IDW87C5PI","Gusttavo Lima","Quem Traiu Levou - Ao Vivo","Sony Music Entertainment",14,50,271,"118527"
64,"spotify:track:22rcaYTa2UgcLCbeO0NoNj","Priscilla Alcantara, Whindersson Nunes","Girassol","Sony Music Entertainment",5,122,180,"118155"
65,"spotify:track:2cWCwWJTozhsGxmvrJJaXn","Recayd Mob, Dfideliz, MC Igu, Jé Santiago, Derek","Mlks de Sp","Recayd Mob",65,114,3,"117642"
66,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",32,93,99,"117130"
67,"spotify:track:1GWUiFYLYEapxYHnASyOud","Wesley Safadão","Não Valeu","Som Livre",51,51,25,"116970"
68,"spotify:track:3ZROq16fQ1o2dWEGkHPHkJ","Yasmin Santos, Wesley Safadão","Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","Sony Music Entertainment",30,58,266,"115018"
69,"spotify:track:7vpGKEUPrA4UEsS4o4W1tP","Pabllo Vittar","Amor de Que","Sony Music Entertainment",10,78,221,"114360"
70,"spotify:track:62aP9fBQKYKxi7PDXwcUAS","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)","Astralwerks",70,124,29,"114032"
71,"spotify:track:5JKaHAt4atuNoLqpyDgbyK","Pineapple StormTv, Froid, Xamã, Dk 47, Chris MC, Cynthia Luz, Luccas Carlos, Hunter","Poesia Acústica - Paris","Pineapple StormTV",71,107,81,"113951"
72,"spotify:track:7Gk5OrMYaMRtT2JmgJVAfk","ANAVITÓRIA, Vitor Kley","Pupila","Universal Music Ltda.",14,103,340,"113735"
73,"spotify:track:1K7WzjKDcDdVbKNGrB0gej","Major Lazer, MC Lan, Anitta, BEAM","Rave de Favela (feat. BEAM)","WM Brazil",2,71,115,"113690"
74,"spotify:track:13Rf6RaZT13TW4xLQR3MQr","Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter","Poesia Acústica #6: Era uma Vez","Pineapple StormTV",14,104,531,"113609"
75,"spotify:track:4HBZA5flZLE435QTztThqH","Ariana Grande, Justin Bieber","Stuck with U (with Justin Bieber)","Ariana Grande & Justin Bieber ""Stuck With U""- Charity",15,132,32,"113283"
76,"spotify:track:7CHi4DtfK4heMlQaudCuHK","MEDUZA, Becky Hill, Goodboys","Lose Control","Virgin",53,123,186,"110730"
77,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",2,111,354,"110676"
78,"spotify:track:6hqJJY6rwAUS2zl9FsCQQH","Dilsinho","Deixa pra Amanhã - Ao Vivo","Sony Music Entertainment",53,86,42,"110660"
79,"spotify:track:48CAeajgzcGJaVUSsXd7h0","Guilherme & Benuto, Israel & Rodolffo","Declaração pro Bar - Ao Vivo","Sony Music Entertainment",53,56,114,"110465"
80,"spotify:track:3MkdA6vwF0ifRl86yzTlJW","Matuê","Kenny G","Sony Music Entertainment",5,105,278,"110182"
81,"spotify:track:0v8OKUrqZGoEbgEUXScRSQ","Alok, THRDL!FE","Hear Me Tonight","Columbia/B1 Recordings",55,117,41,"110123"
82,"spotify:track:7ArNH109yIfwIquJ535fsi","Marcos & Belutti, Gaab","Certo e Duvidoso (feat. Gaab) - Ao Vivo","Sony Music Entertainment",55,60,132,"109098"
83,"spotify:track:2rRJrJEo19S2J82BDsQ3F7","Trevor Daniel","Falling","Alamo",51,116,179,"108247"
84,"spotify:track:3dPvQLKl42dMYWV4LWRTLK","Os Barões Da Pisadinha","Tá Rocheda","Sony Music Entertainment",55,55,104,"108214"
85,"spotify:track:7M6D0ACikinC39ZtuEwMPo","Dayvi, Victor Cardenas, Rennan da Penha, Kelly Ruíz","Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix","Sony Music Entertainment",73,73,34,"108103"
86,"spotify:track:3Uq45ipGutypFPmETfaoaH","MC Du Black, DJ 2F","Gaiola É o Troco","EP MIX Editora",1,77,316,"107316"
87,"spotify:track:5STHFaWYO1KeyITjvB4hR8","Marília Mendonça","Tentativas","Som Livre",20,76,116,"106168"
88,"spotify:track:5GAdMAL3tRJkVN1HtwohK2","Mc Don Juan, Maiara & Maraisa","Vai Ter Que Aguentar","GR6 Music",88,135,8,"105631"
89,"spotify:track:72xB2J9ZeBl0Rzxq2XmzdY","João Gustavo e Murilo, Analaga","Lençol Dobrado","WM Brazil",2,74,582,"105386"
90,"spotify:track:2epD7jzjNfrQYxdSaODCvF","Mc Brunyn, Mc Moana","Vai Luan, Rainha dos Faixa Preta","Mc Brunyn",72,72,74,"105170"
91,"spotify:track:7qpXCkcr3Zj4LDvdiWryns","Diego & Victor Hugo","Erro Antigo - Ao Vivo","Sony Music Entertainment",53,63,137,"104563"
