rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	1	73	800528	3Ghyp3X5Ua9ypHnBIgOObI
2	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	2	2	49	644307	4HUZBG98TYbxSR9V1V2DWS
3	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	2	3	73	640234	3tv697PZNnaQN0Mn2zGhS5
4	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	4	87	619552	4lKuzrdZrJuCAedbIslF3A
5	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	5	6	75	514479	63SHcJzckFykS8faA5zojY
6	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	5	5	38	513366	3tc8Z4lGzOIwmIVftsxO6o
7	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	6	7	87	509934	5L8ZEyIdZ2KE4Wf51SsuOF
8	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	8	89	482264	2bPtwnrpFNEe8N7Q85kLHw
9	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	9	9	108	465462	3J5Pu25BODMex4Jpy4l6FL
10	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	10	80	464210	2Q9TaUXNM4mNSCgJjbmsJe
11	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	11	129	458729	2PWjKmjyTZeDpmOUa3a5da
12	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	12	147	440889	1rgnBhdG2JDFTbYkYRZAku
13	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	13	140	437750	5F8ffc8KWKNawllr5WsW0r
14	spotify:track:7vZqxuOvEwRHsGVaDykzpY	Os Parazim	Porta Mala	Os Parazim	7	14	58	413535	7vZqxuOvEwRHsGVaDykzpY
15	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	15	185	402516	3GmJxfnUDrIs1iCfKUELFz
16	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	16	176	398988	1uryupl9hqVZYurJwH4G9k
17	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	17	17	17	398154	5W1kqz2l1lDX77DXBMeXZg
18	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	18	122	374445	6lK3nCiigk34SGqEjpQoqO
19	spotify:track:2RMOwSvOGQyy985Vx4VSGQ	LUDMILLA, Topo La Maskara, Walshy Fire	Verdinha	WM Brazil	8	19	80	340847	2RMOwSvOGQyy985Vx4VSGQ
20	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	20	20	38	336859	7o9LwQmTuIDm4LyyHFIWul
21	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	22	269	333632	6QwFUcPc5nhsqZuhXUYtV7
22	spotify:track:2qD7VoDYcrAPY0cVEfpsR5	Anitta, Marília Mendonça	Some que ele vem atrás	WM Brazil	2	23	110	328064	2qD7VoDYcrAPY0cVEfpsR5
23	spotify:track:5FFpRbsH9WDYNoLauRAHpj	MC Kevinho, Dadá Boladão, MC JottaPê	Paredão	WM Brazil	18	21	56	324199	5FFpRbsH9WDYNoLauRAHpj
24	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	1	24	202	323141	5dKesZwp6deuhEeW8F1UEi
25	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	26	203	317044	3Uq45ipGutypFPmETfaoaH
26	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	5	27	145	312882	14kRWkCWBYfQqILflEcpSJ
