rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	2	21	597539	2WlZuBDgLfT7Kc0admhFdg
2	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	1	124	532833	3tv697PZNnaQN0Mn2zGhS5
3	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	3	124	465691	3Ghyp3X5Ua9ypHnBIgOObI
4	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	5	159	436212	3PfIrDoz19wz7qK7tYeu62
5	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	2	4	53	404761	1K7WzjKDcDdVbKNGrB0gej
6	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	6	89	389835	3tc8Z4lGzOIwmIVftsxO6o
7	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	7	68	354795	5W1kqz2l1lDX77DXBMeXZg
8	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	8	180	328887	2PWjKmjyTZeDpmOUa3a5da
9	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	9	9	33	325792	0RaIjuKU5hudMteEXwr4RS
10	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	10	159	321459	3J5Pu25BODMex4Jpy4l6FL
11	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	11	12	60	317833	7Ac3BmqTQoLdAt7HtZyfgN
12	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	12	14	21	315948	60wF0XnX7A0jVpDNA5v8vi
13	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	11	198	315777	1rgnBhdG2JDFTbYkYRZAku
14	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	13	138	302642	4lKuzrdZrJuCAedbIslF3A
15	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	8	15	68	286873	4p8pEdPYOQLzJUKYrLOacy
16	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	16	138	282305	5L8ZEyIdZ2KE4Wf51SsuOF
17	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	18	126	278487	63SHcJzckFykS8faA5zojY
18	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	17	131	277091	2Q9TaUXNM4mNSCgJjbmsJe
19	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	21	236	272625	3GmJxfnUDrIs1iCfKUELFz
20	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	20	20	40	272542	24Yi9hE78yPEbZ4kxyoXAI
21	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	19	320	250886	6QwFUcPc5nhsqZuhXUYtV7
22	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	23	227	249291	1uryupl9hqVZYurJwH4G9k
23	spotify:track:6nI98wtHOJAYSASq22TCYu	Luan Santana	água com açúcar - ao vivo	Som Livre	20	22	23	245408	6nI98wtHOJAYSASq22TCYu
24	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	23	27	102	239506	0VjIjW4GlUZAMYd2vXMi3b
25	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	25	140	235858	2bPtwnrpFNEe8N7Q85kLHw
26	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	16	26	89	235010	7o9LwQmTuIDm4LyyHFIWul
27	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	24	100	224901	4HUZBG98TYbxSR9V1V2DWS
28	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	29	183	224779	2MOq63fxuFLYQM3CsDcFs1
29	spotify:track:017PF4Q3l4DBUiWoXk4OWT	Dua Lipa	Break My Heart	Warner Records	8	28	13	222092	017PF4Q3l4DBUiWoXk4OWT
30	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	30	31	30	220911	7eJMfftS33KTjuF7lTsMCx
31	spotify:track:0nbXyq5TXYPCO7pr3N8S4I	Roddy Ricch	The Box	Atlantic Records	26	30	88	217323	0nbXyq5TXYPCO7pr3N8S4I
32	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	21	32	127	211671	146Vb458Y5RbqEa0fYFPzm
33	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	24	33	117	196842	4j2bK4fnc2s6GyVmhJsJhk
34	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	14	39	327	194754	5fY9bVl1Wj4PIM3wnduWop
35	spotify:track:7vpGKEUPrA4UEsS4o4W1tP	Pabllo Vittar	Amor de Que	Sony Music Entertainment	10	35	159	194740	7vpGKEUPrA4UEsS4o4W1tP
36	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	34	191	192237	5F8ffc8KWKNawllr5WsW0r
37	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	36	173	189869	6lK3nCiigk34SGqEjpQoqO
38	spotify:track:3AzjcOeAmA57TIOr9zF1ZW	Dua Lipa	Physical	Warner Records	11	37	65	186972	3AzjcOeAmA57TIOr9zF1ZW
39	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	5	38	196	185621	14kRWkCWBYfQqILflEcpSJ
40	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	41	520	176372	72xB2J9ZeBl0Rzxq2XmzdY
41	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	32	40	124	176304	3WjSkl7VDWY1prwJw7dSG0
42	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	30	42	270	174583	2PqPSf3gtTED79rWGwVtYg
43	spotify:track:127QTOFJsJQp5LbJbu3A1y	Drake	Toosie Slide	OVO	43	47	5	170639	127QTOFJsJQp5LbJbu3A1y
44	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	19	45	173	170103	1AfNdxHdE4OLcnQUyC6j3i
45	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	9	43	383	168918	5q0NlM6Pm8Pp3orq7zGiRn
46	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	21	46	159	164288	1MmS7UIy3J1BTxfGCRvVqN
47	spotify:track:4UUtssVRs2aQTLQCAAtZg1	Jorge & Mateus	Mil Anos - Recorded At Mosh Studios, São Paulo	Som Livre	29	44	120	158623	4UUtssVRs2aQTLQCAAtZg1
48	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	34	49	174	157946	5n8Y78Pl5q8lqS7sJP61qw
49	spotify:track:5MArTXEVyKBwoodjdy04fk	Zé Felipe, Gusttavo Lima	Tiro Certo - Ao Vivo	Som Livre	14	50	299	154863	5MArTXEVyKBwoodjdy04fk
50	spotify:track:2Yz14TQlxNXHmnkml4TyDL	Gabi Martins	Neném - Ao Vivo	Gabi Martins	48	48	18	154171	2Yz14TQlxNXHmnkml4TyDL
