rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
11	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	11	14	19	2582918	7o9LwQmTuIDm4LyyHFIWul
12	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	7	10	29	2476210	3J5Pu25BODMex4Jpy4l6FL
13	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	9	12	15	2349157	7Ac3BmqTQoLdAt7HtZyfgN
14	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	14	17	8	2288073	67mqU3FeErlvWwsxnMfvQo
15	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	11	11	12	2228656	24Yi9hE78yPEbZ4kxyoXAI
16	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	16	19	24	2128734	3WjSkl7VDWY1prwJw7dSG0
17	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	15	15	25	2101152	146Vb458Y5RbqEa0fYFPzm
18	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	18	18	10	2049742	7eJMfftS33KTjuF7lTsMCx
19	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	6	16	26	1987979	5L8ZEyIdZ2KE4Wf51SsuOF
20	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	20	22	7	1950155	5LpLYzpV0HWKI2DlPmNywg
21	spotify:track:5PNvgiKSwMdjBsDsgFCFLX	Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion	Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix	Spinnin' Deep	21	28	7	1940244	5PNvgiKSwMdjBsDsgFCFLX
22	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	27	26	1850161	4lKuzrdZrJuCAedbIslF3A
23	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	23	40	1801508	3GmJxfnUDrIs1iCfKUELFz
24	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	3	8	14	1775929	1K7WzjKDcDdVbKNGrB0gej
25	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	20	32	1771351	2PWjKmjyTZeDpmOUa3a5da
26	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	7	21	25	1766106	2Q9TaUXNM4mNSCgJjbmsJe
27	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	26	26	20	1762069	0VjIjW4GlUZAMYd2vXMi3b
28	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	9	25	39	1736752	1uryupl9hqVZYurJwH4G9k
29	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	24	36	1732117	1rgnBhdG2JDFTbYkYRZAku
30	spotify:track:0GrEqRHf5FioT1hOB8PBxZ	Marília Mendonça	Vira Homem	Som Livre	28	29	3	1710921	0GrEqRHf5FioT1hOB8PBxZ
31	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	26	38	23	1708899	4j2bK4fnc2s6GyVmhJsJhk
32	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	27	30	45	1689719	2PqPSf3gtTED79rWGwVtYg
33	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	10	35	16	1615591	4p8pEdPYOQLzJUKYrLOacy
34	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	15	34	33	1598018	2MOq63fxuFLYQM3CsDcFs1
35	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	5	33	24	1576606	63SHcJzckFykS8faA5zojY
36	spotify:track:1Nmcs8zk7LfcvHRgLtTM5J	Orochi, Papatinho	Amor de Fim de Noite	Mainstreet Records	36	41	28	1553852	1Nmcs8zk7LfcvHRgLtTM5J
37	spotify:track:017PF4Q3l4DBUiWoXk4OWT	Dua Lipa	Break My Heart	Warner Records	15	32	8	1533386	017PF4Q3l4DBUiWoXk4OWT
38	spotify:track:2Ou6UYuUbNyqwXxRDSeFRf	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	17	37	31	1526366	2Ou6UYuUbNyqwXxRDSeFRf
39	spotify:track:28atBekPVlTdnU4M9Z7udd	Dilsinho, Luísa Sonza, Malibu	Não Vai Embora	Malibu Studios	39	53	2	1478414	28atBekPVlTdnU4M9Z7udd
40	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	38	46	31	1469840	5n8Y78Pl5q8lqS7sJP61qw
41	spotify:track:466cKvZn1j45IpxDdYZqdA	Drake	Toosie Slide	OVO	31	36	7	1450373	466cKvZn1j45IpxDdYZqdA
42	spotify:track:08Sd5vVcIH3uKeAiaJdoYj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	37	40	11	1371212	08Sd5vVcIH3uKeAiaJdoYj
43	spotify:track:3oqC4Ta40ft6NnTJwcUTdi	Rashid, Lukinhas, Emicida	Pipa Voada (feat. Emicida)	Sony Music Entertainment	43	48	11	1367021	3oqC4Ta40ft6NnTJwcUTdi
44	spotify:track:17Ryox5vWKp92IDW87C5PI	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	16	43	36	1348924	17Ryox5vWKp92IDW87C5PI
45	spotify:track:7DmZMqXYgQ1oI3z3bGUEbi	GIULIA BE	(não) era amor	WM Brazil	45	99	6	1323963	7DmZMqXYgQ1oI3z3bGUEbi
46	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	42	52	1298131	6QwFUcPc5nhsqZuhXUYtV7
47	spotify:track:23zmMwD99ROi9yhxqMxWil	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	47	55	13	1293008	23zmMwD99ROi9yhxqMxWil
48	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	25	49	29	1264092	1MmS7UIy3J1BTxfGCRvVqN
49	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	2	50	21	1230637	4HUZBG98TYbxSR9V1V2DWS
50	spotify:track:600Byp0tUwr2aDLm361rG1	Matheus & Kauan	Então Toma - Ao Vivo	Universal Music Ltda.	50	57	6	1199843	600Byp0tUwr2aDLm361rG1
51	spotify:track:4HBZA5flZLE435QTztThqH	Ariana Grande, Justin Bieber	Stuck with U (with Justin Bieber)	"Ariana Grande & Justin Bieber ""Stuck With U""- Charity"	31	31	2	1185533	4HBZA5flZLE435QTztThqH
52	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	52	61	5	1149063	0SJtvFn4vqgJPscSbEPaql
53	spotify:track:57zQSScHq19ztrMnjWCPBI	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	53	-1	1	1141457	57zQSScHq19ztrMnjWCPBI
54	spotify:track:0nbXyq5TXYPCO7pr3N8S4I	Roddy Ricch	The Box	Atlantic Records	32	47	19	1131223	0nbXyq5TXYPCO7pr3N8S4I
55	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	26	54	31	1129566	1AfNdxHdE4OLcnQUyC6j3i
56	spotify:track:39Yp9wwQiSRIDOvrVg7mbk	THE SCOTTS, Travis Scott, Kid Cudi	THE SCOTTS	Cactus Jack / Epic	21	44	4	1090708	39Yp9wwQiSRIDOvrVg7mbk
57	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	16	51	53	1087566	5fY9bVl1Wj4PIM3wnduWop
58	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	10	52	61	1075685	5q0NlM6Pm8Pp3orq7zGiRn
59	spotify:track:79BHjj4YkvbpOlMvG6wf3n	Luan Santana	boa memória - ao vivo	Som Livre	59	153	6	1061631	79BHjj4YkvbpOlMvG6wf3n
60	spotify:track:2uhBCMHwS3SATOHIgM2KPF	Zé Neto & Cristiano	Textão - Ao Vivo	Som Livre	47	58	12	1019830	2uhBCMHwS3SATOHIgM2KPF
61	spotify:track:5MArTXEVyKBwoodjdy04fk	Zé Felipe, Gusttavo Lima	Tiro Certo - Ao Vivo	Som Livre	20	59	49	1013901	5MArTXEVyKBwoodjdy04fk
62	spotify:track:48CAeajgzcGJaVUSsXd7h0	Guilherme & Benuto, Israel & Rodolffo	Declaração pro Bar - Ao Vivo	Sony Music Entertainment	58	64	14	1004472	48CAeajgzcGJaVUSsXd7h0
63	spotify:track:1JP3iGUerYKKYQwXGQGYks	Manu Gavassi	áudio de desculpas	Universal Music Ltda.	45	45	4	980870	1JP3iGUerYKKYQwXGQGYks
64	spotify:track:6hqJJY6rwAUS2zl9FsCQQH	Dilsinho	Deixa pra Amanhã - Ao Vivo	Sony Music Entertainment	63	63	4	976093	6hqJJY6rwAUS2zl9FsCQQH
65	spotify:track:7qpXCkcr3Zj4LDvdiWryns	Diego & Victor Hugo	Erro Antigo - Ao Vivo	Sony Music Entertainment	57	65	17	958741	7qpXCkcr3Zj4LDvdiWryns
66	spotify:track:3HXLUh9lzSrSLvrvLk2LjC	Henrique & Juliano	Se Eu Fosse Você - Ao Vivo	Virgin Music Label And Artist Services (S&D)	66	173	16	948614	3HXLUh9lzSrSLvrvLk2LjC
67	spotify:track:3ZROq16fQ1o2dWEGkHPHkJ	Yasmin Santos, Wesley Safadão	Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo	Sony Music Entertainment	35	60	36	937909	3ZROq16fQ1o2dWEGkHPHkJ
68	spotify:track:2rRA0VNb8RcaUMAmgWFoCL	Yasmin Santos, Marília Mendonça	Para Pensa e Volta (feat. Marília Mendonça) - Ao Vivo	Sony Music Entertainment	21	74	47	934503	2rRA0VNb8RcaUMAmgWFoCL
69	spotify:track:6sRLrSetyIwIKhW1eMlUNP	Matheus & Kauan, Marília Mendonça	Vou Ter Que Superar - Ao Vivo	Universal Music Ltda.	2	75	61	931275	6sRLrSetyIwIKhW1eMlUNP
70	spotify:track:7sYAS4CpbV90oSemgaEQat	Alok, Dynoro	On & On	Columbia/B1 Recordings	62	62	26	917386	7sYAS4CpbV90oSemgaEQat
71	spotify:track:3vSXPjfcebTt5mB8DXHWM6	Wesley Safadão	Dois Lados	Som Livre	41	71	41	913160	3vSXPjfcebTt5mB8DXHWM6
72	spotify:track:3VQF7gLCASQQ3lQkOnFBhz	Mila, MC JottaPê	O Amor Que Tu Perdeu	KondZilla	72	114	3	907886	3VQF7gLCASQQ3lQkOnFBhz
73	spotify:track:7vpGKEUPrA4UEsS4o4W1tP	Pabllo Vittar	Amor de Que	Sony Music Entertainment	15	68	29	903386	7vpGKEUPrA4UEsS4o4W1tP
74	spotify:track:2TR917wkDeRvwTE5cSfZFf	Humberto & Ronaldo, Matheus & Kauan	Tchau Brigado - Ao Vivo	Humberto e Ronaldo	53	76	20	894288	2TR917wkDeRvwTE5cSfZFf
75	spotify:track:6gBFPUFcJLzWGx4lenP6h2	Travis Scott	goosebumps	Epic/Grand Hustle	42	67	13	879126	6gBFPUFcJLzWGx4lenP6h2
76	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	66	27	877793	2bPtwnrpFNEe8N7Q85kLHw
77	spotify:track:0v8OKUrqZGoEbgEUXScRSQ	Alok, THRDL!FE	Hear Me Tonight	Columbia/B1 Recordings	73	73	3	864459	0v8OKUrqZGoEbgEUXScRSQ
78	spotify:track:7qEHsqek33rTcFNT9PFqLf	Lewis Capaldi	Someone You Loved	Vertigo Berlin	78	81	37	852381	7qEHsqek33rTcFNT9PFqLf
79	spotify:track:7ArNH109yIfwIquJ535fsi	Marcos & Belutti, Gaab	Certo e Duvidoso (feat. Gaab) - Ao Vivo	Sony Music Entertainment	61	77	17	844785	7ArNH109yIfwIquJ535fsi
80	spotify:track:2rRJrJEo19S2J82BDsQ3F7	Trevor Daniel	Falling	Alamo	55	72	23	842027	2rRJrJEo19S2J82BDsQ3F7
81	spotify:track:2DsZ6pXK1AG6emFugTeYW3	Melim	Gelo	UMG Recordings, Inc.	38	126	39	836036	2DsZ6pXK1AG6emFugTeYW3
82	spotify:track:22rcaYTa2UgcLCbeO0NoNj	Priscilla Alcantara, Whindersson Nunes	Girassol	Sony Music Entertainment	9	79	23	835348	22rcaYTa2UgcLCbeO0NoNj
83	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	69	81	835252	72xB2J9ZeBl0Rzxq2XmzdY
84	spotify:track:4UUtssVRs2aQTLQCAAtZg1	Jorge & Mateus	Mil Anos - Recorded At Mosh Studios, São Paulo	Som Livre	38	85	23	830035	4UUtssVRs2aQTLQCAAtZg1
85	spotify:track:5STHFaWYO1KeyITjvB4hR8	Marília Mendonça	Tentativas	Som Livre	34	70	14	827259	5STHFaWYO1KeyITjvB4hR8
86	spotify:track:1U3tv41tFRgOfbytpuYQrR	Zé Neto & Cristiano	Ferida Curada	Som Livre	6	86	44	814154	1U3tv41tFRgOfbytpuYQrR
87	spotify:track:7Gk5OrMYaMRtT2JmgJVAfk	ANAVITÓRIA, Vitor Kley	Pupila	Universal Music Ltda.	16	83	46	811733	7Gk5OrMYaMRtT2JmgJVAfk
88	spotify:track:7CHi4DtfK4heMlQaudCuHK	MEDUZA, Becky Hill, Goodboys	Lose Control	Virgin	63	82	23	809120	7CHi4DtfK4heMlQaudCuHK
89	spotify:track:0uaR51nHWtVrVPOFPeGyDq	Eduardo Costa	Ainda Tô Aí - Ao Vivo	Talismã Music	39	39	5	808414	0uaR51nHWtVrVPOFPeGyDq
90	spotify:track:4uqh9bualXNHXXwO2wPorc	Katy Perry	Daisies	Capitol Records	90	-1	1	803544	4uqh9bualXNHXXwO2wPorc
91	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	96	43	792033	3Uq45ipGutypFPmETfaoaH
92	spotify:track:5FFpRbsH9WDYNoLauRAHpj	MC Kevinho, Dadá Boladão, MC JottaPê	Paredão	WM Brazil	19	93	22	788273	5FFpRbsH9WDYNoLauRAHpj
93	spotify:track:3MkdA6vwF0ifRl86yzTlJW	Matuê	Kenny G	Sony Music Entertainment	7	87	37	781191	3MkdA6vwF0ifRl86yzTlJW
94	spotify:track:6v3KW9xbzN5yKLt9YKDYA2	Shawn Mendes, Camila Cabello	Señorita	Island Records	2	91	48	776918	6v3KW9xbzN5yKLt9YKDYA2
95	spotify:track:159ntSAEWJ9zIMOSXmQ530	Luan Santana	choque térmico - ao vivo	Som Livre	14	92	39	775421	159ntSAEWJ9zIMOSXmQ530
96	spotify:track:7McCAKExE8KsI2q4Y8wx4U	Murilo Huff, Marília Mendonça	Dois Enganados	Artinvox	49	95	51	775233	7McCAKExE8KsI2q4Y8wx4U
97	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	6	100	34	770961	14kRWkCWBYfQqILflEcpSJ
98	spotify:track:5U28PY9MekLyCBYtLHGQpe	Melim	Meu Abrigo	Universal Music Ltda.	3	97	104	756641	5U28PY9MekLyCBYtLHGQpe
99	spotify:track:4jGzR5Vri06Y5T9SxM7m5P	Xand Avião, Gusttavo Lima	Algo Mais (Amante) - Ao Vivo	Som Livre	14	101	53	756163	4jGzR5Vri06Y5T9SxM7m5P
100	spotify:track:4E6RdcCWMiHTu7zy1VTNDo	Marília Mendonça	Todo Mundo Vai Sofrer - Ao Vivo	Som Livre	1	88	53	752044	4E6RdcCWMiHTu7zy1VTNDo
101	spotify:track:32qETd0e2eKMs2BiMocPc0	Simone & Simaria	Amoreco	UMG Recordings, Inc.	13	90	14	751844	32qETd0e2eKMs2BiMocPc0
102	spotify:track:13Rf6RaZT13TW4xLQR3MQr	Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter	Poesia Acústica #6: Era uma Vez	Pineapple StormTV	18	103	73	751379	13Rf6RaZT13TW4xLQR3MQr
103	spotify:track:3AzjcOeAmA57TIOr9zF1ZW	Dua Lipa	Physical	Warner Records	24	84	16	747659	3AzjcOeAmA57TIOr9zF1ZW
104	spotify:track:3kGx7JDcz0FvWszSyuuQN6	Henrique & Juliano	Sem Amor - Ao Vivo	Virgin Music Label And Artist Services (S&D)	104	-1	1	737551	3kGx7JDcz0FvWszSyuuQN6
105	spotify:track:21jGcNKet2qwijlDFuPiPb	Post Malone	Circles	Republic Records	42	102	38	735638	21jGcNKet2qwijlDFuPiPb
106	spotify:track:3Dv1eDb0MEgF93GpLXlucZ	Doja Cat	Say So	Kemosabe Records/RCA Records	58	78	13	735211	3Dv1eDb0MEgF93GpLXlucZ
107	spotify:track:5JKaHAt4atuNoLqpyDgbyK	Pineapple StormTv, Froid, Xamã, Dk 47, Chris MC, Cynthia Luz, Luccas Carlos, Hunter	Poesia Acústica - Paris	Pineapple StormTV	94	106	9	732237	5JKaHAt4atuNoLqpyDgbyK
108	spotify:track:2xLMifQCjDGFmkHkpNLD9h	Travis Scott	SICKO MODE	Cactus Jack / Epic / Grand Hustle	39	89	10	731253	2xLMifQCjDGFmkHkpNLD9h
109	spotify:track:2qD7VoDYcrAPY0cVEfpsR5	Anitta, Marília Mendonça	Some que ele vem atrás	WM Brazil	2	94	30	729294	2qD7VoDYcrAPY0cVEfpsR5
110	spotify:track:7ytR5pFWmSjzHJIeQkgog4	DaBaby, Roddy Ricch	ROCKSTAR (feat. Roddy Ricch)	South Coast Music Group/Interscope Records	110	161	2	726860	7ytR5pFWmSjzHJIeQkgog4
111	spotify:track:3jjujdWJ72nww5eGnfs2E7	Harry Styles	Adore You	Columbia	69	122	24	716248	3jjujdWJ72nww5eGnfs2E7
112	spotify:track:2epD7jzjNfrQYxdSaODCvF	Mc Brunyn, Mc Moana	Vai Luan, Rainha dos Faixa Preta	Mc Brunyn	112	144	8	713491	2epD7jzjNfrQYxdSaODCvF
113	spotify:track:7k4t7uLgtOxPwTpFmtJNTY	KAROL G, Nicki Minaj	Tusa	TUSA - Karol G & Nicki Minaj	49	104	20	709722	7k4t7uLgtOxPwTpFmtJNTY
114	spotify:track:35UE1nhYHTax1g6y90pTKE	Henrique & Juliano	Amor Atual - Ao Vivo	Virgin Music Label And Artist Services (S&D)	71	172	7	703851	35UE1nhYHTax1g6y90pTKE
115	spotify:track:4gDvg62vG96w0qJaF6wzcd	Diego & Victor Hugo, Zé Neto & Cristiano	A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília	Sony Music Entertainment	17	121	61	701443	4gDvg62vG96w0qJaF6wzcd
116	spotify:track:1Cv1YLb4q0RzL6pybtaMLo	Surfaces	Sunday Best	Surfaces, LLC / TenThousand Projects, LLC	87	105	10	700684	1Cv1YLb4q0RzL6pybtaMLo
117	spotify:track:6toDZSoqG5QUitFsoxavRy	Vitão, Anitta	Complicado	Universal Music Ltda.	13	80	33	695729	6toDZSoqG5QUitFsoxavRy
118	spotify:track:2b8fOow8UzyDFAE27YhOZM	Maroon 5	Memories	Interscope Records*	106	118	32	687842	2b8fOow8UzyDFAE27YhOZM
119	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	2	123	43	681474	5dKesZwp6deuhEeW8F1UEi
120	spotify:track:4nK5YrxbMGZstTLbvj6Gxw	BENEE, Gus Dapperton	Supalonely	Republic Records	107	107	6	679959	4nK5YrxbMGZstTLbvj6Gxw
121	spotify:track:1qCLx3nX25NuhfPjM5E1qV	Melim	Ouvi Dizer	Universal Music Ltda.	13	120	96	679862	1qCLx3nX25NuhfPjM5E1qV
122	spotify:track:1G60NjxeOS7veR1EXuKPaW	Gustavo Mioto	Fake News - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	20	115	55	679856	1G60NjxeOS7veR1EXuKPaW
123	spotify:track:1qy7aOHnfnOMJoT1fhoLYG	Marília Mendonça, Gaab	Intenção - Ao Vivo	Som Livre	58	98	40	679826	1qy7aOHnfnOMJoT1fhoLYG
124	spotify:track:62aP9fBQKYKxi7PDXwcUAS	Surf Mesa, Emilee	ily (i love you baby) (feat. Emilee)	Astralwerks	124	170	2	679693	62aP9fBQKYKxi7PDXwcUAS
125	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	105	110	16	679189	3dPvQLKl42dMYWV4LWRTLK
126	spotify:track:78qd8dvwea0Gosb6Fe6j3k	Doja Cat	Boss Bitch	Atlantic Records	105	117	7	678305	78qd8dvwea0Gosb6Fe6j3k
127	spotify:track:1GWUiFYLYEapxYHnASyOud	Wesley Safadão	Não Valeu	Som Livre	127	-1	1	676373	1GWUiFYLYEapxYHnASyOud
129	spotify:track:3eekarcy7kvN4yt5ZFzltW	Travis Scott	HIGHEST IN THE ROOM	Cactus Jack / Epic	44	108	18	667820	3eekarcy7kvN4yt5ZFzltW
130	spotify:track:3fLqmaO4vvZpFZSZy52VMp	Lagum, Ana Gabriela	Deixa (feat. Ana Gabriela)	Sony Music Entertainment	28	119	102	666287	3fLqmaO4vvZpFZSZy52VMp
131	spotify:track:4umIPjkehX1r7uhmGvXiSV	Justin Bieber, Quavo	Intentions (feat. Quavo)	RBMG/Def Jam	49	109	15	664294	4umIPjkehX1r7uhmGvXiSV
132	spotify:track:59WWulo1LM0njpIkcduCMn	Atitude 67	Tão Linda	Universal Music Ltda.	39	137	42	657965	59WWulo1LM0njpIkcduCMn
133	spotify:track:7M6D0ACikinC39ZtuEwMPo	Dayvi, Victor Cardenas, Rennan da Penha, Kelly Ruíz	Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix	Sony Music Entertainment	133	135	2	651118	7M6D0ACikinC39ZtuEwMPo
134	spotify:track:5aayWOEE7u7bxZ3r7dwIrX	IZA	Meu talismã	WM Brazil	94	116	35	648222	5aayWOEE7u7bxZ3r7dwIrX
135	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	124	34	646023	5F8ffc8KWKNawllr5WsW0r
136	spotify:track:6l1PdE7lQbodewVQh16GCM	Projota, Vitão	Sei Lá	Universal Music Ltda.	29	129	56	639967	6l1PdE7lQbodewVQh16GCM
137	spotify:track:6iW38RGqdDGOofmz2HeXLW	MEDUZA, Alok, Goodboys	Piece Of Your Heart - Alok Remix	Virgin	95	111	48	637148	6iW38RGqdDGOofmz2HeXLW
138	spotify:track:31yFXM26dazFnWI2eoOM5R	MC G15, Mc Livinho	Ela Vem	GR6 Music	21	139	48	636172	31yFXM26dazFnWI2eoOM5R
139	spotify:track:3YqLyRFwjGuPBT7EHoyQH7	Pk, Luísa Sonza	Tudo de bom	WM Brazil	73	134	17	635301	3YqLyRFwjGuPBT7EHoyQH7
140	spotify:track:0UcXwpDGXU9IAwo6ZeRneX	Henrique & Juliano	Eterno Replay - Ao Vivo	Virgin Music Label And Artist Services (S&D)	68	132	5	635032	0UcXwpDGXU9IAwo6ZeRneX
141	spotify:track:5v4GgrXPMghOnBBLmveLac	Megan Thee Stallion, Beyoncé	Savage Remix (feat. Beyoncé)	300 Entertainment	103	127	3	634780	5v4GgrXPMghOnBBLmveLac
142	spotify:track:1PLoN5xALSxzIXuQjTGMA0	Zeeba, Manu Gavassi	Eu Te Quero	BMG Rights Management (Brazil) Ltda	56	56	2	631086	1PLoN5xALSxzIXuQjTGMA0
143	spotify:track:22LAwLoDA5b4AaGSkg6bKW	Lil Mosey	Blueberry Faygo	Mogul Vision/Interscope Records	117	133	7	628752	22LAwLoDA5b4AaGSkg6bKW
