rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6	João Gomes	Meu Pedaço de Pecado	Sua Música	1	1	11	8091197	2kJRlOyrxsy7Ot3c5TZ8Q6
2	spotify:track:7aZusA4cWXz3Wv9e9uhavz	Matuê	Quer Voar	Sony Music Entertainment	2	57	2	7066121	7aZusA4cWXz3Wv9e9uhavz
3	spotify:track:25141FAgU1OmwoC9W2i5E3	Tarcísio do Acordeon, Marcynho Sensação	Rolê	Sua Música	3	6	4	6074236	25141FAgU1OmwoC9W2i5E3
4	spotify:track:5SwyN9hzmWjBsINlif8li8	Gusttavo Lima	Ficha Limpa	Sony Music Entertainment	3	3	10	5917125	5SwyN9hzmWjBsINlif8li8
5	spotify:track:4PQdrXMDHDPl1RczrrlADd	Luan Santana	MORENA	Sony Music Entertainment	2	2	9	5848458	4PQdrXMDHDPl1RczrrlADd
6	spotify:track:0FqVtQxRD3HsPltldG5v5M	João Gomes	Aquelas Coisas	Sua Música	3	4	10	5725516	0FqVtQxRD3HsPltldG5v5M
7	spotify:track:5F2xRvRFkxDvqdFtUNAEyw	João Gomes, Vitor Fernandes	Se For Amor	Sua Música	4	5	8	5331162	5F2xRvRFkxDvqdFtUNAEyw
8	spotify:track:1bWBG6IkMnDr3qvCKSvQT7	Matheus Fernandes, Dilsinho	Baby Me Atende	Som Livre	3	7	21	4961150	1bWBG6IkMnDr3qvCKSvQT7
9	spotify:track:7gMWTBRgB5CZdNDSuweCyr	Costa Gold, Kawe, André Nine	Se Essa Bunda	Som Livre	9	23	3	4381239	7gMWTBRgB5CZdNDSuweCyr
10	spotify:track:41pFFOnh1glVNIlrWOpBjb	Brisa Star, Thiago Jhonathan (TJ)	Se Joga no Passinho	Brisa Star	10	10	8	4305359	41pFFOnh1glVNIlrWOpBjb
11	spotify:track:0xBQvhJAm6f7J142ympKOn	Mari Fernandez	Não, Não Vou	Sony Music Entertainment	1	8	11	4302294	0xBQvhJAm6f7J142ympKOn
12	spotify:track:6pQKUKBpwr6GhfhcFFFozo	MC Zaquin, MC Rick	Não Nasceu pra Namorar	Funk Explode Records	5	11	23	4230678	6pQKUKBpwr6GhfhcFFFozo
13	spotify:track:1oIqP923yBKV45IaXm5s14	Os Barões Da Pisadinha, Maiara & Maraisa	Zero Saudade - Ao Vivo	Sony Music Entertainment	9	9	13	4134390	1oIqP923yBKV45IaXm5s14
14	spotify:track:4P7IXYPAkinTdZrBF5bGWp	Zé Neto & Cristiano	Você Beberia Ou Não Beberia?	Som Livre	14	26	4	4017630	4P7IXYPAkinTdZrBF5bGWp
15	spotify:track:4u06FbRh6FvV2FQZkouzCw	Henrique & Juliano	Arranhão - Ao Vivo	Virgin Music Label And Artist Services (S&D)	15	35	2	3767197	4u06FbRh6FvV2FQZkouzCw
16	spotify:track:27NovPIUIRrOZoCHxABJwK	Lil Nas X, Jack Harlow	INDUSTRY BABY (feat. Jack Harlow)	Columbia	16	20	4	3748601	27NovPIUIRrOZoCHxABJwK
17	spotify:track:2R9IrE42Mw4zdUXAEFNiZL	Zé Felipe, Os Barões Da Pisadinha	Senta Danada	Som Livre	17	22	5	3712623	2R9IrE42Mw4zdUXAEFNiZL
18	spotify:track:7Kba4OaxQFQ1zlknQUpNqN	Israel & Rodolffo, Wesley Safadão	Faz Amor Comigo Só Hoje - Ao Vivo	Som Livre	5	12	12	3567623	7Kba4OaxQFQ1zlknQUpNqN
19	spotify:track:3HquWF2pZmWYu3WAEP9Heb	Fernando & Sorocaba, Tarcísio do Acordeon	Só Não Divulga	Sony Music Entertainment	6	13	25	3448255	3HquWF2pZmWYu3WAEP9Heb
20	spotify:track:3Wrjm47oTz2sjIgck11l5e	Måneskin	Beggin'	RCA Records Label	11	15	9	3339231	3Wrjm47oTz2sjIgck11l5e
21	spotify:track:0qxLQ6opocOGyFnlXqJ53x	Mc Davi, Mc Pedrinho, Mc Don Juan	Bipolar	GR6 Music	1	14	17	3319975	0qxLQ6opocOGyFnlXqJ53x
22	spotify:track:6HV630GY0GT3RN2efFRmbP	Jorge & Mateus	Troca	Som Livre	7	16	17	3312578	6HV630GY0GT3RN2efFRmbP
23	spotify:track:0wRn3ggAY1fIupTaVigdza	Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats	A Cara do Crime (Nós Incomoda)	Mainstreet Records	17	17	12	3307307	0wRn3ggAY1fIupTaVigdza
24	spotify:track:5VTqW8raQYnj2avZ27nO2a	Luísa Sonza	penhasco.	Universal Music Ltda.	8	21	5	3307015	5VTqW8raQYnj2avZ27nO2a
25	spotify:track:3CUPWFarYwA0HJQqzje4UD	Vitinho Imperador	Volta Rapariga	Vitinho Imperador	18	18	7	3299492	3CUPWFarYwA0HJQqzje4UD
26	spotify:track:3ibiPPqHxdmX4nNp4kNHE9	Wesley Safadão	Passatempo	Som Livre	17	24	15	3073122	3ibiPPqHxdmX4nNp4kNHE9
27	spotify:track:2MZQAvsA7aZDssppBLRxYp	Israel & Rodolffo	Batom de Cereja - Ao Vivo	Som Livre	1	19	28	3003820	2MZQAvsA7aZDssppBLRxYp
28	spotify:track:6fe5D0ivKnpXFMAnoSRjah	Vitor e Luan, Henrique & Juliano	Localiza Aí BB	Vitor & Luan	26	32	27	2929659	6fe5D0ivKnpXFMAnoSRjah
29	spotify:track:2ookQf9qP2qiBuNFnNXyfl	John Amplificado	Chega E Senta - Ao Vivo	Virgin Music Label And Artist Services (S&D)	29	-1	1	2838544	2ookQf9qP2qiBuNFnNXyfl
30	spotify:track:6Lrzxd7ST5oQ6FYKXKH7Ia	Matheus & Kauan, Zé Vaqueiro	Vagabundo	Universal Music Ltda.	24	28	13	2803461	6Lrzxd7ST5oQ6FYKXKH7Ia
31	spotify:track:7IG7laqVpcvIIULrwWP5SA	Mc Poze do Rodo, Neo Beats, Mainstreet	Vida Louca	Mainstreet Records	6	27	20	2774318	7IG7laqVpcvIIULrwWP5SA
32	spotify:track:2YBKO08Wkc3eP5JdUSwng8	João Gomes	Eu Tenho a Senha	Sua Música	23	25	9	2767959	2YBKO08Wkc3eP5JdUSwng8
33	spotify:track:79Wou8NwYEFzTyDQudjENF	Diego & Victor Hugo	Desbloqueado - Ao Vivo	Sony Music Entertainment	29	29	14	2702071	79Wou8NwYEFzTyDQudjENF
34	spotify:track:1QiZYlh3oZg3zgn8eS99aB	João Gomes	Mete Um Block Nele	Sua Música	33	33	8	2476895	1QiZYlh3oZg3zgn8eS99aB
35	spotify:track:6giaOyDFbE4J8iclhCdW7E	Pineapple StormTv, Azzy, MC Ryan SP, Chris MC, Xamã, Lourena, L7NNON, Cynthia Luz, Mc Poze do Rodo, Salve Malak, Hunter	Poesia Acústica 11: Nada Mudou	Pineapple StormTV	12	31	9	2409453	6giaOyDFbE4J8iclhCdW7E
36	spotify:track:4cKn3YjlRNowwNQi5LuZkk	Luan Santana, Mc Don Juan	SORRIA	Sony Music Entertainment	36	38	3	2372236	4cKn3YjlRNowwNQi5LuZkk
37	spotify:track:2aqqXrjrPdRHU9uSeRmL3C	Mc Pepeu, DJ Swat	Menina Se Prepara	Doug Filmes	37	54	8	2308902	2aqqXrjrPdRHU9uSeRmL3C
38	spotify:track:58pgi1RpcU2fVJsxhm7BIr	Raí Saia Rodada	Tapão Na Raba	Som Livre	1	37	29	2251878	58pgi1RpcU2fVJsxhm7BIr
39	spotify:track:6AMTUbWihFZOwOeHxZN2Ge	Vitor Fernandes	Vou falar que não quero	Sua Música	29	39	25	2250242	6AMTUbWihFZOwOeHxZN2Ge
40	spotify:track:4RVwu0g32PAqgUiJoXsdF8	Billie Eilish	Happier Than Ever	Darkroom/Interscope Records	36	36	3	2232086	4RVwu0g32PAqgUiJoXsdF8
41	spotify:track:5PjdY0CKGZdEuoNab3yDmX	The Kid LAROI, Justin Bieber	STAY (with Justin Bieber)	Columbia	41	59	6	2203389	5PjdY0CKGZdEuoNab3yDmX
42	spotify:track:2QLbRVzixE282JSQjBz2DG	Alok, Mc Don Juan, Dj GBR	Liberdade (Quando o Grave Bate Forte)	GR6 Music	3	40	20	2198060	2QLbRVzixE282JSQjBz2DG
43	spotify:track:4llr8mcoauwrHBtjGb7F9S	MC Kevin o Chris	Tipo Gin - Ao Vivo	MC Kevin o Chris	4	34	17	2184104	4llr8mcoauwrHBtjGb7F9S
44	spotify:track:3q6ZCGgFDIVCJQ5XG4JTL2	BIN, LUDMILLA, Mainstreet, Dallass	Apê 1001	Mainstreet Records	44	51	10	2136868	3q6ZCGgFDIVCJQ5XG4JTL2
45	spotify:track:17UfXrL7Run3GyZJW4uRjC	Jorge & Mateus	Paradigmas	Som Livre	7	41	30	2097014	17UfXrL7Run3GyZJW4uRjC
46	spotify:track:4mdlehe2znCTAzlFhrOa09	mc jhenny, DJ KOSTA 22, Mc Gw	Chamo Teu Vulgo Malvadão	Love Funk	15	30	8	2085173	4mdlehe2znCTAzlFhrOa09
47	spotify:track:5AhnPqydkYbZAp4NkyJ7ED	PEDRO SAMPAIO, Luísa Sonza	ATENÇÃO	WM Brazil	15	47	14	2049555	5AhnPqydkYbZAp4NkyJ7ED
48	spotify:track:6Aw11M9NT2tBeEj3mPKrjy	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	3	43	44	2037920	6Aw11M9NT2tBeEj3mPKrjy
49	spotify:track:4AAIAVjSyiq1N7SXKkwXZe	Marília Mendonça	Troca de Calçada	Som Livre	7	44	29	1936209	4AAIAVjSyiq1N7SXKkwXZe
50	spotify:track:1h4u5t0EJZki8ieNGwwFXc	Zé Vaqueiro	Volta Comigo BB	Sony Music Entertainment	22	42	24	1921124	1h4u5t0EJZki8ieNGwwFXc
51	spotify:track:2SUPbyD77tJuOUbqbxct6l	Os Barões Da Pisadinha, Jorge	Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo	Sony Music Entertainment	7	46	26	1904901	2SUPbyD77tJuOUbqbxct6l
52	spotify:track:3Vi5XqYrmQgOYBajMWSvCi	Doja Cat	Need to Know	Kemosabe Records/RCA Records	52	68	6	1872251	3Vi5XqYrmQgOYBajMWSvCi
53	spotify:track:2upubCYkDvATo6ZZwHqrp9	Luísa Sonza, 6LACK	VIP *-*	Universal Music Ltda.	21	45	5	1866417	2upubCYkDvATo6ZZwHqrp9
54	spotify:track:4ZtFanR9U6ndgddUvNcjcG	Olivia Rodrigo	good 4 u	Olivia Rodrigo PS	7	49	14	1831628	4ZtFanR9U6ndgddUvNcjcG
55	spotify:track:2Gjt4rUHBUH0rMKpBg0hF4	Malu, DJ Lucas Beat	Disco Arranhado - Funk Remix	Essaéhit	2	48	24	1788597	2Gjt4rUHBUH0rMKpBg0hF4
56	spotify:track:7vCvUJyjMxRkPeo19nxmuk	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	5	50	38	1772901	7vCvUJyjMxRkPeo19nxmuk
57	spotify:track:67BtfxlNbhBmCDR2L2l8qd	Lil Nas X	MONTERO (Call Me By Your Name)	Columbia	15	53	21	1772883	67BtfxlNbhBmCDR2L2l8qd
58	spotify:track:1tYJnXtKLoWVIL4lZOouQG	Tayrone, Marília Mendonça	Cê Tá Preparada - Ao Vivo	Universal Music Ltda.	58	70	5	1698126	1tYJnXtKLoWVIL4lZOouQG
59	spotify:track:6vnKRiOjUjYT59xl4awHTx	Guilherme & Benuto	Sigilo - Ao Vivo	Sony Music Entertainment	41	60	22	1674174	6vnKRiOjUjYT59xl4awHTx
60	spotify:track:4Ls13Ag4SWnniiX4QLRltL	Vitor Fernandes	Acaso	Sua Música	13	58	28	1584118	4Ls13Ag4SWnniiX4QLRltL
61	spotify:track:0Iw6WyxOrleibC0j0fRJmk	Luísa Sonza	INTERE$$EIRA	Universal Music Ltda.	28	65	5	1577868	0Iw6WyxOrleibC0j0fRJmk
62	spotify:track:73ghohUx3BscZn4hQbD35X	Guilherme & Benuto, Os Barões Da Pisadinha	Faxina (Ao Vivo No Casa Filtr)	Sony Music Entertainment	56	56	2	1550506	73ghohUx3BscZn4hQbD35X
63	spotify:track:1a17gIb57XhPj2CMbqYABw	Hugo & Guilherme	Pingo de Dó - Ao Vivo	Som Livre	28	61	16	1531051	1a17gIb57XhPj2CMbqYABw
64	spotify:track:1uP6LzGFVwX2h2D39mOglz	Mc Branquinha	Eu Rebolo Sim	WM Brazil	48	52	9	1528028	1uP6LzGFVwX2h2D39mOglz
