rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:1c4htMHiolERc0YJvZNdlc	George Henrique & Rodrigo, Marília Mendonça	Vai Lá Em Casa Hoje	Worldshow Promoções e Eventos	1	2	9	7426330	1c4htMHiolERc0YJvZNdlc
2	spotify:track:4qsOrxBv09HhNSpsgMRXdC	Marília Mendonça, Maiara & Maraisa	Esqueça-Me Se For Capaz	Som Livre	1	1	10	7081069	4qsOrxBv09HhNSpsgMRXdC
3	spotify:track:3IMLoeLerS7TMpKjxUgAhx	Henrique & Juliano	Arranhão - Ao Vivo	Virgin Music Label And Artist Services (S&D)	1	3	20	6568080	3IMLoeLerS7TMpKjxUgAhx
4	spotify:track:5VTjBl3ddZEiG2LrH4VzyR	Zé Felipe, Mc Danny	Toma Toma Vapo Vapo	Som Livre	4	4	6	6304016	5VTjBl3ddZEiG2LrH4VzyR
5	spotify:track:3YvE7uo4ffseBoJPh8IhHp	Marília Mendonça, Maiara & Maraisa	Presepada	Som Livre	3	6	7	6285459	3YvE7uo4ffseBoJPh8IhHp
6	spotify:track:2wG1R0uDFwyobcWzVssC1J	PEDRO SAMPAIO	GALOPA	WM Brazil	4	5	14	5582748	2wG1R0uDFwyobcWzVssC1J
7	spotify:track:4fSHADbZbhpZCT9oJpxwbP	Paulo Pires, Mc Danny, Marcynho Sensação	Ameaça	Paulo Pires	4	7	10	5576095	4fSHADbZbhpZCT9oJpxwbP
8	spotify:track:053zWWZDziDJd3U94x8RuP	Marília Mendonça, Maiara & Maraisa	Todo Mundo Menos Você	Som Livre	2	8	13	5507750	053zWWZDziDJd3U94x8RuP
9	spotify:track:72g37RoelSnovZakG5MwnF	Mari Fernandez, Marcynho Sensação	Parada Louca	Sony Music Entertainment	9	12	6	5194333	72g37RoelSnovZakG5MwnF
10	spotify:track:2RGIuYTsyyHoOCqW0krvNE	Avine Vinny, Matheus Fernandes	Coração Cachorro	Sony Music Entertainment	1	9	13	5011429	2RGIuYTsyyHoOCqW0krvNE
11	spotify:track:14JKzKrJbPDflw8XyATMey	Henrique & Juliano	A Maior Saudade - Ao Vivo	Virgin Music Label And Artist Services (S&D)	10	10	16	4988484	14JKzKrJbPDflw8XyATMey
12	spotify:track:6nkoWsFZeFt5dUdNmlIceh	Gusttavo Lima	Bloqueado - Ao Vivo	Sony Music Entertainment	12	14	4	4690072	6nkoWsFZeFt5dUdNmlIceh
13	spotify:track:0JdkDCdrhMOaeXjIZdeBXN	MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege	Ela me Falou Que Quer Rave	Ritmo dos Fluxos Records	6	13	8	4629934	0JdkDCdrhMOaeXjIZdeBXN
14	spotify:track:7ARoqP7G8UYW8SyYPyPp7k	Anitta, PEDRO SAMPAIO	NO CHÃO NOVINHA	WM Brazil	11	11	2	4444474	7ARoqP7G8UYW8SyYPyPp7k
15	spotify:track:6qdJZIjxrPaJjaGqlXFLSs	Gusttavo Lima	Nota de Repúdio - Ao Vivo	Sony Music Entertainment	4	17	16	4357064	6qdJZIjxrPaJjaGqlXFLSs
16	spotify:track:7pvrsbBKUQI2QmA74WCJa5	Zé Neto & Cristiano	Ela e Ela	Som Livre	3	15	17	4335544	7pvrsbBKUQI2QmA74WCJa5
17	spotify:track:0yL7K9MzC20uBesZTPY81r	DJ Matt D, Menor MC, MC GP, Vulgo FK	Pandora	GREE CASSUA	17	19	3	4330546	0yL7K9MzC20uBesZTPY81r
18	spotify:track:4kGdnA7FzSVsXC29LPghej	Zé Felipe, Marcynho Sensação	Revoada No Colchão	Som Livre	3	16	14	4231767	4kGdnA7FzSVsXC29LPghej
19	spotify:track:3ITkrUvAA6gzxer2UIom3P	Jorge & Mateus	Molhando o Volante	Som Livre	19	35	2	3954261	3ITkrUvAA6gzxer2UIom3P
20	spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6	João Gomes	Meu Pedaço de Pecado	Sua Música	1	18	29	3659272	2kJRlOyrxsy7Ot3c5TZ8Q6
21	spotify:track:1wdhj1r7aeWVDUl9d18YKu	Matheus & Kauan	Expectativa x Realidade	Universal Music Ltda.	15	25	25	3573404	1wdhj1r7aeWVDUl9d18YKu
22	spotify:track:1tYJnXtKLoWVIL4lZOouQG	Tayrone, Marília Mendonça	Cê Tá Preparada - Ao Vivo	Universal Music Ltda.	20	24	23	3504400	1tYJnXtKLoWVIL4lZOouQG
23	spotify:track:2ixi9HWJw5lnLDmRMsiCS5	Zé Neto & Cristiano	Você Beberia Ou Não Beberia?	Som Livre	4	22	22	3500854	2ixi9HWJw5lnLDmRMsiCS5
24	spotify:track:7xVSNhAUQhUIpwfR6lTOwA	Marina Sena	Por Supuesto	Alá Comunicação e Cultura	10	23	9	3453284	7xVSNhAUQhUIpwfR6lTOwA
25	spotify:track:2jwrYBGz7osKI31v50bS7b	Felipe Amorim	Putariazinha	OnePlay	9	20	13	3369842	2jwrYBGz7osKI31v50bS7b
26	spotify:track:48Ll1C6qAnP2UjnopQDh4a	Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA	Bala Love	Mc Anjim	2	21	18	3356404	48Ll1C6qAnP2UjnopQDh4a
27	spotify:track:1bWBG6IkMnDr3qvCKSvQT7	Matheus Fernandes, Dilsinho	Baby Me Atende	Som Livre	3	27	39	3341611	1bWBG6IkMnDr3qvCKSvQT7
28	spotify:track:0tM4J8aID6qYZOE3e14sCj	Henrique & Juliano	Acordo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	28	34	9	3220634	0tM4J8aID6qYZOE3e14sCj
29	spotify:track:17QN5kFprJqHdHLMj7hz4s	Gusttavo Lima	Ficha Limpa - Ao Vivo	Sony Music Entertainment	3	28	28	3152808	17QN5kFprJqHdHLMj7hz4s
30	spotify:track:0NBgyml7T0IvUNbXIkcSpH	Xamã, Gustah, Neo Beats	Malvadão 3	Bagua Records	30	102	3	3038116	0NBgyml7T0IvUNbXIkcSpH
31	spotify:track:0DsPj89zlY3Us7xb5cXK5h	DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan	Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)	Tratto Entretenimentos	4	26	12	3029024	0DsPj89zlY3Us7xb5cXK5h
32	spotify:track:6fe5D0ivKnpXFMAnoSRjah	Vitor e Luan, Henrique & Juliano	Localiza Aí BB	Vitor & Luan	20	32	45	2838963	6fe5D0ivKnpXFMAnoSRjah
33	spotify:track:50gPsfGHy5OnPauA9455DM	Tarcísio do Acordeon, Marcynho Sensação	Rolê	Sua Música	3	33	22	2826303	50gPsfGHy5OnPauA9455DM
34	spotify:track:28m65cMH7QXHzFnZSTtNHY	Marília Mendonça, Maiara & Maraisa	Não Sei o Que Lá	Som Livre	21	39	12	2813293	28m65cMH7QXHzFnZSTtNHY
35	spotify:track:7aZusA4cWXz3Wv9e9uhavz	Matuê	Quer Voar	Sony Music Entertainment	2	30	20	2795533	7aZusA4cWXz3Wv9e9uhavz
36	spotify:track:1d7AtPeraWVsvI4U1YTHt1	Max e Luan	Vestido Coladinho	Max e Luan	36	42	12	2772162	1d7AtPeraWVsvI4U1YTHt1
37	spotify:track:6T6SDJszPbuMCBpSm3aS3G	Japãozin	Carinha de Neném	Sua Música Records	25	37	13	2646845	6T6SDJszPbuMCBpSm3aS3G
38	spotify:track:2s9BO8c0co0PmgBiUoTT17	Gloria Groove	A QUEDA	SB Music	11	40	10	2646718	2s9BO8c0co0PmgBiUoTT17
39	spotify:track:2xebCnKCjYWBhJ4Ai8hO5E	Mc Davi, MC Marks, MC Ryan SP, Mc Kevin, Mc Don Juan, MC Hariel, MC G15, Mc Phe Cachorrera, Gaab, MC Menor da VG, MC Kapela	Set dos Casados	GR6 Music	35	38	11	2603057	2xebCnKCjYWBhJ4Ai8hO5E
40	spotify:track:6WxpU2F5gwTzwYsAalI6nI	Marília Mendonça, Maiara & Maraisa	Motel Afrodite	Som Livre	14	41	11	2597857	6WxpU2F5gwTzwYsAalI6nI
41	spotify:track:79Wou8NwYEFzTyDQudjENF	Diego & Victor Hugo	Desbloqueado - Ao Vivo	Sony Music Entertainment	17	43	32	2593937	79Wou8NwYEFzTyDQudjENF
42	spotify:track:2R9IrE42Mw4zdUXAEFNiZL	Zé Felipe, Os Barões Da Pisadinha	Senta Danada	Som Livre	14	44	23	2588953	2R9IrE42Mw4zdUXAEFNiZL
43	spotify:track:4XiFqfUXyTwOChvMLKKi0T	DG e Batidão Stronda, Felipe Amorim, Mc Danny	Sem Sentimento	GR6 Music	13	29	18	2578375	4XiFqfUXyTwOChvMLKKi0T
44	spotify:track:4PQdrXMDHDPl1RczrrlADd	Luan Santana	MORENA	Sony Music Entertainment	2	36	27	2553564	4PQdrXMDHDPl1RczrrlADd
45	spotify:track:62d4BfCTUHdOsARRETHLDz	MC Rogerinho	Mete a Louca	Rogerinho	29	31	10	2535474	62d4BfCTUHdOsARRETHLDz
46	spotify:track:0FqVtQxRD3HsPltldG5v5M	João Gomes	Aquelas Coisas	Sua Música	3	45	28	2467140	0FqVtQxRD3HsPltldG5v5M
47	spotify:track:2PZmUFZGlUqkYJL0s0Cl6C	Israel & Rodolffo	Dar uma Namorada - Ao Vivo	Som Livre	47	52	5	2426656	2PZmUFZGlUqkYJL0s0Cl6C
48	spotify:track:4AAIAVjSyiq1N7SXKkwXZe	Marília Mendonça	Troca de Calçada	Som Livre	7	48	47	2391626	4AAIAVjSyiq1N7SXKkwXZe
49	spotify:track:6m84TzSTM5nbwZxIxkYHz6	Jorge & Mateus	Namorando Com Saudade	Som Livre	39	49	27	2296969	6m84TzSTM5nbwZxIxkYHz6
50	spotify:track:77rIMl1WIrLf4ZDKFYZ4ji	Clayton & Romário, Jorge & Mateus	Água Nos Zói - Ao Vivo	Virgin Music Label And Artist Services (S&D)	50	53	10	2204501	77rIMl1WIrLf4ZDKFYZ4ji
51	spotify:track:1r9xUipOqoNwggBpENDsvJ	Imagine Dragons, JID, Arcane, League of Legends	Enemy (with JID) - from the series Arcane League of Legends	KIDinaKORNER/Interscope Records	39	47	8	2177719	1r9xUipOqoNwggBpENDsvJ
