rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	1	12	5043933	4xWzZmX4K1yyrdtRfbUvjt
2	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	2	2	14	4746657	15k1TDabqSEmyXOwMq9RM7
3	spotify:track:71FrGl0XcpL3VId65tB5mg	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	3	4	20	4398397	71FrGl0XcpL3VId65tB5mg
4	spotify:track:7e1VoRlNumuEkXlITMHKLE	Anitta, Myke Towers, Cardi B	Me Gusta (with Cardi B & Myke Towers)	Warner Records	3	3	2	4164826	7e1VoRlNumuEkXlITMHKLE
5	spotify:track:59kRq8rb5uJCrSYYbGCk7o	MC Rogerinho	Só Você	MC Rogerinho	5	11	7	3886221	59kRq8rb5uJCrSYYbGCk7o
6	spotify:track:64I6t2tuUGnIlaDIzHJ6YI	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	4	6	12	3650431	64I6t2tuUGnIlaDIzHJ6YI
7	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	5	7	14	3500997	12v6LfkX9YIR3uLefIAAYZ
8	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	6	8	17	3484779	4zsiMjB0794HztyqUkD3Zi
9	spotify:track:4zGtfOglDBfVUypabBwIjQ	Mc Zaac, Anitta, Tyga	Desce Pro Play (PA PA PA)	Universal Music Ltda.	1	10	14	3219041	4zGtfOglDBfVUypabBwIjQ
10	spotify:track:5oI9blwsXC8AkTWw6wASY8	Matuê	Máquina do Tempo	Sony Music Entertainment	2	5	3	3155665	5oI9blwsXC8AkTWw6wASY8
11	spotify:track:187Pge0WmJNoS73kaIORSE	Douglas & Vinicius, MC Bruninho	Figurinha - Ao Vivo	Virgin Music Label And Artist Services (S&D)	11	13	11	3097561	187Pge0WmJNoS73kaIORSE
12	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	8	17	18	3057137	5GAdMAL3tRJkVN1HtwohK2
13	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	12	12	35	2946966	3dPvQLKl42dMYWV4LWRTLK
14	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	8	16	43	2913644	3WjSkl7VDWY1prwJw7dSG0
15	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	15	38	2865141	7o9LwQmTuIDm4LyyHFIWul
16	spotify:track:3AV1KI22k1jGMz792lDrj1	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	16	19	15	2864462	3AV1KI22k1jGMz792lDrj1
17	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	16	21	18	2715684	260n4ECk9j4IEvTAVBYojl
18	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	4	18	30	2708719	0RaIjuKU5hudMteEXwr4RS
19	spotify:track:3sGcETRMuAgcPgjDpIkgMn	Matuê	777-666	Sony Music Entertainment	4	9	3	2583732	3sGcETRMuAgcPgjDpIkgMn
20	spotify:track:4Oun2ylbjFKMPTiaSbbCih	Cardi B, Megan Thee Stallion	WAP (feat. Megan Thee Stallion)	Atlantic/KSR	14	14	8	2529740	4Oun2ylbjFKMPTiaSbbCih
21	spotify:track:7pDcS0EVMJR0YwjXmHcCRg	Luísa Sonza, Mc Zaac	TOMA	Universal Music Ltda.	14	23	9	2511089	7pDcS0EVMJR0YwjXmHcCRg
22	spotify:track:0AGS6ZRgzobrazmCi6pYMe	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	20	20	2483417	0AGS6ZRgzobrazmCi6pYMe
23	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	3	22	12	2481969	2fmeSswdyVq4wcqhY41UHk
24	spotify:track:42P3wMiPfXQM93TYZotuPQ	Gusttavo Lima	De Menina pra Mulher - Ao Vivo	Sony Music Entertainment	24	25	2	2458925	42P3wMiPfXQM93TYZotuPQ
25	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	24	35	2380096	4DngRKOpRPrkbzImUB0zgh
26	spotify:track:6jcGoHrqfRW6fI2I6xtwBQ	MC Marks	Deus é por nós	WM Brazil	14	26	16	2290205	6jcGoHrqfRW6fI2I6xtwBQ
27	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	24	27	19	2214821	3056x1XkmICnQmji68rrft
28	spotify:track:2ptHQBO7TQhEkXOeK9ST59	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	28	39	17	2201969	2ptHQBO7TQhEkXOeK9ST59
29	spotify:track:6Q9NH5cNBY58nJkp5Jbs9j	Manu Gavassi, Gloria Groove	Deve ser horrível dormir sem mim	Universal Music Ltda.	2	28	6	2161371	6Q9NH5cNBY58nJkp5Jbs9j
30	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	7	35	48	2143890	3J5Pu25BODMex4Jpy4l6FL
31	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	30	43	2138608	3tv697PZNnaQN0Mn2zGhS5
32	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	34	38	2124876	3tc8Z4lGzOIwmIVftsxO6o
33	spotify:track:08Sd5vVcIH3uKeAiaJdoYj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	17	36	30	2117276	08Sd5vVcIH3uKeAiaJdoYj
34	spotify:track:0hDphSo7vI7gCjEPpD6gu0	GIULIA BE	se essa vida fosse um filme	WM Brazil	21	31	11	2100320	0hDphSo7vI7gCjEPpD6gu0
35	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	27	33	34	2079831	6UelLqGlWMcVH1E5c4H7lY
36	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	26	37	42	2068406	4j2bK4fnc2s6GyVmhJsJhk
37	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	6	29	27	2030645	67mqU3FeErlvWwsxnMfvQo
38	spotify:track:28atBekPVlTdnU4M9Z7udd	Dilsinho, Luísa Sonza, Malibu	Não Vai Embora	Malibu Studios	27	41	21	1992075	28atBekPVlTdnU4M9Z7udd
39	spotify:track:25gD4PQjxCLnwIY2n23aEl	Vitão, Luísa Sonza	Flores	Universal Music Ltda.	2	44	16	1988285	25gD4PQjxCLnwIY2n23aEl
40	spotify:track:01mKvmXQLhr3MEoiAEAcP2	Rennan da Penha, MC 2jhow	Talarica	Sony Music Entertainment	29	40	10	1955378	01mKvmXQLhr3MEoiAEAcP2
41	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	9	38	34	1952772	7Ac3BmqTQoLdAt7HtZyfgN
42	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	5	43	28	1899060	60wF0XnX7A0jVpDNA5v8vi
43	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	45	43	1863557	3Ghyp3X5Ua9ypHnBIgOObI
44	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	18	53	24	1810948	0SJtvFn4vqgJPscSbEPaql
45	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	16	51	26	1761258	5LpLYzpV0HWKI2DlPmNywg
46	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	25	47	39	1760532	0VjIjW4GlUZAMYd2vXMi3b
47	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	2	42	28	1754258	2WlZuBDgLfT7Kc0admhFdg
48	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	48	55	6	1733711	5ra6CI0pEzqjxPEZeBz0d7
49	spotify:track:59CnMc5PR9GdDFEVOpHSg9	Dj W-Beatz, Ventura, Mc Rennan, MC Bruna Alves, MC BN, MC Rick	Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix	Tratto Entretenimentos	34	48	16	1680491	59CnMc5PR9GdDFEVOpHSg9
50	spotify:track:1GWUiFYLYEapxYHnASyOud	Wesley Safadão	Não Valeu	Som Livre	39	52	20	1677186	1GWUiFYLYEapxYHnASyOud
51	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	51	68	5	1584531	5m5aY6S9ttfIG157xli2Rs
52	spotify:track:2c80HnIOPMmQQVQllQEWb5	Matuê	É Sal	Sony Music Entertainment	10	32	3	1576771	2c80HnIOPMmQQVQllQEWb5
53	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	15	56	52	1534220	2MOq63fxuFLYQM3CsDcFs1
54	spotify:track:3oe0vGmQxem3DcarYMuzu1	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	15	59	44	1525040	3oe0vGmQxem3DcarYMuzu1
55	spotify:track:0t1kP63rueHleOhQkYSXFY	BTS	Dynamite	BIGHIT MUSIC	17	54	6	1507822	0t1kP63rueHleOhQkYSXFY
56	spotify:track:2QCwoYDn4DRfjs4NhW2KpO	João Bosco e Gabriel, Humberto & Ronaldo	Alô Ex-Amor - Ao Vivo	João Bosco e Gabriel	56	60	5	1445298	2QCwoYDn4DRfjs4NhW2KpO
57	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	58	51	1421962	2PWjKmjyTZeDpmOUa3a5da
58	spotify:track:6NM06xgqxQ0HU5lxbt2JHi	Gusttavo Lima	Saudade Sua	Sony Music Entertainment	3	50	20	1419964	6NM06xgqxQ0HU5lxbt2JHi
59	spotify:track:7J3QMuDCSv56jRSiD9jFBF	Eric Land, Xand Avião	Cidade Inteira	Eric Land	59	76	12	1408019	7J3QMuDCSv56jRSiD9jFBF
60	spotify:track:3oqC4Ta40ft6NnTJwcUTdi	Rashid, Lukinhas, Emicida	Pipa Voada (feat. Emicida)	Sony Music Entertainment	43	61	30	1386900	3oqC4Ta40ft6NnTJwcUTdi
61	spotify:track:4koUrXFuoId1b6wrMF3laS	Mc Dricka	E Nós Tem um Charme Que É da Hora	Novo Império	56	65	11	1371357	4koUrXFuoId1b6wrMF3laS
62	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	2	63	48	1369350	3PfIrDoz19wz7qK7tYeu62
63	spotify:track:0in6Rc29qdyOkhKyYw4A84	Di Propósito	Manda Áudio	Sony Music Entertainment	57	67	15	1354692	0in6Rc29qdyOkhKyYw4A84
64	spotify:track:5T6mY3sQbvVfLnertXdoST	Matuê	Cogulândia	Sony Music Entertainment	9	46	3	1331571	5T6mY3sQbvVfLnertXdoST
65	spotify:track:48CAeajgzcGJaVUSsXd7h0	Guilherme & Benuto, Israel & Rodolffo	Declaração pro Bar - Ao Vivo	Sony Music Entertainment	51	64	33	1329202	48CAeajgzcGJaVUSsXd7h0
66	spotify:track:2Wo6QQD1KMDWeFkkjLqwx5	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	11	62	31	1321391	2Wo6QQD1KMDWeFkkjLqwx5
67	spotify:track:23zmMwD99ROi9yhxqMxWil	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	21	66	32	1314156	23zmMwD99ROi9yhxqMxWil
68	spotify:track:2CBpRE0A922XhWLSI8AT9O	Bárbara Labres, MC WM	Hoje É Rave	Bárbara Labres Music	58	97	7	1276243	2CBpRE0A922XhWLSI8AT9O
