rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
16	spotify:track:6giaOyDFbE4J8iclhCdW7E	Pineapple StormTv, Azzy, MC Ryan SP, Chris MC, Xamã, Lourena, L7NNON, Cynthia Luz, Mc Poze do Rodo, Salve Malak, Hunter	Poesia Acústica 11: Nada Mudou	Pineapple StormTV	12	12	3	3566186	6giaOyDFbE4J8iclhCdW7E
17	spotify:track:2SUPbyD77tJuOUbqbxct6l	Os Barões Da Pisadinha, Jorge	Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo	Sony Music Entertainment	7	16	20	3437160	2SUPbyD77tJuOUbqbxct6l
18	spotify:track:4llr8mcoauwrHBtjGb7F9S	MC Kevin o Chris	Tipo Gin - Ao Vivo	MC Kevin o Chris	4	15	11	3367160	4llr8mcoauwrHBtjGb7F9S
19	spotify:track:4ZtFanR9U6ndgddUvNcjcG	Olivia Rodrigo	good 4 u	Olivia Rodrigo PS	7	17	8	3317286	4ZtFanR9U6ndgddUvNcjcG
20	spotify:track:3ibiPPqHxdmX4nNp4kNHE9	Wesley Safadão	Passatempo	Som Livre	19	19	9	3260165	3ibiPPqHxdmX4nNp4kNHE9
21	spotify:track:0wRn3ggAY1fIupTaVigdza	Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats	A Cara do Crime (Nós Incomoda)	Mainstreet Records	18	18	6	3143690	0wRn3ggAY1fIupTaVigdza
22	spotify:track:17UfXrL7Run3GyZJW4uRjC	Jorge & Mateus	Paradigmas	Som Livre	7	24	24	2920839	17UfXrL7Run3GyZJW4uRjC
23	spotify:track:2Gjt4rUHBUH0rMKpBg0hF4	Malu, DJ Lucas Beat	Disco Arranhado - Funk Remix	Essaéhit	2	20	18	2895292	2Gjt4rUHBUH0rMKpBg0hF4
24	spotify:track:2QLbRVzixE282JSQjBz2DG	Alok, Mc Don Juan, Dj GBR	Liberdade (Quando o Grave Bate Forte)	GR6 Music	3	22	14	2829488	2QLbRVzixE282JSQjBz2DG
25	spotify:track:6Lrzxd7ST5oQ6FYKXKH7Ia	Matheus & Kauan, Zé Vaqueiro	Vagabundo	Universal Music Ltda.	25	46	7	2809210	6Lrzxd7ST5oQ6FYKXKH7Ia
26	spotify:track:4mdlehe2znCTAzlFhrOa09	mc jhenny, DJ KOSTA 22, Mc Gw	Chamo Teu Vulgo Malvadão	Love Funk	26	77	2	2787919	4mdlehe2znCTAzlFhrOa09
27	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	3	27	38	2780502	1ere9b9vDw2N3m9d4uiXxa
28	spotify:track:5AhnPqydkYbZAp4NkyJ7ED	PEDRO SAMPAIO, Luísa Sonza	ATENÇÃO	WM Brazil	15	23	8	2774407	5AhnPqydkYbZAp4NkyJ7ED
29	spotify:track:1h4u5t0EJZki8ieNGwwFXc	Zé Vaqueiro	Volta Comigo BB	Sony Music Entertainment	22	28	18	2753360	1h4u5t0EJZki8ieNGwwFXc
30	spotify:track:1oIqP923yBKV45IaXm5s14	Os Barões Da Pisadinha, Maiara & Maraisa	Zero Saudade - Ao Vivo	Sony Music Entertainment	30	32	7	2648328	1oIqP923yBKV45IaXm5s14
31	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	1	25	34	2577343	7EWXP47VlXKO3r7mNxuWHw
32	spotify:track:58pgi1RpcU2fVJsxhm7BIr	Raí Saia Rodada	Tapão Na Raba	Som Livre	1	26	23	2538985	58pgi1RpcU2fVJsxhm7BIr
33	spotify:track:6zsEKAZZulmsl1Qlw5G3EX	NATTAN	Morena	Nattan	31	33	9	2482535	6zsEKAZZulmsl1Qlw5G3EX
34	spotify:track:41pFFOnh1glVNIlrWOpBjb	Brisa Star, Thiago Jhonathan (TJ)	Se Joga no Passinho	Brisa Star	34	73	2	2469943	41pFFOnh1glVNIlrWOpBjb
35	spotify:track:1a17gIb57XhPj2CMbqYABw	Hugo & Guilherme	Pingo de Dó - Ao Vivo	Som Livre	28	35	10	2465580	1a17gIb57XhPj2CMbqYABw
36	spotify:track:67BtfxlNbhBmCDR2L2l8qd	Lil Nas X	MONTERO (Call Me By Your Name)	Columbia	15	34	15	2446009	67BtfxlNbhBmCDR2L2l8qd
37	spotify:track:7vCvUJyjMxRkPeo19nxmuk	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	5	31	32	2386513	7vCvUJyjMxRkPeo19nxmuk
38	spotify:track:6fe5D0ivKnpXFMAnoSRjah	Vitor e Luan, Henrique & Juliano	Localiza Aí BB	Vitor & Luan	38	44	21	2382253	6fe5D0ivKnpXFMAnoSRjah
39	spotify:track:66HWIQEq6xO0IZ47AHrybG	Diego & Victor Hugo	Desbloqueado - Ao Vivo	Sony Music Entertainment	39	47	8	2322818	66HWIQEq6xO0IZ47AHrybG
40	spotify:track:5gTgQBtNP08fUijxpEgmzF	Matheus & Kauan	É Problema	Universal Music Ltda.	19	37	34	2280699	5gTgQBtNP08fUijxpEgmzF
41	spotify:track:6AMTUbWihFZOwOeHxZN2Ge	Vitor Fernandes	Vou falar que não quero	Sua Música	29	39	19	2180612	6AMTUbWihFZOwOeHxZN2Ge
42	spotify:track:4AAIAVjSyiq1N7SXKkwXZe	Marília Mendonça	Troca de Calçada	Som Livre	7	41	23	2172070	4AAIAVjSyiq1N7SXKkwXZe
43	spotify:track:0L8nJt3b5LjXvFfDt7x2pP	Pabllo Vittar	Triste com T	Sony Music Entertainment	21	21	2	2146053	0L8nJt3b5LjXvFfDt7x2pP
44	spotify:track:17Gh6E6eRfAAw7sCgmnkFc	Gusttavo Lima	O Ex da Sua Vida	Sony Music Entertainment	44	-1	1	2110943	17Gh6E6eRfAAw7sCgmnkFc
45	spotify:track:1vims9R9tOTb8f4Hx3JD0B	Zé Felipe, DJ Ivis	Galega	Som Livre	45	55	4	2095081	1vims9R9tOTb8f4Hx3JD0B
46	spotify:track:0x0V1IID2Sj902k6LzuWds	Mc Livinho	Ela é Espetacular (Mulher Kama Sutra 2)	Diamond	25	36	13	2003536	0x0V1IID2Sj902k6LzuWds
47	spotify:track:5F2xRvRFkxDvqdFtUNAEyw	João Gomes, Vitor Fernandes	Se For Amor	Sua Música	47	116	2	2003468	5F2xRvRFkxDvqdFtUNAEyw
48	spotify:track:5uztIMqjl5FTZSYDlOBJjV	Simone & Simaria	Foi Pá Pum	Universal Music Ltda.	13	43	32	1992659	5uztIMqjl5FTZSYDlOBJjV
49	spotify:track:3ydmNkAyYq0AKtG8sTfE9P	VMZ	Plutão	1023232 Records DK	30	40	7	1931098	3ydmNkAyYq0AKtG8sTfE9P
50	spotify:track:2uLt06E9xCZVPFXg9v794o	MC Gontijo, Dj Sati Marconex	Baile do Cinga do 12	MBB Diamond	50	51	5	1923796	2uLt06E9xCZVPFXg9v794o
51	spotify:track:0e6NlGJxYlHvAN8SKxad7N	DJ Ivis, Tarcísio do Acordeon	Esquema Preferido (feat. Tarcísio do Acordeon)	Sony Music Entertainment	1	42	25	1911907	0e6NlGJxYlHvAN8SKxad7N
52	spotify:track:4Ls13Ag4SWnniiX4QLRltL	Vitor Fernandes	Acaso	Sua Música	13	45	22	1902621	4Ls13Ag4SWnniiX4QLRltL
53	spotify:track:56kClQGx58w4meMz1JwQvB	Bruno & Marrone, Wesley Safadão	Último Beijo	Worldshow Promoções e Eventos	14	48	31	1722835	56kClQGx58w4meMz1JwQvB
54	spotify:track:6HU7h9RYOaPRFeh0R3UeAr	Olivia Rodrigo	deja vu	Olivia Rodrigo PS	24	52	14	1709315	6HU7h9RYOaPRFeh0R3UeAr
55	spotify:track:5CZ40GBx1sQ9agT82CLQCT	Olivia Rodrigo	traitor	Olivia Rodrigo PS	42	56	7	1703336	5CZ40GBx1sQ9agT82CLQCT
56	spotify:track:1mQOFRDoqI34LdN79PE0vH	MC Zaquin	Ô Moça	Funk Explode Records	25	53	23	1672906	1mQOFRDoqI34LdN79PE0vH
57	spotify:track:73x4PDzlTdJkAa8GtjnUs0	Th CDM, Batidão Stronda	Preta do Cabelo Cacheado	PHproduções	14	38	16	1614744	73x4PDzlTdJkAa8GtjnUs0
58	spotify:track:6m187iACTSAZDYMaV0klqj	L7NNON	Freio da Blazer	Papatunes	38	54	22	1577500	6m187iACTSAZDYMaV0klqj
59	spotify:track:6vnKRiOjUjYT59xl4awHTx	Guilherme & Benuto	Sigilo - Ao Vivo	Sony Music Entertainment	41	57	16	1564311	6vnKRiOjUjYT59xl4awHTx
60	spotify:track:1uP6LzGFVwX2h2D39mOglz	Mc Branquinha	Eu Rebolo Sim	WM Brazil	60	94	3	1556261	1uP6LzGFVwX2h2D39mOglz
61	spotify:track:1HoapWs5KcMzs8QYdgg9Kt	Xand Avião, DJ Ivis, Mc Danny	Não Pode Se Apaixonar	Som Livre	11	50	19	1532604	1HoapWs5KcMzs8QYdgg9Kt
62	spotify:track:2YBKO08Wkc3eP5JdUSwng8	João Gomes	Eu Tenho a Senha	Sua Música	62	105	3	1530947	2YBKO08Wkc3eP5JdUSwng8
63	spotify:track:0f1xsopmPwjGv5lJooglnD	Josué Bom de Faixa	Deixa Eu Falar pra Você	Administração Mídias Brasil	63	86	11	1499265	0f1xsopmPwjGv5lJooglnD
64	spotify:track:37BZB0z9T8Xu7U3e65qxFy	The Weeknd, Ariana Grande	Save Your Tears (with Ariana Grande) (Remix)	Republic Records	46	65	11	1461519	37BZB0z9T8Xu7U3e65qxFy
65	spotify:track:0DlHQxrVijRqVUfuS6PKaY	DENNIS, Xamã, LUDMILLA	Deixa de Onda (Porra Nenhuma)	Sony Music Entertainment	17	49	24	1442269	0DlHQxrVijRqVUfuS6PKaY
66	spotify:track:5JCoSi02qi3jJeHdZXMmR8	Olivia Rodrigo	favorite crime	Olivia Rodrigo PS	43	68	7	1430183	5JCoSi02qi3jJeHdZXMmR8
67	spotify:track:4lHoT8PvMpMg1l5kdxqNmD	Bruno & Marrone	Coração de Isca	Worldshow Promoções e Eventos	67	83	16	1429208	4lHoT8PvMpMg1l5kdxqNmD
68	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	4	64	45	1381161	5m5aY6S9ttfIG157xli2Rs
69	spotify:track:5wANPM4fQCJwkGd4rN57mH	Olivia Rodrigo	drivers license	Olivia Rodrigo PS	25	72	26	1377385	5wANPM4fQCJwkGd4rN57mH
70	spotify:track:68qqVn5kHBv4zc45SDGLnh	Filipe Ret, L7NNON, Chris Beats Zn	Corte Americano	Som Livre	64	70	11	1354403	68qqVn5kHBv4zc45SDGLnh
71	spotify:track:5IjLkZBAHwd77I2gAOKZLC	Cleber & Cauan, Os Barões Da Pisadinha	Pede Pra Voltar	Som Livre	71	96	4	1343598	5IjLkZBAHwd77I2gAOKZLC
72	spotify:track:7yjduLSgPntFlq79Cuzrfz	Zé Vaqueiro	Eu Tenho Medo	Sony Music Entertainment	43	71	37	1343475	7yjduLSgPntFlq79Cuzrfz
73	spotify:track:1EHFiKkrppC5kXImn8LFBr	Zé Vaqueiro	Cadê o Amor	Sony Music Entertainment	38	69	9	1303035	1EHFiKkrppC5kXImn8LFBr
74	spotify:track:000RW47rhEkSqjgTrZx7YX	Jorge & Mateus	Lance Individual	Som Livre	4	75	34	1296905	000RW47rhEkSqjgTrZx7YX
75	spotify:track:1JHvLQWHUoYuapwQikeDuD	Jonas Esticado, Gusttavo Lima	Ele Não Tem	Som Livre	24	62	35	1295956	1JHvLQWHUoYuapwQikeDuD
76	spotify:track:7xi4XR5EIOU6OHdIydLMjT	Murilo Huff, Jorge	Uma Ex (Ao Vivo)	Artinvox	65	88	22	1279292	7xi4XR5EIOU6OHdIydLMjT
77	spotify:track:6PQ88X9TkUIAUIZJHW2upE	Ed Sheeran	Bad Habits	Atlantic Records UK	77	82	2	1275778	6PQ88X9TkUIAUIZJHW2upE
78	spotify:track:5glMxRMRHGBRj6bydBjoPM	PEDRO SAMPAIO, Daniel Caon, Wesley Safadão	FALA MAL DE MIM	WM Brazil	13	66	23	1264290	5glMxRMRHGBRj6bydBjoPM
79	spotify:track:5QhvzLyzSLSkicF3xSRSCf	DJ Ivis, Os Barões Da Pisadinha	Probleminha	Sony Music Entertainment	79	124	2	1258020	5QhvzLyzSLSkicF3xSRSCf
80	spotify:track:4iJyoBOLtHqaGxP12qzhQI	Justin Bieber, Daniel Caesar, Giveon	Peaches (feat. Daniel Caesar & Giveon)	RBMG/Def Jam	33	85	16	1247930	4iJyoBOLtHqaGxP12qzhQI
81	spotify:track:5nujrmhLynf4yMoMtj8AQF	Dua Lipa, DaBaby	Levitating (feat. DaBaby)	Warner Records	59	92	28	1246494	5nujrmhLynf4yMoMtj8AQF
82	spotify:track:1QiZYlh3oZg3zgn8eS99aB	João Gomes	Mete Um Block Nele	Sua Música	82	155	2	1224326	1QiZYlh3oZg3zgn8eS99aB
83	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	27	80	74	1214721	6UelLqGlWMcVH1E5c4H7lY
84	spotify:track:1pPuodu8A0LxAuVhf3QniW	Dj Wesley Gonzaga	Mtg Ta Brotando No Plantão Pra Tira Foto Com Revolver	FERA ENTRETENIMENTO	84	107	4	1209260	1pPuodu8A0LxAuVhf3QniW
85	spotify:track:7MAibcTli4IisCtbHKrGMh	Bruno Mars, Anderson .Paak, Silk Sonic	Leave The Door Open	Aftermath Entertainment/Atlantic	52	93	18	1207649	7MAibcTli4IisCtbHKrGMh
86	spotify:track:7nsk0cwY5kfxBT21WEzmC0	Wesley Safadão, Tarcísio do Acordeon	Ele Não Te Merece	Som Livre	84	89	3	1198540	7nsk0cwY5kfxBT21WEzmC0
87	spotify:track:3O9i9fpKuzebZezXUwJh69	MC Meno K, MC Yuri	Vou Te Botar	Resumo Produtora	67	76	6	1194327	3O9i9fpKuzebZezXUwJh69
88	spotify:track:40zJaB3z53PGaxIkYyieBP	Israel & Rodolffo, MC Matheuzinho	Só de Sacanagem - Ao Vivo	Som Livre	17	81	23	1190455	40zJaB3z53PGaxIkYyieBP
89	spotify:track:3DarAbFujv6eYNliUTyqtz	Doja Cat, SZA	Kiss Me More (feat. SZA)	Kemosabe Records/RCA Records	83	87	13	1180229	3DarAbFujv6eYNliUTyqtz
90	spotify:track:31EMZYiFomBb6nTm86Vltr	MC Ruanzin	Toma de Cima da Laje 2	The Gang Music	90	153	2	1174071	31EMZYiFomBb6nTm86Vltr
91	spotify:track:2bgTY4UwhfBYhGT4HUYStN	BTS	Butter	BIGHIT MUSIC	17	84	7	1165515	2bgTY4UwhfBYhGT4HUYStN
92	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	14	90	46	1164453	1uA7fD01YlQr1Rm0oyNB4H
93	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	25	97	79	1161951	0VjIjW4GlUZAMYd2vXMi3b
94	spotify:track:3yNHwvq8n95NJTBILYEciD	MC Zaquin, Dj Wesley Gonzaga	Ei Tudo Bem	Universal Music Ltda.	86	114	9	1160480	3yNHwvq8n95NJTBILYEciD
95	spotify:track:4DWKtQVURjepn8uzBgmwuv	Mc Kevin	Doutora 3	GR6 Music	72	91	7	1149918	4DWKtQVURjepn8uzBgmwuv
96	spotify:track:0k4d5YPDr1r7FX77VdqWez	Doja Cat, The Weeknd	You Right	Kemosabe Records/RCA Records	96	111	2	1115020	0k4d5YPDr1r7FX77VdqWez
97	spotify:track:4VBhrKEJ9nWzaiyhM5L9ic	Nadson O Ferinha	Na Ponta do Pé - Brega Funk	Diamond	64	99	11	1096474	4VBhrKEJ9nWzaiyhM5L9ic
98	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	102	60	1083631	2JTir3y1VuJQmexiTCMcTP
99	spotify:track:56F3ngwk3a42aLY0o5QgBF	Gusttavo Lima	Fala Comigo - Ao Vivo	Sony Music Entertainment	23	103	22	1070138	56F3ngwk3a42aLY0o5QgBF
100	spotify:track:0MMyJUC3WNnFS1lit5pTjk	Olivia Rodrigo	jealousy, jealousy	Olivia Rodrigo PS	69	118	7	1055696	0MMyJUC3WNnFS1lit5pTjk
101	spotify:track:4pt5fDVTg5GhEvEtlz9dKk	Måneskin	I WANNA BE YOUR SLAVE	RCA Records Label	101	159	3	1038871	4pt5fDVTg5GhEvEtlz9dKk
102	spotify:track:2tGvwE8GcFKwNdAXMnlbfl	Olivia Rodrigo	happier	Olivia Rodrigo PS	62	108	7	1032686	2tGvwE8GcFKwNdAXMnlbfl
103	spotify:track:1h6a1gcgHa4hg09xEmue3V	Raí Saia Rodada, NATTAN	Storiezin	Som Livre	103	122	12	1019103	1h6a1gcgHa4hg09xEmue3V
104	spotify:track:4tSFmHgIvK53hrLCxVJuxw	MC Hariel, Mc Don Juan	Lei do Retorno 2	WM Brazil	104	-1	1	1012185	4tSFmHgIvK53hrLCxVJuxw
105	spotify:track:07AQkmp456NpEnT8HR7WLy	Teto, Matuê	M4	30PRAUM	6	79	29	1010243	07AQkmp456NpEnT8HR7WLy
106	spotify:track:4chepxSHy5zbkLSpTVOJ1o	MC Igão, Dj Gui Marques, DJ TAK VADIÃO	Catucada Profunda	Funk Explode Records	106	133	4	1001553	4chepxSHy5zbkLSpTVOJ1o
107	spotify:track:3q6ZCGgFDIVCJQ5XG4JTL2	BIN, LUDMILLA, Mainstreet, Dallass	Apê 1001	Mainstreet Records	101	126	4	993027	3q6ZCGgFDIVCJQ5XG4JTL2
108	spotify:track:5LlTh3GtUiao5aurwVIg5R	Vitinho Imperador	Volta Rapariga	Vitinho Imperador	108	-1	1	991392	5LlTh3GtUiao5aurwVIg5R
109	spotify:track:2AzBHIVlSYb0fx8zHWQIgl	IZA	Gueto	WM Brazil	51	95	5	991111	2AzBHIVlSYb0fx8zHWQIgl
110	spotify:track:2xlw13Ns5yz9XZGtfnpPN9	Eric Land, Tarcísio do Acordeon	Esqueceu Foi Porra	Eric Land	40	78	16	982802	2xlw13Ns5yz9XZGtfnpPN9
111	spotify:track:5H25WPPytKQcMfIPu0oEBO	Dj Serpinha, MC 2jhow	Espirra o Lança	2click	32	112	15	982388	5H25WPPytKQcMfIPu0oEBO
112	spotify:track:49QpcTWIP16YgGLmiPDvTI	Léo & Raphael	Os Menino da Pecuária	Leo & Raphael	98	117	8	976727	49QpcTWIP16YgGLmiPDvTI
113	spotify:track:52yvnBV90B2ZUC5b25cFer	Gusttavo Lima	Espetinho - Ao Vivo	Sony Music Entertainment	20	115	33	975083	52yvnBV90B2ZUC5b25cFer
114	spotify:track:6juD9PQwAPvuXYIAE2gjhO	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	120	78	973643	6juD9PQwAPvuXYIAE2gjhO
115	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	1	106	31	969205	6sPBi0qLI6KM3yXX56NxsA
116	spotify:track:79fCMoBLzr6KraMvFiQkrp	Gloria Groove	BONEKINHA	SB Music	86	110	3	965781	79fCMoBLzr6KraMvFiQkrp
117	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	2	101	29	943148	0YqTL3nSL36OFdHwHoqCag
118	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	3	125	55	943046	3rRin3LyLY92kpEbkCgwf4
119	spotify:track:0WuiPOSkktKmSdtwElLjTm	Dj Scar, Dj Menor Da 2, Mc Jajau	Bom Dia / A Tropa do Serrão Te Chamou pra Piscina	Lucas Produtor / Love Funk	119	-1	1	934223	0WuiPOSkktKmSdtwElLjTm
120	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	100	54	933993	15k1TDabqSEmyXOwMq9RM7
121	spotify:track:68cPbG7hJnwDW9nPX1uQcX	BIN, Mainstreet, Ajaxx	Saturno	Mainstreet Records	26	113	26	929334	68cPbG7hJnwDW9nPX1uQcX
122	spotify:track:2ASs0n7ukfyxAxDtdir4vF	MC Luan da BS, Mc Vitin do LJ, MC Marley	Privilégio	Funk Explode	29	137	31	925885	2ASs0n7ukfyxAxDtdir4vF
123	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	11	129	35	925648	7lJoRyuNJtuiqTcKtuMuIR
124	spotify:track:4zN7Kfk6s75jBOEehLHzV2	Gustavo Mioto	Não Parei De Sofrer	Universal Music Ltda.	121	121	2	918946	4zN7Kfk6s75jBOEehLHzV2
125	spotify:track:6f3Slt0GbA2bPZlz0aIFXN	Tiësto	The Business	Atlantic Records	74	141	26	918502	6f3Slt0GbA2bPZlz0aIFXN
126	spotify:track:29KuQ0h3UdcgetoGASw2qq	MC Rogerinho	Recaída Sem Compromisso	MC Rogerinho	126	143	5	918019	29KuQ0h3UdcgetoGASw2qq
127	spotify:track:5r9CZJMoMmxio2AnJdxuDS	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	21	135	57	916733	5r9CZJMoMmxio2AnJdxuDS
128	spotify:track:0GTPmh5G40joBg93vcSQNq	Alok, Ilkay Sencan, Tove Lo	Don't Say Goodbye (feat. Tove Lo)	Columbia/B1 Recordings	74	134	39	915502	0GTPmh5G40joBg93vcSQNq
129	spotify:track:2aqqXrjrPdRHU9uSeRmL3C	Mc Pepeu, DJ Swat	Menina Se Prepara	Doug Filmes	129	193	2	913839	2aqqXrjrPdRHU9uSeRmL3C
130	spotify:track:6WhnioyjsbxNSpQhCXhYv6	Felipe Araújo, Gusttavo Lima	Amando Individual	Universal Music Ltda.	102	119	3	911708	6WhnioyjsbxNSpQhCXhYv6
131	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	2	136	88	910599	3PfIrDoz19wz7qK7tYeu62
132	spotify:track:0Ve3XWcrsgy90xo0UL2syx	Mc Don Juan, Th CDM, DG e Batidão Stronda	Preta do Cabelo Cacheado	GR6 Music	48	109	12	899834	0Ve3XWcrsgy90xo0UL2syx
133	spotify:track:40KZgKCIvRVIoZqv9lNBoP	Jessé Aguiar	Alívio	Todah Music	133	148	5	894885	40KZgKCIvRVIoZqv9lNBoP
134	spotify:track:7J3QMuDCSv56jRSiD9jFBF	Eric Land, Xand Avião	Cidade Inteira	Eric Land	6	127	52	888815	7J3QMuDCSv56jRSiD9jFBF
135	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	3	123	52	885755	2fmeSswdyVq4wcqhY41UHk
136	spotify:track:0BGwAKW4u8kWOhWFflZxfl	Masked Wolf	Astronaut In The Ocean	Elektra (NEK)	53	144	19	876886	0BGwAKW4u8kWOhWFflZxfl
137	spotify:track:1c5uZE4rMQ09O4bIJvlHwK	Israel & Rodolffo	Coração Traumatizou - Ao Vivo	Som Livre	137	150	6	875369	1c5uZE4rMQ09O4bIJvlHwK
138	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	3	128	28	872828	0QglpM23kl9ldvVdoYNZwF
139	spotify:track:7sCdzif8vD8XN1jgdYFL1q	João Bosco e Gabriel	Localiza Aí Bebê - Ao Vivo	João Bosco e Gabriel	116	132	12	864790	7sCdzif8vD8XN1jgdYFL1q
140	spotify:track:1wdhj1r7aeWVDUl9d18YKu	Matheus & Kauan	Expectativa x Realidade	Universal Music Ltda.	140	-1	1	857990	1wdhj1r7aeWVDUl9d18YKu
141	spotify:track:2plRom0urixt6BE8t7kOhQ	Anitta	Girl From Rio	Warner Records	14	130	10	852021	2plRom0urixt6BE8t7kOhQ
142	spotify:track:2Xgc216OMnc9PyUalpaSPc	MC 2jhow, MC Fahah, Mc Rennan, Dj Nbeat	Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix	Soull Music BR / De Verdade Entretenimento / MR10 Produtora / Love Funk / Lancinho Filmes	39	142	26	850993	2Xgc216OMnc9PyUalpaSPc
