rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:4E6RdcCWMiHTu7zy1VTNDo	Marília Mendonça	Todo Mundo Vai Sofrer - Ao Vivo	Som Livre	1	1	9	3747085	4E6RdcCWMiHTu7zy1VTNDo
2	spotify:track:5pRGXCDY0eT6R1QicAn7Uk	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	2	37	3468178	5pRGXCDY0eT6R1QicAn7Uk
3	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	3	4	8	3298039	6QwFUcPc5nhsqZuhXUYtV7
4	spotify:track:0WhDotK0QXigmsrlw0DxKK	MC Kevin o Chris, Sodré	Evoluiu	ADpar	2	3	13	3291698	0WhDotK0QXigmsrlw0DxKK
5	spotify:track:6sRLrSetyIwIKhW1eMlUNP	Matheus & Kauan, Marília Mendonça	Vou Ter Que Superar - Ao Vivo	Universal Music Ltda.	2	5	17	2908799	6sRLrSetyIwIKhW1eMlUNP
6	spotify:track:1xyVMQx51Kab6eLVtE6twx	Lauana Prado, Maiara & Maraisa	Cobaia	Universal Music Ltda.	6	6	49	2655906	1xyVMQx51Kab6eLVtE6twx
7	spotify:track:0TK2YIli7K1leLovkQiNik	Shawn Mendes, Camila Cabello	Señorita	Island Records	2	7	4	2516804	0TK2YIli7K1leLovkQiNik
8	spotify:track:2bbFhnxYjeb9jYEX2MDKLQ	MC Kevinho	Uma nora pra cada dia	WM Brazil	8	32	3	2516753	2bbFhnxYjeb9jYEX2MDKLQ
9	spotify:track:26WpOBpHiIMoBuMEIwtOCH	Pk, PK Delas	Quando a vontade bater (Participação especial de PK Delas)	WM Brazil	8	8	18	2407537	26WpOBpHiIMoBuMEIwtOCH
10	spotify:track:1nqaSoiLuqevDes4S18sO7	Gusttavo Lima	Milu	Gusttavo Lima	10	13	3	2323855	1nqaSoiLuqevDes4S18sO7
11	spotify:track:1nVIlX3h3Ds9bH6JMQopIU	Luan Santana	quando a bad bater - ao vivo	Som Livre	11	11	3	2316922	1nVIlX3h3Ds9bH6JMQopIU
12	spotify:track:2x8TNY9KwNvD19gVGs4WOP	MC Kevin o Chris	Ela É do Tipo	ADpar	1	9	18	2200504	2x8TNY9KwNvD19gVGs4WOP
13	spotify:track:4lEw9Id7kLDSJ6KRdaenM9	Felipe Araújo	Espaçosa Demais - Ao Vivo	Universal Music Ltda.	13	21	41	2161537	4lEw9Id7kLDSJ6KRdaenM9
14	spotify:track:3RbXsVQr4jeTxvT35Hssq3	Marília Mendonça	Bebi Liguei - Ao Vivo	Som Livre	2	10	31	2146959	3RbXsVQr4jeTxvT35Hssq3
15	spotify:track:4eB8rsNNm5791m3uvEBNLR	Zé Neto & Cristiano	Estado Decadente - Acústico	Som Livre	10	14	27	2103155	4eB8rsNNm5791m3uvEBNLR
16	spotify:track:7oEr56KG6odStlQH0nvdyr	Gustavo Mioto	Solteiro Não Trai - Ao Vivo	Gustavo Mioto	8	15	32	2045608	7oEr56KG6odStlQH0nvdyr
17	spotify:track:6u7jPi22kF8CTQ3rb9DHE7	Lil Nas X, Billy Ray Cyrus	Old Town Road - Remix	Columbia	11	12	14	2031844	6u7jPi22kF8CTQ3rb9DHE7
18	spotify:track:4gDvg62vG96w0qJaF6wzcd	Diego & Victor Hugo, Zé Neto & Cristiano	A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília	Sony Music Entertainment	18	20	17	2029262	4gDvg62vG96w0qJaF6wzcd
19	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	16	16	17	2023970	5q0NlM6Pm8Pp3orq7zGiRn
20	spotify:track:6V43u5SCjkfMpxMAXRPifr	MC JottaPê, DJ RD, MC M10	Sentou e Gostou	KondZilla	20	79	2	2018550	6V43u5SCjkfMpxMAXRPifr
21	spotify:track:3tU3UAasaDA9OixXGC3O33	Mano Walter, Gustavo Mioto	Fingindo Maturidade - Ao Vivo	Som Livre	21	22	18	1913918	3tU3UAasaDA9OixXGC3O33
22	spotify:track:6YjyT6MEMsMc41NNWk2dYg	Marília Mendonça, Maiara & Maraisa	Bebaça - Ao Vivo	Som Livre	6	18	21	1913590	6YjyT6MEMsMc41NNWk2dYg
23	spotify:track:3L2uyIJoJPjYkSETVNSPBQ	Maiara & Maraisa	Não Abro Mão - Ao Vivo	Som Livre	13	19	24	1815592	3L2uyIJoJPjYkSETVNSPBQ
24	spotify:track:5eMmT4Ava5BGThju0AD8vQ	Gusttavo Lima	Cem Mil - Ao Vivo	Som Livre	1	17	38	1758596	5eMmT4Ava5BGThju0AD8vQ
25	spotify:track:3CgZi8DMUftJHK6WL2gKc1	Hungria Hip Hop	Um Pedido	Hungria Hip Hop	25	33	6	1653403	3CgZi8DMUftJHK6WL2gKc1
26	spotify:track:3tA0vALUwrzkTgHcm9j6oJ	Zé Neto & Cristiano	Notificação Preferida - Ao Vivo	Som Livre	2	24	57	1629874	3tA0vALUwrzkTgHcm9j6oJ
27	spotify:track:2H8ETIUEoN9YMf56X66bxd	Anitta, LUDMILLA, Snoop Dogg, Papatinho	Onda diferente (feat. Papatinho)	WM Brazil	4	23	15	1629611	2H8ETIUEoN9YMf56X66bxd
