rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	2	32	5974372	2JTir3y1VuJQmexiTCMcTP
2	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	1	1	5	5401956	7qmnP8Woc47dLSrMD5MxL1
3	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	3	5	27	4906021	3rRin3LyLY92kpEbkCgwf4
4	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	4	11	3	4891455	6sPBi0qLI6KM3yXX56NxsA
5	spotify:track:7GLWWrk1YlkPYqJK3ynIA0	Jorge & Mateus	Lance Individual	Som Livre	4	4	6	4854916	7GLWWrk1YlkPYqJK3ynIA0
6	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	3	26	4744543	15k1TDabqSEmyXOwMq9RM7
7	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	4	7	17	4386560	5m5aY6S9ttfIG157xli2Rs
8	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	8	-1	1	4182817	0YqTL3nSL36OFdHwHoqCag
9	spotify:track:1X0MaGErD8rcspqQs9s2m0	Zé Felipe	Só Tem Eu	Som Livre	3	6	11	4144887	1X0MaGErD8rcspqQs9s2m0
10	spotify:track:187Pge0WmJNoS73kaIORSE	Douglas & Vinicius, MC Bruninho	Figurinha - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	9	23	3839304	187Pge0WmJNoS73kaIORSE
11	spotify:track:6WXglvTFRmjlHHhgjYMNif	MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima	Ilusão (Cracolândia)	GR6 Music	2	8	6	3723054	6WXglvTFRmjlHHhgjYMNif
12	spotify:track:1nDCZBI8MaHXI2f36dnQyG	Tierry	Rita	Tierry	8	10	14	3696771	1nDCZBI8MaHXI2f36dnQyG
13	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	13	21	7	3558346	0WlmiIK5qFQ4dAB4mCA4sI
14	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	14	17	18	3527108	1uA7fD01YlQr1Rm0oyNB4H
15	spotify:track:7J3QMuDCSv56jRSiD9jFBF	Eric Land, Xand Avião	Cidade Inteira	Eric Land	6	12	24	3525535	7J3QMuDCSv56jRSiD9jFBF
16	spotify:track:3vu864xi5Xis9VfOsJpmXu	LUDMILLA	Rainha da Favela	WM Brazil	16	16	6	3455141	3vu864xi5Xis9VfOsJpmXu
17	spotify:track:42P3wMiPfXQM93TYZotuPQ	Gusttavo Lima	De Menina pra Mulher - Ao Vivo	Sony Music Entertainment	3	14	14	3382609	42P3wMiPfXQM93TYZotuPQ
18	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	7	18	47	3330107	3dPvQLKl42dMYWV4LWRTLK
19	spotify:track:2R1OgezGfBMeiAcMpJ1EkH	Zé Vaqueiro	Letícia	Sony Music Entertainment	15	15	8	3312097	2R1OgezGfBMeiAcMpJ1EkH
20	spotify:track:59kRq8rb5uJCrSYYbGCk7o	MC Rogerinho	Só Você	MC Rogerinho	4	13	19	3225694	59kRq8rb5uJCrSYYbGCk7o
21	spotify:track:2QCwoYDn4DRfjs4NhW2KpO	João Bosco e Gabriel, Humberto & Ronaldo	Alô Ex-Amor - Ao Vivo	João Bosco e Gabriel	14	20	17	3048897	2QCwoYDn4DRfjs4NhW2KpO
22	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	6	22	29	3047774	4zsiMjB0794HztyqUkD3Zi
23	spotify:track:64I6t2tuUGnIlaDIzHJ6YI	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	4	19	24	3013564	64I6t2tuUGnIlaDIzHJ6YI
24	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	23	24	2943450	4xWzZmX4K1yyrdtRfbUvjt
25	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	12	24	30	2918187	260n4ECk9j4IEvTAVBYojl
26	spotify:track:6juD9PQwAPvuXYIAE2gjhO	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	26	50	2830712	6juD9PQwAPvuXYIAE2gjhO
27	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	27	30	7	2828517	7lJoRyuNJtuiqTcKtuMuIR
28	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	22	25	18	2733974	5ra6CI0pEzqjxPEZeBz0d7
29	spotify:track:3S2iI46NmKyZsoxs2NByIP	Tarcísio do Acordeon, Vitor Fernandes	Nêga	Sua Música	27	27	10	2671101	3S2iI46NmKyZsoxs2NByIP
30	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	30	40	6	2655267	7EWXP47VlXKO3r7mNxuWHw
31	spotify:track:5r9CZJMoMmxio2AnJdxuDS	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	21	28	29	2596315	5r9CZJMoMmxio2AnJdxuDS
32	spotify:track:4KLvGldnzUZU4xdELyWBom	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	8	29	55	2556955	4KLvGldnzUZU4xdELyWBom
33	spotify:track:1UF3sCkxXH4OE7ja83GRzj	Gusttavo Lima	Espetinho - Ao Vivo	Sony Music Entertainment	27	38	5	2465126	1UF3sCkxXH4OE7ja83GRzj
34	spotify:track:3KfyRuNdcCGsZb15sqrXDA	Mc Talibã, MC 3L	Um Sabadão Desse Uma Lua Dessa	FW MUSIC	29	31	10	2420967	3KfyRuNdcCGsZb15sqrXDA
35	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	24	34	31	2419804	3056x1XkmICnQmji68rrft
36	spotify:track:0eoMMLrWtXbLk64baeESkc	Marcos & Belutti, Jorge & Mateus	Tudo Indica (feat. Jorge & Mateus) - Ao Vivo	Sony Music Entertainment	36	50	15	2397377	0eoMMLrWtXbLk64baeESkc
37	spotify:track:7e1VoRlNumuEkXlITMHKLE	Anitta, Myke Towers, Cardi B	Me Gusta (with Cardi B & Myke Towers)	Warner Records	3	32	14	2368656	7e1VoRlNumuEkXlITMHKLE
38	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	5	33	26	2357160	12v6LfkX9YIR3uLefIAAYZ
39	spotify:track:1GWUiFYLYEapxYHnASyOud	Wesley Safadão	Não Valeu	Som Livre	28	35	32	2312318	1GWUiFYLYEapxYHnASyOud
40	spotify:track:3Xuo5utyzk86BwlUHdTR2O	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	22	36	54	2270828	3Xuo5utyzk86BwlUHdTR2O
41	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	8	37	30	2201754	5GAdMAL3tRJkVN1HtwohK2
