rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:2ookQf9qP2qiBuNFnNXyfl	John Amplificado	Chega E Senta - Ao Vivo	Virgin Music Label And Artist Services (S&D)	1	2	3	7456865	2ookQf9qP2qiBuNFnNXyfl
2	spotify:track:2kJRlOyrxsy7Ot3c5TZ8Q6	João Gomes	Meu Pedaço de Pecado	Sua Música	1	1	13	7171645	2kJRlOyrxsy7Ot3c5TZ8Q6
3	spotify:track:25141FAgU1OmwoC9W2i5E3	Tarcísio do Acordeon, Marcynho Sensação	Rolê	Sua Música	3	3	6	6053150	25141FAgU1OmwoC9W2i5E3
4	spotify:track:4P7IXYPAkinTdZrBF5bGWp	Zé Neto & Cristiano	Você Beberia Ou Não Beberia?	Som Livre	4	11	6	5817330	4P7IXYPAkinTdZrBF5bGWp
5	spotify:track:7aZusA4cWXz3Wv9e9uhavz	Matuê	Quer Voar	Sony Music Entertainment	2	4	4	5748785	7aZusA4cWXz3Wv9e9uhavz
6	spotify:track:4u06FbRh6FvV2FQZkouzCw	Henrique & Juliano	Arranhão - Ao Vivo	Virgin Music Label And Artist Services (S&D)	6	8	4	5744004	4u06FbRh6FvV2FQZkouzCw
7	spotify:track:5SwyN9hzmWjBsINlif8li8	Gusttavo Lima	Ficha Limpa	Sony Music Entertainment	3	5	12	5560644	5SwyN9hzmWjBsINlif8li8
8	spotify:track:4PQdrXMDHDPl1RczrrlADd	Luan Santana	MORENA	Sony Music Entertainment	2	6	11	5415933	4PQdrXMDHDPl1RczrrlADd
9	spotify:track:0FqVtQxRD3HsPltldG5v5M	João Gomes	Aquelas Coisas	Sua Música	3	7	12	4922652	0FqVtQxRD3HsPltldG5v5M
10	spotify:track:1bWBG6IkMnDr3qvCKSvQT7	Matheus Fernandes, Dilsinho	Baby Me Atende	Som Livre	3	10	23	4729409	1bWBG6IkMnDr3qvCKSvQT7
11	spotify:track:5F2xRvRFkxDvqdFtUNAEyw	João Gomes, Vitor Fernandes	Se For Amor	Sua Música	4	9	10	4483969	5F2xRvRFkxDvqdFtUNAEyw
12	spotify:track:7gMWTBRgB5CZdNDSuweCyr	Costa Gold, Kawe, André Nine	Se Essa Bunda	Som Livre	9	12	5	4277993	7gMWTBRgB5CZdNDSuweCyr
13	spotify:track:27NovPIUIRrOZoCHxABJwK	Lil Nas X, Jack Harlow	INDUSTRY BABY (feat. Jack Harlow)	Columbia	13	18	6	3976437	27NovPIUIRrOZoCHxABJwK
14	spotify:track:2R9IrE42Mw4zdUXAEFNiZL	Zé Felipe, Os Barões Da Pisadinha	Senta Danada	Som Livre	14	17	7	3959499	2R9IrE42Mw4zdUXAEFNiZL
15	spotify:track:1hs2hRwPfyFLoYIf6jY1W7	Os Barões Da Pisadinha, Maiara & Maraisa	Zero Saudade - Ao Vivo	Sony Music Entertainment	9	14	15	3898399	1hs2hRwPfyFLoYIf6jY1W7
16	spotify:track:5Yu1AOnIzC1tWRJ4U0uW7u	Zé Neto & Cristiano	Ela e Ela	Som Livre	16	-1	1	3840756	5Yu1AOnIzC1tWRJ4U0uW7u
17	spotify:track:41pFFOnh1glVNIlrWOpBjb	Brisa Star, Thiago Jhonathan (TJ)	Se Joga no Passinho	Brisa Star	10	13	10	3817419	41pFFOnh1glVNIlrWOpBjb
18	spotify:track:6pQKUKBpwr6GhfhcFFFozo	MC Zaquin, MC Rick	Não Nasceu pra Namorar	Funk Explode Records	5	15	25	3722021	6pQKUKBpwr6GhfhcFFFozo
19	spotify:track:0wRn3ggAY1fIupTaVigdza	Mc Poze do Rodo, Bielzin, Mainstreet, MC Cabelinho, PL Quest, Neo Beats	A Cara do Crime (Nós Incomoda)	Mainstreet Records	17	22	14	3383930	0wRn3ggAY1fIupTaVigdza
20	spotify:track:6fe5D0ivKnpXFMAnoSRjah	Vitor e Luan, Henrique & Juliano	Localiza Aí BB	Vitor & Luan	20	23	29	3257579	6fe5D0ivKnpXFMAnoSRjah
21	spotify:track:3jSG8oE8doxDxmpe5GlFee	Mari Fernandez	Não, Não Vou	Sony Music Entertainment	1	16	13	3205074	3jSG8oE8doxDxmpe5GlFee
22	spotify:track:0qxLQ6opocOGyFnlXqJ53x	Mc Davi, Mc Pedrinho, Mc Don Juan	Bipolar	GR6 Music	1	20	19	3025906	0qxLQ6opocOGyFnlXqJ53x
23	spotify:track:79Wou8NwYEFzTyDQudjENF	Diego & Victor Hugo	Desbloqueado - Ao Vivo	Sony Music Entertainment	23	31	16	2996190	79Wou8NwYEFzTyDQudjENF
24	spotify:track:6HV630GY0GT3RN2efFRmbP	Jorge & Mateus	Troca	Som Livre	7	27	19	2991608	6HV630GY0GT3RN2efFRmbP
