rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:0AGS6ZRgzobrazmCi6pYMe	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	1	5	4399018	0AGS6ZRgzobrazmCi6pYMe
2	spotify:track:25gD4PQjxCLnwIY2n23aEl	Vitão, Luísa Sonza	Flores	Universal Music Ltda.	2	-1	1	3200020	25gD4PQjxCLnwIY2n23aEl
3	spotify:track:6NM06xgqxQ0HU5lxbt2JHi	Gusttavo Lima	Saudade Sua	Sony Music Entertainment	3	14	5	3099566	6NM06xgqxQ0HU5lxbt2JHi
4	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	6	20	3090094	4DngRKOpRPrkbzImUB0zgh
5	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	2	28	2986590	3Ghyp3X5Ua9ypHnBIgOObI
6	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	4	4	23	2935762	7o9LwQmTuIDm4LyyHFIWul
7	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	2	3	13	2858071	2WlZuBDgLfT7Kc0admhFdg
8	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	8	8	12	2754521	67mqU3FeErlvWwsxnMfvQo
9	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	9	23	2734498	3tc8Z4lGzOIwmIVftsxO6o
10	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	8	10	15	2734108	0RaIjuKU5hudMteEXwr4RS
11	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	7	28	2722365	3tv697PZNnaQN0Mn2zGhS5
12	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	5	5	13	2635334	60wF0XnX7A0jVpDNA5v8vi
13	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	9	11	19	2524330	7Ac3BmqTQoLdAt7HtZyfgN
14	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	13	13	28	2510808	3WjSkl7VDWY1prwJw7dSG0
15	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	7	12	33	2501875	3J5Pu25BODMex4Jpy4l6FL
16	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	2	15	33	2199067	3PfIrDoz19wz7qK7tYeu62
