rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:2x8TNY9KwNvD19gVGs4WOP	MC Kevin o Chris	Ela É do Tipo	ADpar	1	1	9	3368642	2x8TNY9KwNvD19gVGs4WOP
2	spotify:track:5eMmT4Ava5BGThju0AD8vQ	Gusttavo Lima	Cem Mil - Ao Vivo	Som Livre	1	5	29	3121820	5eMmT4Ava5BGThju0AD8vQ
3	spotify:track:6sRLrSetyIwIKhW1eMlUNP	Matheus & Kauan, Marília Mendonça	Vou Ter Que Superar - Ao Vivo	Universal Music Ltda.	2	2	8	3054476	6sRLrSetyIwIKhW1eMlUNP
4	spotify:track:5pRGXCDY0eT6R1QicAn7Uk	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	3	3	28	3039318	5pRGXCDY0eT6R1QicAn7Uk
5	spotify:track:3HVWdVOQ0ZA45FuZGSfvns	Ed Sheeran, Justin Bieber	I Don't Care (with Justin Bieber)	Atlantic Records UK	5	-1	1	2574124	3HVWdVOQ0ZA45FuZGSfvns
6	spotify:track:6YjyT6MEMsMc41NNWk2dYg	Marília Mendonça, Maiara & Maraisa	Bebaça - Ao Vivo	Som Livre	6	6	12	2391609	6YjyT6MEMsMc41NNWk2dYg
7	spotify:track:7KdcbYcVF8LkQeQcTYOixJ	Luan Santana, MC Kekel	Vingança - Ao Vivo	Som Livre	4	4	35	2383528	7KdcbYcVF8LkQeQcTYOixJ
8	spotify:track:3RbXsVQr4jeTxvT35Hssq3	Marília Mendonça	Bebi Liguei - Ao Vivo	Som Livre	2	9	22	2343142	3RbXsVQr4jeTxvT35Hssq3
9	spotify:track:7oEr56KG6odStlQH0nvdyr	Gustavo Mioto	Solteiro Não Trai - Ao Vivo	Gustavo Mioto	8	10	23	2185911	7oEr56KG6odStlQH0nvdyr
10	spotify:track:0WhDotK0QXigmsrlw0DxKK	MC Kevin o Chris, Sodré	Evoluiu	ADpar	10	19	4	2110482	0WhDotK0QXigmsrlw0DxKK
11	spotify:track:2H8ETIUEoN9YMf56X66bxd	Anitta, LUDMILLA, Snoop Dogg, Papatinho	Onda diferente (feat. Papatinho)	WM Brazil	4	7	6	2087524	2H8ETIUEoN9YMf56X66bxd
12	spotify:track:4eB8rsNNm5791m3uvEBNLR	Zé Neto & Cristiano	Estado Decadente - Acústico	Som Livre	10	11	18	2036503	4eB8rsNNm5791m3uvEBNLR
13	spotify:track:3mNmUjoDHYDYj08IaRPtg0	Lucas Lucco, Wesley Safadão	Posto 24h (feat. Wesley Safadão) - Ao Vivo	Sony Music Entertainment	12	13	30	1929595	3mNmUjoDHYDYj08IaRPtg0
14	spotify:track:1xyVMQx51Kab6eLVtE6twx	Lauana Prado, Maiara & Maraisa	Cobaia	Universal Music Ltda.	14	17	40	1921862	1xyVMQx51Kab6eLVtE6twx
15	spotify:track:1OUPXna2MCgAt3VNmXJBtg	Tropkillaz, J Balvin, Anitta, Mc Zaac	Bola Rebola	Universal Music Ltda.	1	12	12	1867195	1OUPXna2MCgAt3VNmXJBtg
16	spotify:track:0XEJ7eph2IWFYZc73Jm3n2	Diego & Victor Hugo	Infarto	Sony Music Entertainment	9	16	27	1835182	0XEJ7eph2IWFYZc73Jm3n2
17	spotify:track:3tA0vALUwrzkTgHcm9j6oJ	Zé Neto & Cristiano	Notificação Preferida - Ao Vivo	Som Livre	2	18	48	1759371	3tA0vALUwrzkTgHcm9j6oJ
18	spotify:track:5MMrkwK6AgNAsgHVdC7daZ	Dilsinho	Péssimo Negócio (Ao Vivo)	Sony Music Entertainment	18	31	28	1758561	5MMrkwK6AgNAsgHVdC7daZ
19	spotify:track:5EKHbW7mXcAR4hCyS3YXjb	Felipe Araújo, Ferrugem	Atrasadinha - Live	Universal Music Ltda.	1	14	34	1693049	5EKHbW7mXcAR4hCyS3YXjb
20	spotify:track:26WpOBpHiIMoBuMEIwtOCH	Pk, PK Delas	Quando a vontade bater (Participação especial de PK Delas)	WM Brazil	8	8	9	1683445	26WpOBpHiIMoBuMEIwtOCH
21	spotify:track:2lAyctg5FocS67eksHoyIg	Márcia Fellipe, Jerry Smith	Quem Me Dera	Universal Music Ltda.	4	15	30	1643195	2lAyctg5FocS67eksHoyIg
