rank	uri	artist_names	track_name	source	peak_rank	previous_rank	weeks_on_chart	streams	ID
1	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	69	2	4416358	2bPtwnrpFNEe8N7Q85kLHw
2	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	1	9	4172350	5F8ffc8KWKNawllr5WsW0r
3	spotify:track:2qD7VoDYcrAPY0cVEfpsR5	Anitta, Marília Mendonça	Some que ele vem atrás	WM Brazil	2	2	5	3924177	2qD7VoDYcrAPY0cVEfpsR5
4	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	3	15	3545767	3GmJxfnUDrIs1iCfKUELFz
5	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	4	4	7	3459810	2PWjKmjyTZeDpmOUa3a5da
6	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	5	18	3278709	3Uq45ipGutypFPmETfaoaH
7	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	6	7	9	3015993	14kRWkCWBYfQqILflEcpSJ
8	spotify:track:5bHx1IT5vfbM067r9p0S0P	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	2	6	18	2970715	5bHx1IT5vfbM067r9p0S0P
9	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	9	56	2711515	72xB2J9ZeBl0Rzxq2XmzdY
10	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	8	27	2694688	6QwFUcPc5nhsqZuhXUYtV7
11	spotify:track:1U3tv41tFRgOfbytpuYQrR	Zé Neto & Cristiano	Ferida Curada	Som Livre	6	10	19	2636775	1U3tv41tFRgOfbytpuYQrR
12	spotify:track:4k20Ie47EcWtS4wMBn8w8S	LUDMILLA, Leo Santana	Invocada (Participação especial de Léo Santana) - Ao vivo	WM Brazil	11	12	18	2558413	4k20Ie47EcWtS4wMBn8w8S
13	spotify:track:52vPpP2gEYaBROIS77J38P	Vitão, Anitta	Complicado	Universal Music Ltda.	13	19	8	2502101	52vPpP2gEYaBROIS77J38P
14	spotify:track:5gvrBqNFFEWcxYPt3mamvJ	Luan Santana	quando a bad bater - ao vivo	Som Livre	1	11	22	2404428	5gvrBqNFFEWcxYPt3mamvJ
15	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	10	14	36	2385866	5q0NlM6Pm8Pp3orq7zGiRn
16	spotify:track:4RC2nzqaQygxoVQOVv3XlT	Leo Santana, Anitta	Contatinho - Ao Vivo	Universal Music Ltda.	6	13	12	2384218	4RC2nzqaQygxoVQOVv3XlT
17	spotify:track:26WpOBpHiIMoBuMEIwtOCH	Pk, PK Delas	Quando a vontade bater (Participação especial de PK Delas)	WM Brazil	8	15	37	2364551	26WpOBpHiIMoBuMEIwtOCH
18	spotify:track:6V43u5SCjkfMpxMAXRPifr	MC JottaPê, DJ RD, MC M10	Sentou e Gostou	KondZilla	3	16	19	2259033	6V43u5SCjkfMpxMAXRPifr
19	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	19	20	8	2198527	2MOq63fxuFLYQM3CsDcFs1
20	spotify:track:3MkdA6vwF0ifRl86yzTlJW	Matuê	Kenny G	Sony Music Entertainment	7	18	12	2196190	3MkdA6vwF0ifRl86yzTlJW
21	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	16	17	28	2161417	5fY9bVl1Wj4PIM3wnduWop
22	spotify:track:31yFXM26dazFnWI2eoOM5R	MC G15, Mc Livinho	Ela Vem	GR6 Music	21	21	23	2029104	31yFXM26dazFnWI2eoOM5R
23	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	23	41	4	2027192	3J5Pu25BODMex4Jpy4l6FL
24	spotify:track:5MArTXEVyKBwoodjdy04fk	Zé Felipe, Gusttavo Lima	Tiro Certo - Ao Vivo	Som Livre	24	43	24	1979053	5MArTXEVyKBwoodjdy04fk
25	spotify:track:7Gk5OrMYaMRtT2JmgJVAfk	ANAVITÓRIA, Vitor Kley	Pupila	Universal Music Ltda.	16	25	21	1937021	7Gk5OrMYaMRtT2JmgJVAfk
26	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	26	26	14	1904795	1uryupl9hqVZYurJwH4G9k
27	spotify:track:4jGzR5Vri06Y5T9SxM7m5P	Xand Avião, Gusttavo Lima	Algo Mais (Amante) - Ao Vivo	Som Livre	14	22	28	1873304	4jGzR5Vri06Y5T9SxM7m5P
28	spotify:track:4lEw9Id7kLDSJ6KRdaenM9	Felipe Araújo	Espaçosa Demais - Ao Vivo	Universal Music Ltda.	13	24	60	1864006	4lEw9Id7kLDSJ6KRdaenM9
29	spotify:track:159ntSAEWJ9zIMOSXmQ530	Luan Santana	choque térmico - ao vivo	Som Livre	29	32	14	1854911	159ntSAEWJ9zIMOSXmQ530
30	spotify:track:1owErGXMkNVCgCmCjI1vRL	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	16	23	11	1842112	1owErGXMkNVCgCmCjI1vRL
31	spotify:track:1G60NjxeOS7veR1EXuKPaW	Gustavo Mioto	Fake News - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	20	29	30	1820034	1G60NjxeOS7veR1EXuKPaW
32	spotify:track:3RbXsVQr4jeTxvT35Hssq3	Marília Mendonça	Bebi Liguei - Ao Vivo	Som Livre	2	28	50	1810285	3RbXsVQr4jeTxvT35Hssq3
33	spotify:track:4E6RdcCWMiHTu7zy1VTNDo	Marília Mendonça	Todo Mundo Vai Sofrer - Ao Vivo	Som Livre	1	27	28	1738355	4E6RdcCWMiHTu7zy1VTNDo
34	spotify:track:2kOmW169C7UV4SZDN9u0YO	Dj Guuga, Mc Livinho	Vidrado Em Você	GR6 Music	29	30	21	1705963	2kOmW169C7UV4SZDN9u0YO
