rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:4xWzZmX4K1yyrdtRfbUvjt","Niack","Oh Juliana","Niack",1,1,43,"741701"
2,"spotify:track:4zGtfOglDBfVUypabBwIjQ","Mc Zaac, Anitta, Tyga","Desce Pro Play (PA PA PA)","Universal Music Ltda.",1,2,56,"480132"
3,"spotify:track:15k1TDabqSEmyXOwMq9RM7","Jonas Esticado","Investe Em Mim","Som Livre",2,3,55,"477383"
4,"spotify:track:2fmeSswdyVq4wcqhY41UHk","Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter","Poesia Acústica #9: Melhor Forma","Pineapple StormTV",2,4,41,"419090"
5,"spotify:track:0AGS6ZRgzobrazmCi6pYMe","Niack","Na Raba Toma Tapão","Niack / Ritmo dos Fluxos",1,5,98,"390689"
6,"spotify:track:5GAdMAL3tRJkVN1HtwohK2","Mc Don Juan, Maiara & Maraisa","Vai Ter Que Aguentar","GR6 Music",6,6,81,"370092"
7,"spotify:track:51uXmhqGR76tT2UeKZyeN6","Marília Mendonça, Maiara & Maraisa","Quero Você do Jeito Que Quiser","Som Livre",7,8,42,"367324"
8,"spotify:track:7o9LwQmTuIDm4LyyHFIWul","Henrique & Juliano","Volta Por Baixo - Ao Vivo","Virgin Music Label And Artist Services (S&D)",2,9,224,"360188"
9,"spotify:track:67mqU3FeErlvWwsxnMfvQo","MC Du Black, Delacruz","Tudo Aconteceu","Universal Music Ltda.",3,7,148,"355926"
10,"spotify:track:4zsiMjB0794HztyqUkD3Zi","Dilsinho, Henrique & Juliano","Sogra - Ao Vivo","Sony Music Entertainment",8,10,74,"352029"
11,"spotify:track:0RaIjuKU5hudMteEXwr4RS","Jorge & Mateus","Ranking","Som Livre",4,12,168,"345016"
12,"spotify:track:12v6LfkX9YIR3uLefIAAYZ","Mc Jacaré","Comprei um Lança","Mc Jacare / Los Pantchos",10,11,59,"339894"
13,"spotify:track:3WjSkl7VDWY1prwJw7dSG0","Zé Neto & Cristiano","Barzinho Aleatório - Ao Vivo","Som Livre",7,15,259,"321803"
14,"spotify:track:25gD4PQjxCLnwIY2n23aEl","Vitão, Luísa Sonza","Flores","Universal Music Ltda.",2,13,70,"321469"
15,"spotify:track:7pDcS0EVMJR0YwjXmHcCRg","Luísa Sonza, Mc Zaac","TOMA","Universal Music Ltda.",14,14,21,"315010"
16,"spotify:track:4DngRKOpRPrkbzImUB0zgh","Matheus & Kauan","Litrão - Ao Vivo Em Recife / 2020","Universal Music Ltda.",2,17,203,"312340"
17,"spotify:track:3tc8Z4lGzOIwmIVftsxO6o","Marília Mendonça","Graveto - Ao Vivo","Som Livre",3,16,224,"311065"
18,"spotify:track:260n4ECk9j4IEvTAVBYojl","Matheus & Kauan","Nem Doeu - Ao Vivo","Universal Music Ltda.",15,21,84,"300650"
